"Ac, refrigeration, and forced air heating"",""Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing",NAICS/333415
Academic Assessment Event,AcademicAssessmentEvent
Academic Assessment Type Enum,AcademicAssessmentTypeEnum
Academy,Academy
Acanthamoeba unknown,AcanthamoebaUnknown
Accept Action,AcceptAction
Accessories and other apparel manufacturing,NAICS3159;NAICS31599
"Accessories and other apparel manufacturing"",""Apparel Accessories and Other Apparel Manufacturing",NAICS/315990
Accident And Emergency,AccidentAndEmergency
Accident Cause Enum,AccidentCauseEnum
Accident Damage,AccidentDamage
Accident Or Derailment,AccidentOrDerailment
Accident Type Enum,AccidentTypeEnum
Accident and Health Insurance,SIC/6321
Accommodation,Accommodation;NAICS721
"Accommodation And Food Sector"",""Accommodation and Food Sector"",""Accommodation and food sector",AccommodationAndFoodSector
Accommodation Services,AccommodationServices
Accommodation and Food Sector,AccommodationFoodSector
Accommodation and food services,NAICS72
Accountancy,Accountancy
Accountants and Auditors,SOCv2018/13-2010;SOCv2018/13-2011
Accounting And Taxation Major,AccountingAndTaxationMajor
Accounting Service,AccountingService
Accounting and bookkeeping services,NAICS5412;NAICS54121
"Accounting, Auditing, and Bookkeeping",SIC/8721
Achieve Action,AchieveAction
Actinide,Actinide
Action,Action
Action Status Type,ActionStatusType
Activate Action,ActivateAction
Activities of private households as employers and undifferentiated production activities of private households,ISICv3.1/P
Activities related to credit intermediation,NAICS5223
Activities related to real estate,NAICS5313
Activity limitation is a dimension of health/disability capturing long-standing limitation in performing usual activities (due to health problems).,GlobalActivityLimitationIndicatorEnum
Actors,SOCv2018/27-2011
"Actors, Producers, and Directors",SOCv2018/27-2010
Actual And Imputed Rentals For Housing,ActualAndImputedRentalsForHousing
Actuaries,SOCv2018/15-2010;SOCv2018/15-2011
Acupuncturists,SOCv2018/29-1291
Acute Condition,AcuteCondition
"Acute illnesses generally develop suddenly and last a short time, often only a few days or weeks.",AcuteCondition
Add Action,AddAction
"Additional Statistical Variable that can be used for normalizing this Statistical Variable. If unspecified and `is Normalizable` is True, then `Count_Person` is the default.",denominatorForNormalization
Additional information about the type of an event.,eventType
Additives Oxygenates,AdditivesOxygenates
Adenovirus,Adenovirus
Adenovirus B,AdenovirusB
Adenovirus F,AdenovirusF
Adenovirus other,AdenovirusOther
Adenovirus unknown,AdenovirusUnknown
Adequate Diet,AdequateDiet
Adequate performance,AdequatePerformance
Adhesive Bonding Machine Operators and Tenders,SOCv2018/51-9191
Adhesive manufacturing,NAICS32552
"Adhesive manufacturing"",""Adhesive Manufacturing",NAICS/325520
Adhesives and Sealants,SIC/2891
Adipic Acid Production,AdipicAcidProduction
Adjusted,Adjusted
Adjustment Type Enum,AdjustmentTypeEnum
Adjustment and Collection Services,SIC/7322
"Administration of Air and Water Resource and Solid Waste Management Programs"",""Air, water, and waste program administration",NAICS/924110
Administration of Educational Programs,SIC/9411
Administration of General Economic Programs,SIC/9611
"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)"",""Other human resource programs administration",NAICS/923130
Administration of Public Health Programs,SIC/9431
Administration of Social and Manpower Programs,SIC/9441
Administration of Veterans' Affairs,SIC/9451
Administration of conservation programs,NAICS92412
"Administration of conservation programs"",""Administration of Conservation Programs",NAICS/924120
Administration of economic programs,NAICS926;NAICS9261
Administration of education programs,NAICS92311
"Administration of education programs"",""Administration of Education Programs",NAICS/923110
Administration of environmental programs,NAICS924;NAICS9241
Administration of general economic programs,NAICS92611
"Administration of general economic programs"",""Administration of General Economic Programs",NAICS/926110
Administration of housing programs,NAICS92511
"Administration of housing programs"",""Administration of Housing Programs",NAICS/925110
Administration of human resource programs,NAICS923;NAICS9231
Administration of public health programs,NAICS92312
"Administration of public health programs"",""Administration of Public Health Programs",NAICS/923120
Administration of veterans' affairs,NAICS92314
"Administration of veterans' affairs"",""Administration of Veterans' Affairs",NAICS/923140
Administrative And Support Service Activities,AdministrativeAndSupportServiceActivities
Administrative And Support Services Business Services,AdministrativeAndSupportServicesBusinessServices
Administrative Area,AdministrativeArea
Administrative Area1,AdministrativeArea1
Administrative Area2,AdministrativeArea2
Administrative Area3,AdministrativeArea3
Administrative Area4,AdministrativeArea4
Administrative Area5,AdministrativeArea5
Administrative District that the School belongs to,schoolDistrict
"Administrative Law Judges, Adjudicators, and Hearing Officers",SOCv2018/23-1021
Administrative Services Managers,SOCv2018/11-3012
Administrative Services and Facilities Managers,SOCv2018/11-3010
Administrative Social Service and Education,AdminSocialServiceEducation
