dcid,year,healthExpenditureCurrentUSD
country/SLE,2001,119670657489.24304
country/SLE,2002,143164763753.1691
country/SLE,2003,150091263447.06158
country/SLE,2004,158788441415.17203
country/SLE,2005,182197805050.02875
country/SLE,2006,195954122777.22876
country/SLE,2007,216624327966.18216
country/SLE,2008,247401887127.85278
country/SLE,2009,272353536248.57855
country/SLE,2010,282123158453.0584
country/SLE,2011,390797469780.5743
country/SLE,2012,402605660173.21796
country/SLE,2013,569171211930.908
country/SLE,2014,989364506222.2421
country/SLE,2015,867173285033.3538
country/SLE,2016,638315485759.9781
country/SLE,2017,349611780867.635
country/SLE,2018,338650933975.7195
country/SLE,2019,360642008455.09235
country/SLE,2020,355763128678.44116
country/ZAF,2000,11133520173.529755
country/ZAF,2001,9647053322.533497
country/ZAF,2002,8620136196.0759
country/ZAF,2003,13872068516.48198
country/ZAF,2004,17748936481.883617
country/ZAF,2005,19822518926.920227
country/ZAF,2006,20894867853.355556
country/ZAF,2007,22999347354.60831
country/ZAF,2008,22598083233.839066
country/ZAF,2009,25224259542.943142
country/ZAF,2010,32527591707.177197
country/ZAF,2011,36400943776.143936
country/ZAF,2012,34770386372.16473
country/ZAF,2013,32468354301.134235
country/ZAF,2014,29982730764.622066
country/ZAF,2015,27902678293.803104
country/ZAF,2016,26142956584.145596
country/ZAF,2017,30403710404.684765
country/ZAF,2018,32641946887.613167
country/ZAF,2019,31975775251.981598
country/ZAF,2020,28791984817.00734
country/SSD,2017,287840158.85197645
country/SSD,2018,293092814.8741925
country/SSD,2019,247799986.74834728
country/SSD,2020,352491517.8544962
country/TGO,2000,56230211.18148638
country/TGO,2001,57698256.97346277
country/TGO,2002,66816464.02772209
country/TGO,2003,83862622.17266084
country/TGO,2004,94060449.47716615
country/TGO,2005,101634441.80516502
country/TGO,2006,109315388.51622921
country/TGO,2007,138888139.94679502
country/TGO,2008,172209537.6734949
country/TGO,2009,185826823.15984482
country/TGO,2010,206106797.76142818
country/TGO,2011,237926274.09034032
country/TGO,2012,251227294.30474675
country/TGO,2013,288242304.2046931
country/TGO,2014,313575091.71377575
country/TGO,2015,279588804.55011237
country/TGO,2016,397942699.3784405
country/TGO,2017,409942061.58621997
country/TGO,2018,427014351.7684503
country/TGO,2019,407413510.1237895
country/TGO,2020,451676336.9635691
country/UGA,2000,394275752.79329294
country/UGA,2001,395879182.1018748
country/UGA,2002,402061061.7059159
country/UGA,2003,375088782.38374245
country/UGA,2004,505268529.16104215
country/UGA,2005,723362609.8261462
country/UGA,2006,909983382.4128731
country/UGA,2007,1070530392.35386
country/UGA,2008,1222900831.2890208
country/UGA,2009,1395395046.0551617
country/UGA,2010,1680620942.7376049
country/UGA,2011,1841426691.4771523
country/UGA,2012,1889904487.6790924
country/UGA,2013,1869554100.325075
country/UGA,2014,1854636465.7195647
country/UGA,2015,1504952213.9608026
country/UGA,2016,1516319412.1954072
country/UGA,2017,1263103983.9794009
country/UGA,2018,1369659243.5125456
country/UGA,2019,1434708584.3453937
country/UGA,2020,1505377696.9621415
country/TZA,2000,422453689.8460037
country/TZA,2001,534082739.37095755
country/TZA,2002,615307294.0935766
country/TZA,2003,756399687.9012783
country/TZA,2004,893616246.7931439
country/TZA,2005,1085863793.148721
country/TZA,2006,1434432693.3757088
country/TZA,2007,1501550501.1575968
country/TZA,2008,1543893330.3698049
country/TZA,2009,1467556464.5780835
country/TZA,2010,1664434930.5866547
country/TZA,2011,1737521081.6942441
country/TZA,2012,1989581227.9498122
country/TZA,2013,2122515644.9931111
country/TZA,2014,2006048056.4067266
country/TZA,2015,1729176509.382683
country/TZA,2016,1972794453.1376762
country/TZA,2017,2175030845.4110217
country/TZA,2018,2371911602.193671
country/TZA,2019,2368688361.4824967
country/TZA,2020,2425532697.110377
country/ZMB,2000,257530445.76914117
country/ZMB,2001,268291966.22758377
country/ZMB,2002,284930905.05036265
country/ZMB,2003,352446018.3648287
country/ZMB,2004,438586441.7220584
country/ZMB,2005,571646278.7838746
country/ZMB,2006,749590508.0462742
country/ZMB,2007,611977858.3456888
country/ZMB,2008,718734614.902537
country/ZMB,2009,678700629.8771061
country/ZMB,2010,753673941.0984886
country/ZMB,2011,811665050.7809387
country/ZMB,2012,1002366990.1952405
country/ZMB,2013,1315449493.8734806
country/ZMB,2014,1039436225.2452263
country/ZMB,2015,942243842.3205247
country/ZMB,2016,938738005.548387
country/ZMB,2017,1138578810.4155507
country/ZMB,2018,1330513726.3448644
country/ZMB,2019,1239905949.98526
country/ZMB,2020,1017433933.8878874
country/ZWE,2020,15470470.520889934
country/ATG,2000,38963388.5148148
country/ATG,2001,43527272.540740736
country/ATG,2002,43067304.82222222
country/ATG,2003,47793601.70740741
country/ATG,2004,47054502.7
country/ATG,2005,51055473.04444444
country/ATG,2006,53610975.47777778
country/ATG,2007,58359120.68518519
country/ATG,2008,57543702.3037037
country/ATG,2009,51303773.1037037
country/ATG,2010,61779615.61481481
country/ATG,2011,61924376.311111115
country/ATG,2012,65750574.18148149
country/ATG,2013,65088907.87777778
country/ATG,2014,73386993.4074074
country/ATG,2015,70571396.44074075
country/ATG,2016,73584651.24074075
country/ATG,2017,71571333.14444444
country/ATG,2018,77866414.38888887
country/ATG,2019,73835409.65925926
country/ATG,2020,76942579.48148148
country/ARG,2000,26132890664.08204
country/ARG,2001,25163222236.118057
country/ARG,2002,8435006483.432112
country/ARG,2003,9989936630.127647
country/ARG,2004,11995832093.121908
country/ARG,2005,15268926991.217112
country/ARG,2006,17908252393.609493
country/ARG,2007,22701008733.764057
country/ARG,2008,29919570968.942516
country/ARG,2009,31806121700.90975
country/ARG,2010,40283720663.438866
country/ARG,2011,49931348727.8398
country/ARG,2012,57138768862.26072
country/ARG,2013,59988304954.20534
country/ARG,2014,54841117089.26412
country/ARG,2015,65969323195.00733
country/ARG,2016,50188492690.766785
country/ARG,2017,67209326351.738045
country/ARG,2018,49853147017.00979
country/ARG,2019,42889632412.080315
country/ARG,2020,38898269283.022415
country/BHS,2000,307281341.54999995
country/BHS,2001,326432342.53000003
country/BHS,2002,338589843.75
country/BHS,2003,356572723.39000005
country/BHS,2004,366390838.62000006
country/BHS,2005,396584045.4099999
country/BHS,2006,438132385.25
country/BHS,2007,477440795.8999999
country/BHS,2008,511881225.59000003
country/BHS,2009,514134277.3399999
country/BHS,2010,530685302.73
country/BHS,2011,536185852.05
country/BHS,2012,569880676.27
country/BHS,2013,590573425.29
country/BHS,2014,618708129.8800001
country/BHS,2015,611798522.95
country/BHS,2016,670093627.9300002
country/BHS,2017,825127929.6899998
country/BHS,2018,771797546.39
country/BHS,2019,777205383.3
country/BHS,2020,752377197.27
country/BRB,2000,163128646.85
country/BRB,2001,168770034.79000002
country/BRB,2002,182079254.14999998
country/BRB,2003,214515701.29500005
country/BRB,2004,251968719.48000002
country/BRB,2005,258538970.94499996
country/BRB,2006,277648254.395
country/BRB,2007,283049591.065
country/BRB,2008,309913116.45500004
country/BRB,2009,319224487.305
country/BRB,2010,306861602.785
country/BRB,2011,321336730.955
country/BRB,2012,358575012.20500004
country/BRB,2013,350569641.11499995
country/BRB,2014,328656219.48
country/BRB,2015,319433959.96
country/BRB,2016,322718933.105
country/BRB,2017,329651611.33000004
country/BRB,2018,333806213.38
country/BRB,2019,328161987.305
country/BRB,2020,336750762.94
country/BLZ,2000,32820545.195
country/BLZ,2001,40210048.675
country/BLZ,2002,43666519.165000014
country/BLZ,2003,45369670.86999999
country/BLZ,2004,47064292.910000004
country/BLZ,2005,49497966.765
country/BLZ,2006,55158149.720000006
country/BLZ,2007,67648437.5
country/BLZ,2008,76683250.42500001
country/BLZ,2009,76061668.39500001
country/BLZ,2010,78148963.93
country/BLZ,2011,83492301.94
country/BLZ,2012,83168403.62500001
country/BLZ,2013,89190780.63999999
country/BLZ,2014,103288635.255
country/BLZ,2015,102184494.02000001
country/BLZ,2016,108930473.33
country/BLZ,2017,106023117.065
country/BLZ,2018,109499908.44500004
country/BLZ,2019,118103523.255
country/BLZ,2020,109784103.39500001
country/BOL,2000,369127714.2780901
country/BOL,2001,392843922.7400576
country/BOL,2002,387085914.3458856
country/BOL,2003,420047061.15373725
country/BOL,2004,426651738.76801836
country/BOL,2005,484531392.8636184
country/BOL,2006,533757471.41047245
country/BOL,2007,616235851.8466777
country/BOL,2008,768147527.00335
country/BOL,2009,897250322.739316
country/BOL,2010,1022241872.0308783
country/BOL,2011,1239633909.6989498
country/BOL,2012,1423005325.1635315
country/BOL,2013,1709150998.327062
country/BOL,2014,1945503148.7424028
country/BOL,2015,2161723837.7351665
country/BOL,2016,2319307530.978293
country/BOL,2017,2434386588.730825
country/BOL,2018,2660597469.7004337
country/BOL,2019,2816844360.5282197
country/BOL,2020,2878026071.8162084
country/BRA,2000,54628845689.9527
country/BRA,2001,47876569013.42179
country/BRA,2002,44336252834.939156
country/BRA,2003,45713742868.39917
country/BRA,2004,54379184207.78581
country/BRA,2005,71646284039.99376
country/BRA,2006,91373948816.88254
country/BRA,2007,114588944540.2682
country/BRA,2008,135859799615.54517
country/BRA,2009,139941073532.03336
country/BRA,2010,175495857436.67587
country/BRA,2011,203751279937.62845
country/BRA,2012,190719362278.55585
country/BRA,2013,197246945818.94046
country/BRA,2014,206220277306.2364
country/BRA,2015,160564484590.15546
country/BRA,2016,164647384977.8452
country/BRA,2017,195440637375.99826
country/BRA,2018,181432983768.97586
country/BRA,2019,180107131598.7506
country/BRA,2020,149389362957.78012
country/CAN,2000,61417823177.08756
country/CAN,2001,63734231985.25376
country/CAN,2002,67323724364.36969
country/CAN,2003,80701205210.00514
country/CAN,2004,93062479829.74046
country/CAN,2005,106029679761.80627
country/CAN,2006,123253068988.60884
country/CAN,2007,138743000757.04532
country/CAN,2008,149192099317.13342
country/CAN,2009,147549272565.34085
country/CAN,2010,173081799240.68317
country/CAN,2011,186646252561.12878
country/CAN,2012,192247767250.8633
country/CAN,2013,192317525531.37656
country/CAN,2014,185235036147.45917
country/CAN,2015,167225470836.108
country/CAN,2016,168586481949.33447
country/CAN,2017,179140763685.73102
country/CAN,2018,187127212558.27094
country/CAN,2019,190754470701.88098
country/CAN,2020,212912444394.9491
country/CAN,2021,232214282363.86417
country/CHL,2000,5476664118.423797
country/CHL,2001,5075816942.85272
country/CHL,2002,5067117804.732896
country/CHL,2003,5547184868.328277
country/CHL,2004,6846667441.399437
country/CHL,2005,8101801194.245825
country/CHL,2006,9341716090.707651
country/CHL,2007,10720820407.141153
country/CHL,2008,12108495306.08458
country/CHL,2009,12427877379.203012
country/CHL,2010,14805687090.784067
country/CHL,2011,17081971602.39214
country/CHL,2012,18754444376.066345
country/CHL,2013,20725112283.14624
country/CHL,2014,20341262884.580864
country/CHL,2015,20251850251.170483
country/CHL,2016,21334163465.48299
country/CHL,2017,25123004051.19758
country/CHL,2018,27253113856.45021
country/CHL,2019,26074271169.198486
country/CHL,2020,24669252990.738056
country/CHL,2021,28827093944.1233
country/COL,2000,5265982306.140655
country/COL,2001,5498767189.202986
country/COL,2002,5330254387.036013
country/COL,2003,5310391966.29533
country/COL,2004,6630759387.4780445
country/COL,2005,8833727226.446283
country/COL,2006,10250416899.13579
country/COL,2007,13386417993.632463
country/COL,2008,16591957560.221613
country/COL,2009,16996588954.23077
country/COL,2010,20259173590.27592
country/COL,2011,22713277838.40329
country/COL,2012,25006812154.537327
country/COL,2013,26812434085.382004
country/COL,2014,27394184712.9461
country/COL,2015,22080561970.348938
country/COL,2016,21292131753.32337
country/COL,2017,23947143296.402042
country/COL,2018,25483997303.2042
country/COL,2019,26219074262.140675
country/COL,2020,24318309287.757435
country/CRI,2000,985653547.3630689
country/CRI,2001,1034310614.6029987
country/CRI,2002,1138821591.880653
country/CRI,2003,1203695536.6001856
country/CRI,2004,1233879742.427529
country/CRI,2005,1335828586.4379892
country/CRI,2006,1575233128.9265351
country/CRI,2007,1880961289.4792082
country/CRI,2008,2300443611.425036
country/CRI,2009,2416672082.0278687
country/CRI,2010,3023753954.387535
country/CRI,2011,3473169766.3257613
country/CRI,2012,3677656339.8970394
country/CRI,2013,3914103032.72671
country/CRI,2014,3986413584.569765
country/CRI,2015,4285048966.250954
country/CRI,2016,4305979870.578813
country/CRI,2017,4263494607.1098638
country/CRI,2018,4547856690.438298
country/CRI,2019,4651760411.328689
country/CRI,2020,4882742050.674656
country/DMA,2000,17745813.440740738
country/DMA,2001,15810265.718518514
country/DMA,2002,15510368.348148147
country/DMA,2003,16638548.11111111
country/DMA,2004,17416647.45185185
country/DMA,2005,18122606.629629627
country/DMA,2006,18663303.233333334
country/DMA,2007,20193595.885185186
country/DMA,2008,23135052.433333334
country/DMA,2009,24381222.196296297
country/DMA,2010,25460888.8962963
country/DMA,2011,26731790.614814818
country/DMA,2012,28159888.93703703
country/DMA,2013,26638463.33703704
country/DMA,2014,27378856.518518515
country/DMA,2015,27899076.674074076
country/DMA,2016,29524123.581481487
country/DMA,2017,28485689.514814816
country/DMA,2018,34315075.34444443
country/DMA,2019,31607716.877777774
country/DMA,2020,30717488.040740736
country/DOM,2000,1187161279.4054587
country/DOM,2001,1249838121.7341042
country/DOM,2002,1353205302.1160867
country/DOM,2003,939359903.3226831
country/DOM,2004,957125894.5348116
country/DOM,2005,1557723379.071062
country/DOM,2006,1512789903.2564225
country/DOM,2007,1797903442.8181944
country/DOM,2008,2195094517.70971
country/DOM,2009,2298856698.3954096
country/DOM,2010,2651836106.198503
country/DOM,2011,2923527699.7579384
country/DOM,2012,3063797053.72358
country/DOM,2013,3081444188.4182334
country/DOM,2014,3223006432.856845
country/DOM,2015,3360522346.5517015
country/DOM,2016,3464722844.8037567
country/DOM,2017,3594608134.17454
country/DOM,2018,3530029165.1079354
country/DOM,2019,3770658137.763323
country/DOM,2020,3894929325.673338
country/ECU,2000,610223571.7800001
country/ECU,2001,918373474.1200002
country/ECU,2002,1277109985.35
country/ECU,2003,1764571533.2
country/ECU,2004,2036927124.0200002
country/ECU,2005,2321993164.06
country/ECU,2006,2669131591.8
country/ECU,2007,2723731933.59
country/ECU,2008,3321208007.810001
country/ECU,2009,3563020996.09
country/ECU,2010,4254386718.75
country/ECU,2011,5135068847.66
country/ECU,2012,5945674804.6900015
country/ECU,2013,6470014160.160001
country/ECU,2014,6840049804.690001
country/ECU,2015,7438305175.780002
country/ECU,2016,7275400878.910002
country/ECU,2017,7747710937.5
country/ECU,2018,8459654296.879998
country/ECU,2019,8452150390.629998
country/ECU,2020,8416670898.44
country/SLV,2000,105579442.88520844
country/SLV,2001,968643371.5799998
country/SLV,2002,998639648.4399999
country/SLV,2003,1029300292.9700001
country/SLV,2004,1115872314.45
country/SLV,2005,1352301025.3899996
country/SLV,2006,1390942138.67
country/SLV,2007,1442339111.33
country/SLV,2008,1528150146.48
country/SLV,2009,1555576171.8799996
country/SLV,2010,1642639892.58
country/SLV,2011,1800499877.9299996
country/SLV,2012,1840533447.2700002
country/SLV,2013,1990704467.7700002
country/SLV,2014,1942758789.06
country/SLV,2015,2052778076.17
country/SLV,2016,2108140136.7199996
country/SLV,2017,2103948486.33
country/SLV,2018,2166279541.02
country/SLV,2019,2286820800.7799993
country/SLV,2020,2427379394.5299993
country/GRD,2000,27866089.433333326
country/GRD,2001,29268595.37777778
country/GRD,2002,33371638.54444445
country/GRD,2003,31239378.18888888
country/GRD,2004,32154362.99629629
country/GRD,2005,35783569.89999999
country/GRD,2006,35718895.24074074
country/GRD,2007,39736350.72962963
country/GRD,2008,44486013.34074075
country/GRD,2009,41907653.8074074
country/GRD,2010,41785060.740740746
country/GRD,2011,45187033.1925926
country/GRD,2012,46578863.63703704
country/GRD,2013,47408718.53333334
country/GRD,2014,43509891.65185184
country/GRD,2015,46329882.585185185
country/GRD,2016,47120225.69629629
country/GRD,2017,52417240.84814815
country/GRD,2018,53476941.14444445
country/GRD,2019,59840336.55185185
country/GRD,2020,60728680.64444444
country/GTM,2000,978144470.300804
country/GTM,2001,1197186292.4245021
country/GTM,2002,1318018180.6384718
country/GTM,2003,1420215543.832437
country/GTM,2004,1564587037.577885
country/GTM,2005,1733051521.7098885
country/GTM,2006,1992321486.8226
country/GTM,2007,2169226503.2236757
country/GTM,2008,2448027624.6491146
country/GTM,2009,2407777676.467204
country/GTM,2010,2542061089.451022
country/GTM,2011,2828954689.4136076
country/GTM,2012,3030737233.569066
country/GTM,2013,3058894461.193
country/GTM,2014,3406660989.224762
country/GTM,2015,3734908957.2223487
country/GTM,2016,4009498139.2115707
country/GTM,2017,4396412042.254707
country/GTM,2018,4477889519.253443
country/GTM,2019,4764952549.188301
country/GTM,2020,5020022841.620638
country/GUY,2000,47707430.8039248
country/GUY,2001,45944543.188504644
country/GUY,2002,49668880.95612724
country/GUY,2003,52042610.41878507
country/GUY,2004,56946721.19844182
country/GUY,2005,64949441.05691057
country/GUY,2006,74639153.27388391
country/GUY,2007,95207440.38183628
country/GUY,2008,104664253.68823063
country/GUY,2009,112977483.7582741
country/GUY,2010,121906977.27356452
country/GUY,2011,138869453.98375136
country/GUY,2012,150666931.29918876
country/GUY,2013,158472837.9224334
country/GUY,2014,162941820.82756424
country/GUY,2015,172162889.67917675
country/GUY,2016,180133663.7409201
country/GUY,2017,205078976.2409201
country/GUY,2018,234830003.0590544
country/GUY,2019,255091820.29376498
country/GUY,2020,301391917.71582735
country/HTI,2000,252071697.2655557
country/HTI,2001,231634905.85210964
country/HTI,2002,192517301.574732
country/HTI,2003,163017014.11920643
country/HTI,2004,214208487.54711848
country/HTI,2005,228874595.20328915
country/HTI,2006,268374977.85648307
country/HTI,2007,352400149.65964836
country/HTI,2008,385481320.92213094
country/HTI,2009,401138463.64058787
country/HTI,2010,546388404.5347183
country/HTI,2011,764657846.2960413
country/HTI,2012,756093389.2026857
country/HTI,2013,607032235.9370301
country/HTI,2014,675386729.0900016
country/HTI,2015,720899666.7977362
country/HTI,2016,641015144.2726036
country/HTI,2017,582057882.6929157
country/HTI,2018,682966399.5107976
country/HTI,2019,547817267.3182194
country/HTI,2020,499532634.8561407
country/HND,2000,450470526.69008225
country/HND,2001,453713783.552505
country/HND,2002,490716191.45518327
country/HND,2003,567078649.4577377
country/HND,2004,607978489.1726811
country/HND,2005,731858658.293422
country/HND,2006,858461587.7595085
country/HND,2007,999400555.5673164
country/HND,2008,1194332815.1015847
country/HND,2009,1312279291.3242059
country/HND,2010,1382040474.448402
country/HND,2011,1557065389.767743
country/HND,2012,1603936164.4790633
country/HND,2013,1568262967.9541466
country/HND,2014,1563644052.7719555
country/HND,2015,1570082995.180034
country/HND,2016,1674307210.2595642
country/HND,2017,1621084962.501685
country/HND,2018,1739667060.3276846
country/HND,2019,1832814658.229366
country/HND,2020,2152871932.9584436
country/HND,2021,2609857452.201669
country/JAM,2000,508302170.47483224
country/JAM,2001,474127731.2009131
country/JAM,2002,461209103.4109457
country/JAM,2003,397969242.66113997
country/JAM,2004,488826011.69873774
country/JAM,2005,511124906.6096979
country/JAM,2006,502007806.0916805
country/JAM,2007,681012491.9214134
country/JAM,2008,769293562.4169365
country/JAM,2009,623784263.0213643
country/JAM,2010,700053067.2126087
country/JAM,2011,756677470.1404452
country/JAM,2012,723344700.401122
country/JAM,2013,706710694.9718038
country/JAM,2014,717984165.4941194
country/JAM,2015,798085835.0912585
country/JAM,2016,802538473.5970387
country/JAM,2017,910544211.659382
country/JAM,2018,938811790.5384233
country/JAM,2019,965298356.6262729
country/JAM,2020,918673844.3373839
country/MEX,2000,31495793479.496635
country/MEX,2001,36475788769.94614
country/MEX,2002,39158645568.58245
country/MEX,2003,42409841588.16401
country/MEX,2004,46573984579.66959
country/MEX,2005,51210622161.62591
country/MEX,2006,55160420182.137886
country/MEX,2007,60703198455.37097
country/MEX,2008,63256737218.52738
country/MEX,2009,55170940487.18039
country/MEX,2010,60684843446.73736
country/MEX,2011,65149154916.25632
country/MEX,2012,68044617122.319176
country/MEX,2013,74035457795.34496
country/MEX,2014,73047115091.64977
country/MEX,2015,67063477499.116486
country/MEX,2016,59893665945.28621
country/MEX,2017,63248669635.45843
country/MEX,2018,65807694123.07762
country/MEX,2019,69135179587.09775
country/MEX,2020,67859481909.0144
country/NIC,2000,267682902.3115673
country/NIC,2001,293520770.9388994
country/NIC,2002,299484449.20727634
country/NIC,2003,323759060.6279356
country/NIC,2004,350899803.5911283
country/NIC,2005,393483528.62960166
country/NIC,2006,430005879.96655613
country/NIC,2007,516401271.1247582
country/NIC,2008,608976883.9266032
country/NIC,2009,637824148.033847
country/NIC,2010,675306308.8825207
country/NIC,2011,728169282.2217188
country/NIC,2012,788676790.9489533
country/NIC,2013,838957232.1708755
country/NIC,2014,947721372.6286302
country/NIC,2015,1015819018.8499587
country/NIC,2016,1069368493.9779176
country/NIC,2017,1148026251.024837
country/NIC,2018,1107060543.8403456
country/NIC,2019,1079464672.5251129
country/NIC,2020,1089049118.2268295
country/PAN,2000,905098999.0200002
country/PAN,2001,910889465.3299998
country/PAN,2002,965673583.9799998
country/PAN,2003,967971008.3000002
country/PAN,2004,1119723632.8099997
country/PAN,2005,1070277465.82
country/PAN,2006,1250884399.41
country/PAN,2007,1622794433.59
country/PAN,2008,1774075927.7299998
country/PAN,2009,1963287963.8700001
country/PAN,2010,2204053466.8
country/PAN,2011,2456090576.17
country/PAN,2012,2725518310.55
country/PAN,2013,3082411621.09
country/PAN,2014,3577987060.549999
country/PAN,2015,3889012451.169999
country/PAN,2016,4257474609.3800006
country/PAN,2017,4619084960.9400015
country/PAN,2018,5115238281.25
country/PAN,2019,5578636230.469999
country/PAN,2020,5215752441.41
country/PRY,2000,532993631.836896
country/PRY,2001,476458836.9246881
country/PRY,2002,342377021.099175
country/PRY,2003,377418429.67765665
country/PRY,2004,474701056.2671586
country/PRY,2005,518553129.40311414
country/PRY,2006,674109613.9399143
country/PRY,2007,896466930.6871722
country/PRY,2008,1240058076.7455056
country/PRY,2009,1235115039.3332555
country/PRY,2010,1482871201.0104513
country/PRY,2011,1964257229.0752847
country/PRY,2012,2174738797.6200347
country/PRY,2013,2343927104.261107
country/PRY,2014,2675926082.973875
country/PRY,2015,2423141381.968044
country/PRY,2016,2409181636.415596
country/PRY,2017,2577330221.9420238
country/PRY,2018,2713197020.1862016
country/PRY,2019,2715764904.6005287
country/PRY,2020,2684711038.472826
country/PER,2000,2224642533.3553014
country/PER,2001,2409724429.3892894
country/PER,2002,2664979493.994029
country/PER,2003,2684975769.3202214
country/PER,2004,2929090949.0430465
country/PER,2005,3463546177.033177
country/PER,2006,3856162144.1020226
country/PER,2007,4523592822.956618
country/PER,2008,5497624808.900951
country/PER,2009,6045309520.976483
country/PER,2010,7022627593.911774
country/PER,2011,7751679456.312406
country/PER,2012,9142601064.503025
country/PER,2013,9621925339.625877
country/PER,2014,10070861778.090927
country/PER,2015,9528860144.737303
country/PER,2016,9695842745.593832
country/PER,2017,10528284844.133713
country/PER,2018,11703712513.84345
country/PER,2019,12032442870.1578
country/PER,2020,12940414651.647594
country/KNA,2000,20210545.859259266
country/KNA,2001,20144486.6037037
country/KNA,2002,21403085.21481481
country/KNA,2003,22297309.59259259
country/KNA,2004,22769379.79259259
country/KNA,2005,25864122.177777775
country/KNA,2006,32106441.92222222
country/KNA,2007,33066072.818518523
country/KNA,2008,41266244.959259264
country/KNA,2009,40942846.225925915
country/KNA,2010,40608885.02222221
country/KNA,2011,43157910.94814814
country/KNA,2012,41397306.655555554
country/KNA,2013,44165604.2037037
country/KNA,2014,45286918.92222223
country/KNA,2015,49056820.34074075
country/KNA,2016,54694496.43703703
country/KNA,2017,55797266.07777777
country/KNA,2018,52688677.75185185
country/KNA,2019,57460909.24444442
country/KNA,2020,52642206.26296296
country/LCA,2000,45339239.61481481
country/LCA,2001,45675252.277777776
country/LCA,2002,48459913.46666666
country/LCA,2003,51708204.48148148
country/LCA,2004,50819176.56666665
country/LCA,2005,55156521.266666666
country/LCA,2006,64980203.13333332
country/LCA,2007,73745207.61111109
country/LCA,2008,72626173.22962962
country/LCA,2009,73398087.11481482
country/LCA,2010,74897941.30740741
country/LCA,2011,81064170.55555555
country/LCA,2012,80298806.64814813
country/LCA,2013,85638416.43333334
country/LCA,2014,83464773.67407407
country/LCA,2015,82828075.26666667
country/LCA,2016,91635030.1111111
country/LCA,2017,93111363.16296296
country/LCA,2018,91257392.03703701
country/LCA,2019,91821277.75925925
country/LCA,2020,108931432.65185183
country/VCT,2000,17022957.977777775
country/VCT,2001,18493207.296296295
country/VCT,2002,19890095.74444444
country/VCT,2003,20154674.67037037
country/VCT,2004,21262132.151851855
country/VCT,2005,22223626.5962963
country/VCT,2006,23504614.65185185
country/VCT,2007,27250391.64074073
country/VCT,2008,28438819.6037037
country/VCT,2009,29242180.718518514
country/VCT,2010,30999354.611111112
country/VCT,2011,30197378.088888887
country/VCT,2012,32488084.01481482
country/VCT,2013,32442759.75925926
country/VCT,2014,32188590.72222222
country/VCT,2015,32364408.70370369
country/VCT,2016,33674392.699999996
country/VCT,2017,35587197.76296297
country/VCT,2018,36601011.4888889
country/VCT,2019,39349020.49999999
country/VCT,2020,42021495.67777778
country/SUR,2000,79552114.42247298
country/SUR,2001,44635904.82890381
country/SUR,2002,78560471.24320868
country/SUR,2003,84513820.17555112
country/SUR,2004,109212839.36012934
country/SUR,2005,125509604.50729805
country/SUR,2006,164682650.5548975
country/SUR,2007,164177221.6357013
country/SUR,2008,179573067.420765
country/SUR,2009,206577677.6320583
country/SUR,2010,219747638.1107905
country/SUR,2011,208795143.60465112
country/SUR,2012,228460101.50303033
country/SUR,2013,247241081.469697
country/SUR,2014,253712232.18484852
country/SUR,2015,297742086.2721948
country/SUR,2016,198807762.45563918
country/SUR,2017,191178048.3294775
country/SUR,2018,267267006.93651658
country/SUR,2019,355963643.8012873
country/SUR,2020,278984459.396123
country/TTO,2000,351274823.30487895
country/TTO,2001,361519942.1769924
country/TTO,2002,432062661.8263583
country/TTO,2003,480054520.33168644
country/TTO,2004,580360164.1887126
country/TTO,2005,717054547.9717498
country/TTO,2006,772726708.2772483
country/TTO,2007,911188430.5898097
country/TTO,2008,1031184693.2913939
country/TTO,2009,1071005902.8776448
country/TTO,2010,1144212683.6945035
country/TTO,2011,1217769859.9374547
country/TTO,2012,1256521668.7409835
country/TTO,2013,1371547927.811557
country/TTO,2014,1436518999.7328854
country/TTO,2015,1517207349.4240758
country/TTO,2016,1529595922.2193336
country/TTO,2017,1565760622.0568552
country/TTO,2018,1588827565.174006
country/TTO,2019,1629234033.6705742
country/TTO,2020,1564772895.0437644
country/USA,2000,1280047000000.0
country/USA,2001,1393075750000.0
country/USA,2002,1529165750000.0
country/USA,2003,1661314125000.0
country/USA,2004,1777190625000.0
country/USA,2005,1900395500000.0
country/USA,2006,2031386625000.0
country/USA,2007,2158777500000.0
country/USA,2008,2245742000000.0
country/USA,2009,2345269000000.0
country/USA,2010,2437267000000.0
country/USA,2011,2517428500000.0
country/USA,2012,2619643000000.0
country/USA,2013,2692710500000.0
country/USA,2014,2841877750000.0
country/USA,2015,3000551250000.0
country/USA,2016,3139497750000.0
country/USA,2017,3266330500000.0
country/USA,2018,3415912250000.0
country/USA,2019,3564191500000.0
country/USA,2020,3931330750000.0
country/URY,2000,2283747813.717949
country/URY,2001,2224601473.508623
country/URY,2002,1431030111.304684
country/URY,2003,1258517065.6671336
country/URY,2004,1234262627.1321282
country/URY,2005,1463094773.3428383
country/URY,2006,1646908284.7636225
country/URY,2007,1905733372.3175702
country/URY,2008,2680384264.7214384
country/URY,2009,2734323362.0416574
country/URY,2010,3462141811.580927
country/URY,2011,4141693102.65975
country/URY,2012,4492880786.856109
country/URY,2013,5074229578.121518
country/URY,2014,5019726490.873171
country/URY,2015,4799066846.604314
country/URY,2016,4965483433.954633
country/URY,2017,5666590166.478358
