dcid,year,healthExpenditureExternalCurrentUSD
country/DJI,2003,8670894.266856477
country/DJI,2004,4619600.384872919
country/DJI,2005,4619600.384872919
country/DJI,2006,4619600.384872919
country/DJI,2007,5232921.264228763
country/DJI,2008,4619600.384872919
country/DJI,2009,4619600.384872919
country/DJI,2010,4619600.384872919
country/DJI,2011,6624756.899859891
country/DJI,2012,11590124.858626723
country/DJI,2013,7809035.865204451
country/DJI,2014,10896449.823037231
country/DJI,2015,17443916.91983502
country/DJI,2016,19258336.307808302
country/DJI,2017,17633641.813235354
country/DJI,2018,13477547.815114701
country/DJI,2019,12490486.257223397
country/DJI,2020,14875783.562494023
country/EGY,2003,33670177.537547804
country/EGY,2004,42606472.47188818
country/EGY,2005,59181495.68828775
country/EGY,2006,85990871.82766935
country/EGY,2007,129182612.3989283
country/EGY,2008,105108145.42107685
country/EGY,2009,139235743.08473617
country/EGY,2010,60121563.835383065
country/EGY,2011,60847882.52829262
country/EGY,2012,49041799.74048029
country/EGY,2013,21687474.755561054
country/EGY,2014,206849529.39452147
country/EGY,2015,34279176.250960246
country/EGY,2016,146491324.78751752
country/EGY,2017,34640733.24974677
country/EGY,2018,82007875.20709129
country/EGY,2019,159253315.5845438
country/EGY,2020,181827816.41855898
country/IRN,2016,11715033.818879008
country/IRN,2017,8417478.556382941
country/IRN,2018,8340116.76942349
country/IRN,2019,5829888.790000001
country/IRN,2020,4988433.1
country/IRQ,2004,0.0
country/IRQ,2005,0.0
country/IRQ,2006,0.0
country/IRQ,2007,104687894.00373445
country/IRQ,2008,0.0
country/IRQ,2009,0.0
country/IRQ,2010,0.0
country/IRQ,2011,446153.8461538461
country/IRQ,2012,43295698.1563526
country/IRQ,2013,48427958.833619215
country/IRQ,2014,48193825.042881645
country/IRQ,2015,15082238.720731054
country/IRQ,2016,21447434.4049577
country/IRQ,2017,6690878.378378378
country/IRQ,2018,46415763.451989
country/IRQ,2019,53033420.50882404
country/IRQ,2020,31809177.51379195
country/JOR,2000,21156558.533145275
country/JOR,2001,23978002.048327114
country/JOR,2002,19746125.939380813
country/JOR,2003,33850493.653032444
country/JOR,2004,146685472.4964739
country/JOR,2005,32440056.417489424
country/JOR,2006,60648801.12834979
country/JOR,2007,46544444.09079023
country/JOR,2008,26773137.327664662
country/JOR,2009,87323943.66197184
country/JOR,2010,100000000.0
country/JOR,2011,90140845.07042255
country/JOR,2012,152112676.05633804
country/JOR,2013,156338028.1690141
country/JOR,2014,156338028.1690141
country/JOR,2015,23060995.985915497
country/JOR,2016,119858742.74647887
country/JOR,2017,307426809.859155
country/JOR,2018,149823425.1690141
country/JOR,2019,105762051.19718312
country/JOR,2020,153697600.85915494
country/KWT,2000,0.0
country/KWT,2001,0.0
country/KWT,2002,0.0
country/KWT,2003,0.0
country/KWT,2004,0.0
country/KWT,2005,0.0
country/KWT,2006,0.0
country/KWT,2007,0.0
country/KWT,2008,0.0
country/KWT,2009,0.0
country/KWT,2010,0.0
country/KWT,2011,0.0
country/KWT,2012,0.0
country/KWT,2013,0.0
country/KWT,2014,0.0
country/KWT,2015,0.0
country/KWT,2016,0.0
country/KWT,2017,0.0
country/KWT,2018,0.0
country/KWT,2019,0.0
country/KWT,2020,0.0
country/LBN,2000,1767243.0300033167
country/LBN,2001,4346386.949996683
country/LBN,2002,4989797.929996683
country/LBN,2003,7906049.0899966825
country/LBN,2004,14483375.26
country/LBN,2005,7712327.750003317
country/LBN,2006,16960644.830003317
country/LBN,2007,23645607.009996682
country/LBN,2008,24975860.920006625
country/LBN,2009,44383604.7341161
country/LBN,2010,22041500.840524048
country/LBN,2011,23413094.969996687
country/LBN,2012,15410757.923661692
country/LBN,2013,34079801.97617248
country/LBN,2014,32206110.224822547
country/LBN,2015,120774936.02
country/LBN,2016,104356198.34162518
country/LBN,2017,103451503.81426202
country/LBN,2018,45633034.82587065
country/LBN,2019,40408513.27979435
country/LBN,2020,46510662.34999668
country/LBY,2000,0.0
country/LBY,2001,0.0
country/LBY,2002,0.0
country/LBY,2003,0.0
country/LBY,2004,0.0
country/LBY,2005,0.0
country/LBY,2006,199238.9947078118
country/LBY,2007,476547.0207837497
country/LBY,2008,1482260.9535527152
country/LBY,2009,2321823.927789118
country/LBY,2010,2182610.051951158
country/LBY,2011,731489.9687314403
country/MAR,2000,6191088.213275116
country/MAR,2001,7536511.405183149
country/MAR,2002,14622416.37269659
country/MAR,2003,24942073.620407242
country/MAR,2004,36805921.88294637
country/MAR,2005,18686190.66573542
country/MAR,2006,9936691.710801827
country/MAR,2007,52445252.82093016
country/MAR,2008,38099514.92614825
country/MAR,2009,87050334.62660263
country/MAR,2010,24987339.79104192
country/MAR,2011,38562287.52607426
country/MAR,2012,53933225.11323619
country/MAR,2013,19515546.197441634
country/MAR,2014,65690215.30164304
country/MAR,2015,61456812.072117135
country/MAR,2016,17685648.41074889
country/MAR,2017,17208593.733005133
country/MAR,2018,11410579.727032794
country/MAR,2019,47480156.15301066
country/MAR,2020,144068233.78626385
country/OMN,2013,0.0
country/OMN,2016,0.0
country/OMN,2017,0.0
country/OMN,2018,0.0
country/OMN,2019,0.0
country/OMN,2020,0.0
country/PAK,2000,17320846.595066175
country/PAK,2001,35425876.27798322
country/PAK,2002,112960134.86844112
country/PAK,2003,165571718.34647664
country/PAK,2004,97769739.20087133
country/PAK,2005,159695667.43367893
country/PAK,2006,151879633.50189602
country/PAK,2007,202952629.24229896
country/PAK,2008,353515849.42021316
country/PAK,2009,268785829.88086224
country/PAK,2010,261901000.14270702
country/PAK,2011,440941390.4103056
country/PAK,2012,275621744.791445
country/PAK,2013,445549232.48938626
country/PAK,2014,568632428.9955338
country/PAK,2015,351865043.60993296
country/PAK,2016,503079508.5628807
country/PAK,2017,514255558.3780467
country/PAK,2018,630574477.8568766
country/PAK,2019,607652567.5420226
country/PAK,2020,547339669.8113844
country/QAT,2011,0.0
country/QAT,2012,0.0
country/QAT,2013,0.0
country/QAT,2014,0.0
country/QAT,2015,0.0
country/QAT,2016,0.0
country/QAT,2017,0.0
country/QAT,2018,0.0
country/QAT,2019,0.0
country/QAT,2020,0.0
country/SAU,2013,0.0
country/SAU,2016,0.0
country/SAU,2017,0.0
country/SAU,2018,0.0
country/SDN,2003,12261314.670931235
country/SDN,2004,15509586.863379925
country/SDN,2005,38586924.91627532
country/SDN,2006,100389893.47005203
country/SDN,2007,90273299.93551908
country/SDN,2008,87074555.86468142
country/SDN,2009,136430785.27358592
country/SDN,2010,113182955.70373657
country/SDN,2011,348756152.6983237
country/SDN,2012,154213945.0268803
country/SDN,2013,230408907.3121207
country/SDN,2014,161063530.61485353
country/SDN,2015,118325861.36439441
country/SDN,2016,133457536.4007762
country/SDN,2017,469353553.8516556
country/SDN,2018,160064495.1069317
country/SDN,2019,175228332.85152555
country/SDN,2020,199267879.80152854
country/SYR,2000,5256124.721603564
country/SYR,2001,8376816.912249444
country/SYR,2002,19164584.766146988
country/SYR,2003,16540419.020044545
country/SYR,2004,14532852.433853006
country/SYR,2005,8620643.131403118
country/SYR,2006,91390752.35545656
country/SYR,2007,50023621.68552339
country/SYR,2008,62157070.21113587
country/SYR,2009,89963110.11848553
country/SYR,2010,98007333.15634742
country/SYR,2011,24122125.601682626
country/SYR,2012,14607929.869233653
country/TUN,2000,1094344.669933491
country/TUN,2001,1022823.2603803745
country/TUN,2002,1011976.0058145013
country/TUN,2003,1087614.0141642175
country/TUN,2004,1091157.263676263
country/TUN,2005,1102176.0912571002
country/TUN,2006,5803533.32957683
country/TUN,2007,11739429.376377963
country/TUN,2008,19361210.983585436
country/TUN,2009,25238388.135750122
country/TUN,2010,31061231.50761492
country/TUN,2011,40682722.7059089
country/TUN,2012,2947361.906235488
country/TUN,2013,3282314.743099838
country/TUN,2014,1971708.3658532994
country/TUN,2015,894747.9768049449
country/TUN,2016,17865768.414518733
country/TUN,2017,12153127.036382614
country/TUN,2018,12411236.770521104
country/TUN,2019,9767075.606874706
country/TUN,2020,14454870.714080427
country/ARE,2000,0.0
country/ARE,2001,0.0
country/ARE,2002,0.0
country/ARE,2003,0.0
country/ARE,2004,0.0
country/ARE,2005,0.0
country/ARE,2006,0.0
country/ARE,2007,0.0
country/ARE,2008,0.0
country/ARE,2009,0.0
country/ARE,2010,0.0
country/ARE,2011,0.0
country/ARE,2012,0.0
country/ARE,2013,0.0
country/ARE,2014,0.0
country/ARE,2015,0.0
country/ARE,2016,0.0
country/ARE,2017,0.0
country/ARE,2018,0.0
country/ARE,2019,0.0
country/ARE,2020,0.0
country/YEM,2000,14284094.773835197
country/YEM,2001,13695246.188354073
country/YEM,2002,13153024.911032028
country/YEM,2003,12597476.96028857
country/YEM,2004,18635419.084855106
country/YEM,2005,18069810.372958615
country/YEM,2006,36892398.93532488
country/YEM,2007,36269616.29539597
country/YEM,2008,39412191.57576636
country/YEM,2009,42885204.61376401
country/YEM,2010,38584362.65075823
country/YEM,2011,56361545.30486437
country/YEM,2012,64756238.4067739
country/YEM,2013,93560621.0573317
country/YEM,2014,133562997.62874031
country/YEM,2015,140512635.37906158
country/ALB,2000,3432234.7317300513
country/ALB,2001,10260489.983424518
country/ALB,2002,8500493.90568736
country/ALB,2003,32134034.904042028
country/ALB,2004,27672540.10519437
country/ALB,2005,27541560.571632124
country/ALB,2006,32415446.203054246
country/ALB,2007,36828231.72959622
country/ALB,2008,18062165.42513541
country/ALB,2009,11473115.96061021
country/ALB,2010,14224678.765786817
country/ALB,2011,6834506.458872624
country/ALB,2012,6430540.150145181
country/ALB,2013,8557283.957508864
country/ALB,2014,5247596.223833902
country/ALB,2015,5178469.526019808
country/ALB,2016,6986824.454558269
country/ALB,2017,13437787.074139379
country/ALB,2018,10686254.86528738
country/ARM,2000,10249740.899030173
country/ARM,2001,17725428.536045328
country/ARM,2002,14348918.060997881
country/ARM,2003,10537993.06279026
country/ARM,2004,11815521.892832993
country/ARM,2005,33538208.40703721
country/ARM,2006,43224170.79839258
country/ARM,2007,61842418.895561226
country/ARM,2008,45599331.13591063
country/ARM,2009,33511038.03107888
country/ARM,2010,31889913.59990219
country/ARM,2011,29954291.454695612
country/ARM,2012,28718353.809586845
country/ARM,2013,23792449.61373038
country/ARM,2014,18073196.311166897
country/ARM,2015,11562645.590183297
country/ARM,2016,19637527.43028662
country/ARM,2017,15375487.749271914
country/ARM,2018,15166858.824770732
country/ARM,2019,15425216.23440632
country/ARM,2020,17073981.080953605
country/AUT,2000,0.0
country/AUT,2001,0.0
country/AUT,2002,0.0
country/AUT,2003,0.0
country/AUT,2004,0.0
country/AUT,2005,0.0
country/AUT,2006,0.0
country/AUT,2007,0.0
country/AUT,2008,0.0
country/AUT,2009,0.0
country/AUT,2010,0.0
country/AUT,2011,0.0
country/AUT,2012,0.0
country/AUT,2013,0.0
country/AUT,2014,0.0
country/AUT,2015,0.0
country/AUT,2016,0.0
country/AUT,2017,0.0
country/AUT,2018,0.0
country/AUT,2019,0.0
country/AUT,2020,0.0
country/AZE,2000,3102465.946772616
country/AZE,2001,1962657.9824263132
country/AZE,2002,1419102.3258245983
country/AZE,2003,5270588.792297684
country/AZE,2004,4156278.1655151565
country/AZE,2005,2681575.9222610877
country/AZE,2006,7404268.791027986
country/AZE,2007,11304514.508056598
country/AZE,2008,12140671.968801903
country/AZE,2009,13947261.500819054
country/AZE,2010,19546328.424593538
country/AZE,2011,22341170.83469493
country/AZE,2012,37391312.33972535
country/AZE,2013,17727971.598216727
country/AZE,2014,25975264.777410526
country/AZE,2015,18118804.620937686
country/AZE,2016,7764070.970729617
country/AZE,2017,10245328.983296664
country/AZE,2018,11007732.739875076
country/AZE,2019,5859630.111764708
country/AZE,2020,5949260.247058823
country/BLR,2000,520102.65183917887
country/BLR,2001,1210071.942446043
country/BLR,2002,1229537.946116977
country/BLR,2003,1194381.531774004
country/BLR,2004,1247536.4626670661
country/BLR,2005,1391481.1822714987
country/BLR,2006,3719636.8959194063
country/BLR,2007,3723070.065010059
country/BLR,2008,6904145.881091885
country/BLR,2009,7226868.710636996
country/BLR,2010,14707017.938499453
country/BLR,2011,8791803.751030235
country/BLR,2012,18837221.4366694
country/BLR,2013,17527148.62890732
country/BLR,2014,12676401.767294489
country/BLR,2015,13382215.002250541
country/BLR,2016,11821692.487386487
country/BLR,2017,11877712.205829693
country/BLR,2018,6860984.896508582
country/BLR,2019,5269723.60107405
country/BLR,2020,11751116.485453408
country/BEL,2003,0.0
country/BEL,2004,0.0
country/BEL,2005,0.0
country/BEL,2006,0.0
country/BEL,2007,0.0
country/BEL,2008,0.0
country/BEL,2009,0.0
country/BEL,2010,0.0
country/BEL,2011,0.0
country/BEL,2012,0.0
country/BEL,2013,0.0
country/BEL,2014,0.0
country/BEL,2015,0.0
country/BEL,2016,0.0
country/BEL,2017,0.0
country/BEL,2018,0.0
country/BEL,2019,0.0
country/BEL,2020,0.0
country/BIH,2000,30363131.191651624
country/BIH,2001,6458053.860651264
country/BIH,2002,8875100.827787947
country/BIH,2003,9071854.976192249
country/BIH,2004,3133919.2298970567
country/BIH,2005,2196426.295906107
country/BIH,2006,5028676.758333454
country/BIH,2007,5790441.941763199
country/BIH,2008,7292780.558178746
country/BIH,2009,15125995.921860373
country/BIH,2010,23382294.811966076
country/BIH,2011,44453704.00996182
country/BIH,2012,30861916.153803907
country/BIH,2013,16431715.764489437
country/BIH,2014,7946546.939755693
country/BIH,2015,25649888.718391556
country/BIH,2016,2967078.797482838
country/BIH,2017,6240108.415511523
country/BIH,2018,7612656.965384295
country/BIH,2019,28195063.678550933
country/BIH,2020,27144090.60056863
country/BGR,2020,120838997.86366309
country/HRV,2014,173968.54953069435
country/HRV,2015,53511.77395722667
country/HRV,2016,182192.4465999203
country/HRV,2017,50273.02176036797
country/HRV,2018,177893.85382707292
country/HRV,2019,362398.43437836354
country/HRV,2020,98072.3249147214
country/CYP,2000,4819980.812727489
country/CYP,2001,4664853.403827374
country/CYP,2002,6550289.961167143
country/CYP,2003,8116831.952689739
country/CYP,2004,8749456.184619764
country/CYP,2005,9265833.388765687
country/CYP,2006,11331051.001686482
country/CYP,2007,13611029.627456732
country/CYP,2008,7795003.984374998
country/CYP,2009,9345042.226562494
country/CYP,2010,15172225.37463336
country/CYP,2011,17003054.956060346
country/CYP,2012,15483448.23911016
country/CYP,2013,18691740.706805933
country/CYP,2014,17646390.89398896
country/CYP,2015,15681322.629906243
country/CYP,2016,2909998.473017517
country/CYP,2017,6204768.213358834
country/CYP,2018,6421254.73720078
country/CYP,2019,12334896.302039193
country/CYP,2020,4945202.016678612
country/CZE,2003,0.0
country/CZE,2004,0.0
country/CZE,2005,0.0
country/CZE,2006,0.0
country/CZE,2007,0.0
country/CZE,2008,0.0
country/CZE,2009,0.0
country/CZE,2010,0.0
country/CZE,2011,0.0
country/CZE,2012,0.0
country/CZE,2013,0.0
country/CZE,2014,0.0
country/CZE,2015,0.0
country/CZE,2016,0.0
country/CZE,2017,0.0
country/CZE,2018,0.0
country/CZE,2019,0.0
country/CZE,2020,0.0
country/DNK,2000,0.0
country/DNK,2001,0.0
country/DNK,2002,0.0
country/DNK,2003,0.0
country/DNK,2004,0.0
country/DNK,2005,0.0
country/DNK,2006,0.0
country/DNK,2007,0.0
country/DNK,2008,0.0
country/DNK,2009,0.0
country/DNK,2010,0.0
country/DNK,2011,0.0
country/DNK,2012,0.0
country/DNK,2013,0.0
country/DNK,2014,0.0
country/DNK,2015,0.0
country/DNK,2016,0.0
country/DNK,2017,0.0
country/DNK,2018,0.0
country/DNK,2019,0.0
country/DNK,2020,0.0
country/DNK,2021,0.0
country/EST,2000,3388.60458441858
country/EST,2003,93819.38526860048
country/EST,2004,269936.31338922173
country/EST,2005,222508.5415171123
country/EST,2006,344952.5171711816
country/EST,2007,411060.03388162184
country/EST,2008,383376.6717933261
country/EST,2009,302022.72922742757
country/EST,2010,1431372.6799716693
country/EST,2011,19348178.01556424
country/EST,2012,5267633.554687501
country/EST,2013,929682.627450983
country/EST,2014,3879753.69050979
country/EST,2015,2994301.242112889
country/EST,2016,2895122.8020840543
country/EST,2017,476096.22405529494
country/EST,2018,484710.9690039212
country/EST,2019,439873.9996627444
country/EST,2020,437868.8737385225
country/FIN,2000,540419.5289112325
country/FIN,2001,895552.9781033357
country/FIN,2002,1017748.3751044527
country/FIN,2003,525859.5215310499
country/FIN,2004,281772.32275640627
country/FIN,2005,246198.0252428948
country/FIN,2006,256033.32469397612
country/FIN,2007,253430.21060414592
country/FIN,2008,5883.0218749999985
country/FIN,2009,1074496.8466531127
country/FIN,2010,1591319.1089388365
country/FIN,2011,1550093.9807643997
country/FIN,2012,725814.4952446526
country/FIN,2013,329385.9174092245
country/FIN,2014,565941.334117645
country/FIN,2015,267078.30382896867
country/FIN,2016,328606.9248366312
country/FIN,2017,658197.0113799776
country/FIN,2018,992817.8868492935
country/FIN,2019,1567264.3137254878
country/FIN,2020,1599074.5525291872
country/GEO,2000,16192966.180315398
country/GEO,2001,16401218.835674234
country/GEO,2002,21405718.05936671
country/GEO,2003,19108428.681285392
country/GEO,2004,20869746.69344951
country/GEO,2005,22618505.799440052
country/GEO,2006,34822983.168891534
country/GEO,2007,52080475.30916536
country/GEO,2008,112021017.91553679
country/GEO,2009,57468267.899453826
country/GEO,2010,40396295.136080265
country/GEO,2011,40913244.57108111
country/GEO,2012,45419907.04059035
country/GEO,2013,40881353.89424955
country/GEO,2014,34547857.2777043
country/GEO,2015,28202011.59660837
country/GEO,2016,27337354.360984057
country/GEO,2017,27295820.950040642
country/GEO,2018,6701755.020580862
country/GEO,2019,6145886.7446494065
country/GEO,2020,67998964.24056903
country/GRC,2003,0.0
country/GRC,2004,0.0
country/GRC,2005,0.0
country/GRC,2006,0.0
country/GRC,2007,0.0
country/GRC,2008,0.0
country/GRC,2009,2975186.895965577
country/GRC,2010,5541495.666666676
country/GRC,2011,48440042.80155651
country/GRC,2012,31451626.687500007
country/GRC,2013,165613397.63051027
country/GRC,2014,242532697.38525409
country/GRC,2015,259236577.38164052
country/GRC,2016,41703515.64391062
country/GRC,2017,29063386.70474122
country/GRC,2018,22949418.131749004
country/GRC,2019,22183081.48596075
country/GRC,2020,27172388.55346311
country/HUN,2015,0.0
country/HUN,2016,0.0
country/HUN,2017,0.0
country/HUN,2018,0.0
country/HUN,2019,0.0
country/HUN,2020,0.0
country/ISL,2000,0.0
country/ISL,2001,0.0
country/ISL,2002,0.0
country/ISL,2003,0.0
country/ISL,2004,0.0
country/ISL,2005,0.0
country/ISL,2006,0.0
country/ISL,2007,0.0
country/ISL,2008,0.0
country/ISL,2009,0.0
country/ISL,2010,0.0
country/ISL,2011,0.0
country/ISL,2012,0.0
country/ISL,2013,0.0
country/ISL,2014,0.0
country/ISL,2015,0.0
country/ISL,2016,0.0
country/ISL,2017,0.0
country/ISL,2018,0.0
country/ISL,2019,0.0
country/ISL,2020,0.0
country/ISL,2021,0.0
country/ISR,2000,209684597.77632457
country/ISR,2001,189563325.5263752
country/ISR,2002,192311661.9968023
country/ISR,2003,181210987.82058802
country/ISR,2004,215077774.3484099
country/ISR,2005,207287028.99035138
country/ISR,2006,153058648.1689631
country/ISR,2007,159928611.02062404
country/ISR,2008,209586275.9227781
country/ISR,2009,191234955.46682236
country/ISR,2010,212090211.88962215
country/ISR,2011,245659092.9992317
country/ISR,2012,258303991.91184324
country/ISR,2013,287474237.8678535
country/ISR,2014,295143134.6380933
country/ISR,2015,299215299.5154584
country/ISR,2016,305944435.2829875
country/ISR,2017,353932584.99995685
country/ISR,2018,377378655.9389606
country/ISR,2019,570061554.4251549
country/ISR,2020,393620060.57987463
country/KAZ,2003,0.0
country/KAZ,2004,0.0
country/KAZ,2005,0.0
country/KAZ,2006,0.0
country/KAZ,2007,0.0
country/KAZ,2008,0.0
country/KAZ,2009,0.0
country/KAZ,2010,43331039.611821786
country/KAZ,2011,6870087.954758605
country/KAZ,2012,9614932.792354764
country/KAZ,2013,11509649.525896281
country/KAZ,2014,7856865.920104157
country/KAZ,2015,4646897.929147537
country/KAZ,2016,8617361.979775544
country/KAZ,2017,9289216.30878876
country/KAZ,2018,7826078.757974803
country/KGZ,2000,0.0
country/KGZ,2001,0.0
country/KGZ,2002,0.0
country/KGZ,2003,11192977.190788887
country/KGZ,2004,21580714.246776015
country/KGZ,2005,11803503.10832818
country/KGZ,2006,23905439.695881166
country/KGZ,2007,33163045.94558797
country/KGZ,2008,23286704.172454856
country/KGZ,2009,35447428.605302595
country/KGZ,2010,25894997.170974318
country/KGZ,2011,19809162.812577296
country/KGZ,2012,40209718.81424096
country/KGZ,2013,32301150.749385618
country/KGZ,2014,34687031.298696786
country/KGZ,2015,35825387.376977004
country/KGZ,2016,16752852.035908313
country/KGZ,2017,26883687.821064703
country/KGZ,2018,20492786.68786684
country/KGZ,2019,9261871.726671914
country/KGZ,2020,37528942.63595616
country/LVA,2004,5738261.245140992
country/LVA,2005,4439394.386565532
country/LVA,2007,1284567.3505798385
country/LVA,2008,2811882.5609206534
country/LVA,2009,10974186.529522302
country/LVA,2010,137612.51708374568
country/LVA,2017,2979938.528802358
country/LVA,2018,3507789.1804705863
country/LVA,2019,6035861.758713717
country/LVA,2020,4201379.924412463
country/LTU,2000,85226.13
country/LTU,2001,151858.805
country/LTU,2002,326977.1754280601
country/LTU,2003,493895.58730642684
country/LTU,2004,228745.49241618207
country/LTU,2005,355087.5965429295
country/LTU,2006,333661.8881087121
country/LTU,2007,594359.5280785346
country/LTU,2008,848509.2752670152
country/LTU,2009,845399.2834234657
country/LTU,2010,1227778.488297738
country/LTU,2011,1410664.6245616863
country/LTU,2012,1079555.1488266028
country/LTU,2013,1191845.4701862433
country/LTU,2014,1153716.7304949749
country/LTU,2015,7877541.523437496
country/LTU,2016,6641418.677042818
country/LTU,2017,4666511.811563348
country/LTU,2018,10982876.941176463
country/LTU,2019,13803120.705882331
country/LTU,2020,24127243.470375165
country/LUX,2011,125554.3638132298
country/LUX,2012,48307269.89173413
country/LUX,2013,49935753.0932314
country/LUX,2014,50289588.159788266
country/LUX,2015,42257526.561255895
country/LUX,2016,41645965.78078649
country/LUX,2017,46575512.663273536
country/LUX,2018,52943425.49235475
country/LUX,2019,50852443.0607058
country/LUX,2020,52611563.04336201
country/LUX,2021,56862440.30395351
country/MLT,2018,212571.81176470572
country/MLT,2019,123142.1960784312
country/MLT,2020,0.0
country/NLD,2000,42486177.25490205
country/NLD,2001,45677105.90551186
country/NLD,2002,56734423.52941187
country/NLD,2003,65607302.745097905
country/NLD,2004,77121943.62934384
country/NLD,2005,79621777.43190658
country/NLD,2006,32645569.41176466
country/NLD,2007,10963824.313725526
country/NLD,2008,10295288.281249998
country/NLD,2009,13947824.21874999
country/NLD,2010,13257166.666666692
country/NLD,2011,19487373.54085607
country/NLD,2012,14132675.390625004
country/NLD,2013,19921770.588235352
country/NLD,2014,14613508.62745093
country/NLD,2015,17752206.249999993
country/NLD,2016,19924256.031128455
country/NLD,2017,13556174.117647082
country/NLD,2018,23619090.196078416
country/NLD,2019,23508964.705882315
country/NLD,2020,23986118.28793781
country/NOR,2000,0.0
country/NOR,2001,0.0
country/NOR,2002,0.0
country/NOR,2003,0.0
country/NOR,2004,0.0
country/NOR,2005,0.0
country/NOR,2006,0.0
country/NOR,2007,0.0
country/NOR,2008,19858156.028368797
country/NOR,2009,18128809.965544667
country/NOR,2010,19522956.018199354
country/NOR,2011,0.0
country/NOR,2012,0.0
country/NOR,2013,0.0
country/NOR,2014,0.0
country/NOR,2015,0.0
country/NOR,2016,0.0
country/NOR,2017,0.0
country/NOR,2018,0.0
country/NOR,2019,0.0
country/NOR,2020,0.0
country/NOR,2021,0.0
country/POL,2003,2314174.9644838427
country/POL,2004,738180.5671687352
country/POL,2005,912383.0030546708
country/POL,2013,46546612.73907513
country/POL,2014,13149612.3314269
country/POL,2015,11672635.628067384
country/POL,2016,6087070.470522098
country/POL,2017,10498044.469924157
country/POL,2018,21675011.42116166
country/POL,2019,21243040.859514896
country/POL,2020,23673106.551929697
country/PRT,2000,4156256.470588244
country/PRT,2001,4388584.685039375
country/PRT,2002,5389770.235294127
country/PRT,2003,6560730.27450979
country/PRT,2004,7836584.594594615
country/PRT,2005,7962177.743190657
country/PRT,2006,8663631.88235293
country/PRT,2007,10141537.49019611
country/PRT,2008,12060194.843749996
country/PRT,2009,12692520.03906249
country/PRT,2010,11666306.666666688
country/PRT,2011,12527597.276264615
country/PRT,2012,11691576.914062502
country/PRT,2013,12085874.156862779
country/PRT,2014,13019307.686274463
country/PRT,2015,11317031.484374994
country/PRT,2016,17378378.87159537
country/PRT,2017,19430516.235294152
country/PRT,2018,15942885.88235293
country/PRT,2019,16904065.098039187
country/PRT,2020,18160918.13229577
country/MDA,2000,3017911.0510915364
country/MDA,2001,1940938.9501475836
country/MDA,2002,5002410.969826272
country/MDA,2003,6015863.379758181
country/MDA,2004,5300441.02121837
country/MDA,2005,12500772.939670824
country/MDA,2006,14955456.235502763
country/MDA,2007,17829239.646413572
country/MDA,2008,21691195.469393745
country/MDA,2009,80381109.54908666
country/MDA,2010,84564470.20312172
country/MDA,2011,56139513.99746483
country/MDA,2012,63906538.238589846
country/MDA,2013,81832044.81447719
country/MDA,2014,93618882.46742368
country/MDA,2015,48250455.62882885
country/MDA,2016,22472639.78653389
country/MDA,2017,31868905.788325887
country/MDA,2018,20507971.62715805
country/MDA,2019,26005110.51472008
country/MDA,2020,24978030.02828616
country/ROU,2000,0.0
country/ROU,2001,0.0
country/ROU,2002,0.0
country/ROU,2003,120481.67065908632
country/ROU,2004,19671185.813500326
country/ROU,2005,22754938.974376872
country/ROU,2006,10929221.129827531
country/ROU,2007,13821388.290782323
country/ROU,2008,4724362.558434217
country/ROU,2009,2984671.1452534576
country/ROU,2010,7709493.690802102
country/ROU,2011,1312074.088450196
country/ROU,2012,0.0
country/ROU,2013,21334668.836859874
country/ROU,2014,4332877.051811268
country/ROU,2020,24033977.446546964
country/RUS,2000,28440231.076877467
country/RUS,2001,34283529.93509271
country/RUS,2002,38279363.86077162
country/RUS,2003,35839929.10210388
country/RUS,2004,38176228.99259001
country/RUS,2005,38890638.640265375
country/RUS,2006,40454624.16275023
country/RUS,2007,43000924.48843746
country/RUS,2008,44260472.88291596
country/RUS,2019,0.0
country/RUS,2020,0.0
country/SRB,2003,20669329.283520505
country/SRB,2004,23265366.91983039
country/SRB,2005,17796873.70653944
country/SRB,2006,19371564.95665819
country/SRB,2007,23505706.952546544
country/SRB,2008,9915968.784435462
country/SRB,2009,12897217.588410715
country/SRB,2010,35732855.317114495
country/SRB,2011,36484146.1565446
country/SRB,2012,30305045.74912292
country/SRB,2013,30491752.806642395
country/SRB,2014,24344770.163971122
country/SRB,2015,14208505.912867146
country/SRB,2016,14959724.767238045
country/SRB,2017,6976096.570258498
country/SRB,2018,29572420.312437993
country/SRB,2019,73274022.59395093
country/SRB,2020,35556197.19223436
country/SVN,2020,11322601.449976685
country/CHE,2000,0.0
country/CHE,2001,0.0
country/CHE,2002,0.0
country/CHE,2003,0.0
country/CHE,2004,0.0
country/CHE,2005,0.0
country/CHE,2006,0.0
country/CHE,2007,0.0
country/CHE,2008,0.0
country/CHE,2009,0.0
country/CHE,2010,0.0
country/CHE,2011,0.0
country/CHE,2012,0.0
country/CHE,2013,0.0
country/CHE,2014,0.0
country/CHE,2015,0.0
country/CHE,2016,0.0
country/CHE,2017,0.0
country/CHE,2018,0.0
country/CHE,2019,0.0
country/CHE,2020,0.0
country/TJK,2000,32356.21914509332
country/TJK,2001,2116400.44543899
country/TJK,2002,1886143.2251218006
country/TJK,2003,6891543.793077159
country/TJK,2004,8549240.837006023
country/TJK,2005,16054087.594254345
country/TJK,2006,15694994.342220636
country/TJK,2007,19849674.500481743
