dcid,year,healthExpenditureGovernmentCurrentUSD
country/SLE,2002,35160444186.254074
country/SLE,2003,30495268271.618
country/SLE,2004,30381571058.521244
country/SLE,2005,28409261766.944244
country/SLE,2006,20440535989.813976
country/SLE,2007,23180589778.67433
country/SLE,2008,15857276856.631609
country/SLE,2009,22897817662.174175
country/SLE,2010,32799700851.593624
country/SLE,2011,26159367759.393456
country/SLE,2012,36193438985.890205
country/SLE,2013,39668586585.71602
country/SLE,2014,67075812723.43825
country/SLE,2015,69697455120.17473
country/SLE,2016,71316857402.2828
country/SLE,2017,31650418840.36522
country/SLE,2018,31401425876.617348
country/SLE,2019,50504467396.18202
country/SLE,2020,55270065899.890396
country/ZAF,2000,4074260979.5103025
country/ZAF,2001,3254256162.970211
country/ZAF,2002,2976372619.713205
country/ZAF,2003,5498339044.376773
country/ZAF,2004,6987521228.293761
country/ZAF,2005,7929487132.789445
country/ZAF,2006,9814991452.998133
country/ZAF,2007,10991988393.5921
country/ZAF,2008,10700843057.471313
country/ZAF,2009,12546326459.315983
country/ZAF,2010,16695930614.925867
country/ZAF,2011,18880146286.028164
country/ZAF,2012,17985565459.886692
country/ZAF,2013,16608779519.680435
country/ZAF,2014,16659299177.09558
country/ZAF,2015,15925628319.436134
country/ZAF,2016,14796663042.655773
country/ZAF,2017,17400954809.055504
country/ZAF,2018,18683469433.098526
country/ZAF,2019,18687889699.768795
country/ZAF,2020,17880850448.596
country/SSD,2017,24299452.53965111
country/SSD,2018,31991755.5204848
country/SSD,2019,40779680.68966599
country/SSD,2020,27936520.03933114
country/TGO,2000,5855470.793601535
country/TGO,2001,6499483.190696849
country/TGO,2002,7854603.112772681
country/TGO,2003,10755521.350779435
country/TGO,2004,13538544.63662595
country/TGO,2005,15499440.68557259
country/TGO,2006,17905788.89040322
country/TGO,2007,22371395.107130952
country/TGO,2008,27481465.3926598
country/TGO,2009,32230176.795491096
country/TGO,2010,53325193.95326235
country/TGO,2011,55967388.52204179
country/TGO,2012,63158633.59923686
country/TGO,2013,57850217.038327046
country/TGO,2014,63823654.38698002
country/TGO,2015,53202868.348056935
country/TGO,2016,59215406.82200272
country/TGO,2017,67041674.66344046
country/TGO,2018,72520867.28964306
country/TGO,2019,62336721.134061344
country/TGO,2020,94220236.00830752
country/UGA,2000,98448342.1950144
country/UGA,2001,105829775.00693116
country/UGA,2002,123597620.31151833
country/UGA,2003,128595021.45549195
country/UGA,2004,147053713.35469925
country/UGA,2005,128703530.08324108
country/UGA,2006,138242205.94465682
country/UGA,2007,181176428.65643474
country/UGA,2008,211482097.9122173
country/UGA,2009,199558946.30413938
country/UGA,2010,270994896.3464637
country/UGA,2011,249881196.27529782
country/UGA,2012,286136968.3928834
country/UGA,2013,315008885.09949255
country/UGA,2014,330427309.7492511
country/UGA,2015,228053740.51630387
country/UGA,2016,237737995.38068712
country/UGA,2017,201747558.38757673
country/UGA,2018,229755788.18479982
country/UGA,2019,216881286.78651485
country/UGA,2020,255538988.77402845
country/TZA,2000,92259284.54799673
country/TZA,2001,137329261.74568644
country/TZA,2002,174804563.93369856
country/TZA,2003,211188353.26298267
country/TZA,2004,306329766.9368378
country/TZA,2005,396913603.648687
country/TZA,2006,449303468.4598003
country/TZA,2007,423369598.0156355
country/TZA,2008,627286889.7874099
country/TZA,2009,430390799.89201516
country/TZA,2010,461988714.7335423
country/TZA,2011,442222531.8055358
country/TZA,2012,466184386.6793785
country/TZA,2013,541392174.8544408
country/TZA,2014,599305048.1387155
country/TZA,2015,595672715.5048094
country/TZA,2016,801429794.6823313
country/TZA,2017,840666393.4525177
country/TZA,2018,890996819.1094489
country/TZA,2019,959147804.4621408
country/TZA,2020,1039223066.5740578
country/ZMB,2000,114556946.99482685
country/ZMB,2001,127158748.4211153
country/ZMB,2002,124059841.83585897
country/ZMB,2003,119630760.59184502
country/ZMB,2004,150241205.71084633
country/ZMB,2005,152519596.86450168
country/ZMB,2006,220175844.51642737
country/ZMB,2007,137518220.81382746
country/ZMB,2008,103870439.59679574
country/ZMB,2009,67185596.31912786
country/ZMB,2010,170493625.11516413
country/ZMB,2011,282369092.0569076
country/ZMB,2012,330982987.1529869
country/ZMB,2013,367321479.1113968
country/ZMB,2014,514072322.2748812
country/ZMB,2015,444138545.66518617
country/ZMB,2016,359406646.6165414
country/ZMB,2017,462943737.4152878
country/ZMB,2018,522788654.2537067
country/ZMB,2019,497990391.3979829
country/ZMB,2020,442225592.34739256
country/ZWE,2020,3417751.27413585
country/ATG,2000,22538809.362962957
country/ATG,2001,25715303.466666665
country/ATG,2002,25167644.655555557
country/ATG,2003,28632493.781481482
country/ATG,2004,27307232.881481487
country/ATG,2005,28398388.32962962
country/ATG,2006,28389496.799999997
country/ATG,2007,29957097.9962963
country/ATG,2008,29211540.64814814
country/ATG,2009,28162968.018518526
country/ATG,2010,36027679.22962962
country/ATG,2011,35264863.76666666
country/ATG,2012,37014458.744444445
country/ATG,2013,36503119.51481481
country/ATG,2014,43415590.05555556
country/ATG,2015,42192987.214814804
country/ATG,2016,41096963.94074076
country/ATG,2017,40195956.44074075
country/ATG,2018,46777779.281481475
country/ATG,2019,43149238.29259259
country/ATG,2020,46337196.3037037
country/ARG,2000,14302975027.513758
country/ARG,2001,13802541090.545273
country/ARG,2002,4601813450.173394
country/ARG,2003,5465735588.054885
country/ARG,2004,6213717719.551852
country/ARG,2005,7851145887.557332
country/ARG,2006,9420154609.052345
country/ARG,2007,12328836675.052723
country/ARG,2008,16485247189.890423
country/ARG,2009,19070996140.987278
country/ARG,2010,23748282381.922047
country/ARG,2011,30119201947.368793
country/ARG,2012,35669943127.084015
country/ARG,2013,38150843445.709915
country/ARG,2014,35879005130.05502
country/ARG,2015,44010602772.81218
country/ARG,2016,31172673132.100094
country/ARG,2017,42475335435.55512
country/ARG,2018,31292473849.16086
country/ARG,2019,27438180076.61745
country/ARG,2020,25777406576.717266
country/BHS,2000,121617800.14000002
country/BHS,2001,130274966.32000001
country/BHS,2002,134052733.19
country/BHS,2003,144444903.87
country/BHS,2004,145937442.08
country/BHS,2005,156161798.67000002
country/BHS,2006,168495121.54999998
country/BHS,2007,191150865.76
country/BHS,2008,219417502.43
country/BHS,2009,234301186.21000004
country/BHS,2010,239202685.57999998
country/BHS,2011,239160474.43999997
country/BHS,2012,248025887.60999998
country/BHS,2013,269630468.62
country/BHS,2014,278288763.59000003
country/BHS,2015,271501717.71
country/BHS,2016,326223012.3000001
country/BHS,2017,456912410.9599999
country/BHS,2018,385681648.6999999
country/BHS,2019,405477929.71000004
country/BHS,2020,455599728.53
country/BRB,2000,84587872.04500002
country/BRB,2001,89935382.72499998
country/BRB,2002,97441293.30499998
country/BRB,2003,120640363.84
country/BRB,2004,149621473.05
country/BRB,2005,147879858.24000004
country/BRB,2006,156221346.50000003
country/BRB,2007,154144448.5
country/BRB,2008,171448404.39000005
country/BRB,2009,174282525.50000003
country/BRB,2010,164020257.3
country/BRB,2011,155833358.49999997
country/BRB,2012,198410000.0
country/BRB,2013,178029835.49999997
country/BRB,2014,154301984.95
country/BRB,2015,150895523.05499998
country/BRB,2016,152182811.515
country/BRB,2017,149507095.935
country/BRB,2018,149463295.00500003
country/BRB,2019,147129001.57499996
country/BRB,2020,175353031.07499996
country/BLZ,2000,15408368.565000003
country/BLZ,2001,20685955.91
country/BLZ,2002,22769059.555000007
country/BLZ,2003,22941220.750000004
country/BLZ,2004,23961062.865000002
country/BLZ,2005,26288004.83
country/BLZ,2006,31403678.35
country/BLZ,2007,40541925.6
country/BLZ,2008,50658549.22500001
country/BLZ,2009,48869893.085
country/BLZ,2010,52012812.589999996
country/BLZ,2011,54593732.75
country/BLZ,2012,54720909.25
country/BLZ,2013,59463670.0
country/BLZ,2014,64902558.5
country/BLZ,2015,69548311.0
country/BLZ,2016,75049784.00000001
country/BLZ,2017,72888506.25
country/BLZ,2018,75151616.33
country/BLZ,2019,79527141.5
country/BLZ,2020,78877753.5
country/BOL,2000,204235310.03241116
country/BOL,2001,212819524.74956784
country/BOL,2002,205711063.2273361
country/BOL,2003,222657572.45261666
country/BOL,2004,222444578.80489555
country/BOL,2005,262954452.60683265
country/BOL,2006,299015546.0079842
country/BOL,2007,364153529.7803398
country/BOL,2008,450521178.3139235
country/BOL,2009,547651357.2849003
country/BOL,2010,600751562.4142514
country/BOL,2011,723835621.4394989
country/BOL,2012,811547980.4674385
country/BOL,2013,1000238355.9450071
country/BOL,2014,1218355537.0361793
country/BOL,2015,1421135566.53835
country/BOL,2016,1503402986.1056437
country/BOL,2017,1668229294.4529665
country/BOL,2018,1933002914.0767007
country/BOL,2019,2002489989.998553
country/BOL,2020,2069120324.0101304
country/BRA,2000,22745023070.22894
country/BRA,2001,19672150326.409695
country/BRA,2002,18792853835.101772
country/BRA,2003,19591466575.89811
country/BRA,2004,23203746858.267223
country/BRA,2005,29827394484.083244
country/BRA,2006,39224454233.68898
country/BRA,2007,48684221305.53706
country/BRA,2008,59429871092.84703
country/BRA,2009,61802548851.57324
country/BRA,2010,79010434045.51123
country/BRA,2011,90667600985.92136
country/BRA,2012,82699362370.35931
country/BRA,2013,87813267329.07689
country/BRA,2014,90845699729.13011
country/BRA,2015,69454520896.50833
country/BRA,2016,70901817207.5803
country/BRA,2017,81573764830.71152
country/BRA,2018,74554118496.05853
country/BRA,2019,73377051411.8371
country/BRA,2020,66853558974.897835
country/CAN,2000,44743891194.65296
country/CAN,2001,46399531236.44721
country/CAN,2002,48767950002.63098
country/CAN,2003,59024713139.71135
country/CAN,2004,67993249788.95133
country/CAN,2005,77439352667.62141
country/CAN,2006,85580907742.6819
country/CAN,2007,96552036978.03786
country/CAN,2008,104067023623.09471
country/CAN,2009,103556269515.4288
country/CAN,2010,121020910944.35674
country/CAN,2011,131093383188.99858
country/CAN,2012,135473387510.32388
country/CAN,2013,136053023460.90083
country/CAN,2014,130760484125.90048
country/CAN,2015,118156132284.6307
country/CAN,2016,117473703733.71036
country/CAN,2017,124919982418.70584
country/CAN,2018,130727572853.95216
country/CAN,2019,133108651689.65347
country/CAN,2020,159616763113.9374
country/CAN,2021,173091767150.99265
country/CHL,2000,1960356754.0018997
country/CHL,2001,1845774524.0351434
country/CHL,2002,1902289518.6301587
country/CHL,2003,2121669965.5408068
country/CHL,2004,2702134746.0813317
country/CHL,2005,3187450861.295091
country/CHL,2006,3862697656.876149
country/CHL,2007,4530496158.428725
country/CHL,2008,5270247561.348051
country/CHL,2009,5823858382.536731
country/CHL,2010,6974145246.0317545
country/CHL,2011,8055416996.180227
country/CHL,2012,8990057315.846258
country/CHL,2013,9875380059.67852
country/CHL,2014,9710081917.329163
country/CHL,2015,9724275490.104303
country/CHL,2016,10593022616.484253
country/CHL,2017,12661864127.308805
country/CHL,2018,13850508806.215727
country/CHL,2019,13276286005.089447
country/CHL,2020,13912682418.65242
country/CHL,2021,16388192864.482946
country/COL,2000,3924917859.7229686
country/COL,2001,4126889712.665103
country/COL,2002,4060994458.3844104
country/COL,2003,4109161942.64022
country/COL,2004,4875728212.279095
country/COL,2005,6344415299.870098
country/COL,2006,7389019626.753241
country/COL,2007,9457815575.97591
country/COL,2008,11508341740.287483
country/COL,2009,12246388759.553427
country/COL,2010,14632217248.976368
country/COL,2011,16694160540.713928
country/COL,2012,17470203262.29532
country/COL,2013,18730479469.382923
country/COL,2014,19286695781.35805
country/COL,2015,15639892167.432434
country/COL,2016,14974648325.037975
country/COL,2017,17012281374.924469
country/COL,2018,18250226519.914455
country/COL,2019,18648876561.77024
country/COL,2020,17669564643.768677
country/CRI,2000,639915874.7794727
country/CRI,2001,678059164.2532815
country/CRI,2002,761435438.5533937
country/CRI,2003,798949847.4942422
country/CRI,2004,814571433.9926931
country/CRI,2005,854351215.7204928
country/CRI,2006,1041375068.1427659
country/CRI,2007,1245402003.2329972
country/CRI,2008,1560150416.5771537
country/CRI,2009,1714452416.9229717
country/CRI,2010,2186627676.0101657
country/CRI,2011,2437925032.1055064
country/CRI,2012,2599384275.896009
country/CRI,2013,2779027197.3052034
country/CRI,2014,2831210930.7113495
country/CRI,2015,3115495917.8656616
country/CRI,2016,3157312115.624851
country/CRI,2017,3134063529.370097
country/CRI,2018,3292373101.752432
country/CRI,2019,3374195612.297238
country/CRI,2020,3506121442.431755
country/DMA,2000,11200793.248148147
country/DMA,2001,8750937.71111111
country/DMA,2002,8121365.785185183
country/DMA,2003,9275912.003703702
country/DMA,2004,9443443.262962962
country/DMA,2005,10173473.522222223
country/DMA,2006,10520548.762962962
country/DMA,2007,10623472.018518517
country/DMA,2008,11980218.455555556
country/DMA,2009,13075878.462962963
country/DMA,2010,14611140.614814812
country/DMA,2011,15790347.407407407
country/DMA,2012,16912950.162962962
country/DMA,2013,16346307.862962963
country/DMA,2014,16709947.862962963
country/DMA,2015,17588607.777777772
country/DMA,2016,19193647.625925925
country/DMA,2017,19657674.07407407
country/DMA,2018,22784494.666666668
country/DMA,2019,20374625.185185183
country/DMA,2020,19131532.47037037
country/DOM,2000,415753644.3102667
country/DOM,2001,436104294.5257918
country/DOM,2002,455788102.4941515
country/DOM,2003,248256727.7935655
country/DOM,2004,256187986.20062777
country/DOM,2005,498413345.78836787
country/DOM,2006,530969027.23199344
country/DOM,2007,740726538.1136249
country/DOM,2008,1020599982.8658278
country/DOM,2009,1124558799.9822378
country/DOM,2010,1355329824.6655335
country/DOM,2011,1581433980.5582674
country/DOM,2012,1677063554.6782897
country/DOM,2013,1741417179.4364367
country/DOM,2014,1653223647.5176177
country/DOM,2015,1685165324.4021761
country/DOM,2016,2017275935.5167563
country/DOM,2017,2145709999.9894447
country/DOM,2018,2160631472.9751945
country/DOM,2019,2305542519.8589277
country/DOM,2020,2557190172.8632298
country/ECU,2000,176050000.0
country/ECU,2001,307100000.0
country/ECU,2002,403350000.0
country/ECU,2003,541000000.0
country/ECU,2004,634000000.0
country/ECU,2005,698463919.0
country/ECU,2006,850657406.03
country/ECU,2007,1043407999.9999999
country/ECU,2008,1296486000.0
country/ECU,2009,1488645000.0
country/ECU,2010,1971727999.9999998
country/ECU,2011,2430212000.0000005
country/ECU,2012,3022654999.9999995
country/ECU,2013,3638995000.0
country/ECU,2014,4185716999.9999995
country/ECU,2015,4281903000.0000005
country/ECU,2016,4413334000.000001
country/ECU,2017,4740003000.0
country/ECU,2018,5302700000.0
country/ECU,2019,5220977214.58
country/ECU,2020,4934856000.0
country/SLV,2000,53078245.94403196
country/SLV,2001,470858835.35
country/SLV,2002,506973057.7600001
country/SLV,2003,515084662.25999993
country/SLV,2004,551265892.98
country/SLV,2005,624407485.8100001
country/SLV,2006,723291342.73
country/SLV,2007,698328321.7599999
country/SLV,2008,735487097.3899999
country/SLV,2009,722575291.33
country/SLV,2010,806607288.17
country/SLV,2011,973413678.97
country/SLV,2012,952636482.22
country/SLV,2013,1047487103.1299999
country/SLV,2014,1059090120.37
country/SLV,2015,1127106349.25
country/SLV,2016,1172625919.26
country/SLV,2017,1144767316.1200001
country/SLV,2018,1183023278.76
country/SLV,2019,1267404649.32
country/SLV,2020,1437410450.5300002
country/GRD,2000,9674070.792592594
country/GRD,2001,11185018.666666666
country/GRD,2002,14652896.577777779
country/GRD,2003,12775873.207407407
country/GRD,2004,15549225.207407407
country/GRD,2005,16838622.662962962
country/GRD,2006,14278606.666666666
country/GRD,2007,15236382.662962962
country/GRD,2008,16212208.525925918
country/GRD,2009,16733837.237037035
country/GRD,2010,15859502.18148148
country/GRD,2011,18809884.996296294
country/GRD,2012,19095565.677777775
country/GRD,2013,19196140.37037037
country/GRD,2014,19078624.444444444
country/GRD,2015,19292039.62962963
country/GRD,2016,18742707.655555554
country/GRD,2017,21250079.259259254
country/GRD,2018,21761177.037037037
country/GRD,2019,24768265.014814813
country/GRD,2020,23872077.037037026
country/GTM,2000,346664966.6884968
country/GTM,2001,390804514.79701984
country/GTM,2002,426266732.49169445
country/GTM,2003,471186881.690617
country/GTM,2004,505677346.21769893
country/GTM,2005,530249090.4970156
country/GTM,2006,647002036.7690704
country/GTM,2007,693258351.647079
country/GTM,2008,826914868.644893
country/GTM,2009,858277580.4530311
country/GTM,2010,855568505.1591504
country/GTM,2011,945727746.5252888
country/GTM,2012,1011181242.4757793
country/GTM,2013,1173793182.282067
country/GTM,2014,1294708802.5930417
country/GTM,2015,1416724227.9532552
country/GTM,2016,1511053566.9662626
country/GTM,2017,1575883692.7158656
country/GTM,2018,1612434783.6345963
country/GTM,2019,1830937474.3035922
country/GTM,2020,1921415548.6392155
country/GUY,2000,26766697.56728608
country/GUY,2001,24546672.26350517
country/GUY,2002,26990150.69713897
country/GUY,2003,27528422.0539686
country/GUY,2004,28820421.852627866
country/GUY,2005,30480811.879274547
country/GUY,2006,31362890.157768153
country/GUY,2007,37442509.53133231
country/GUY,2008,42213159.15198893
country/GUY,2009,48824616.02951704
country/GUY,2010,52569770.793909155
country/GUY,2011,67469052.23110764
country/GUY,2012,73016874.37595737
country/GUY,2013,78693013.53572994
country/GUY,2014,89780868.83405507
country/GUY,2015,100866325.07268769
country/GUY,2016,113498127.02179177
country/GUY,2017,132559241.59467314
country/GUY,2018,141306683.8295753
country/GUY,2019,151643961.64565948
country/GUY,2020,219886429.94067144
country/HTI,2000,55002377.0452827
country/HTI,2001,44913469.71389981
country/HTI,2002,27421584.06544853
country/HTI,2003,23827379.312751308
country/HTI,2004,36628865.394707486
country/HTI,2005,40396461.70480772
country/HTI,2006,22331561.07767709
country/HTI,2007,76569405.15778688
country/HTI,2008,85399112.29068688
country/HTI,2009,89579960.41056596
country/HTI,2010,97624181.6417655
country/HTI,2011,54539248.93376069
country/HTI,2012,62168972.61406209
country/HTI,2013,70311153.40158847
country/HTI,2014,69975206.1451633
country/HTI,2015,79672228.92627823
country/HTI,2016,70636530.27852397
country/HTI,2017,70870310.04356468
country/HTI,2018,83309086.73263733
country/HTI,2019,57071719.90476146
country/HTI,2020,62840764.530247346
country/HND,2000,217241524.5314803
country/HND,2001,190607569.70502672
country/HND,2002,199609926.14757243
country/HND,2003,215069977.94264853
country/HND,2004,217411300.8296391
country/HND,2005,284882257.07459766
country/HND,2006,357445119.4637095
country/HND,2007,412117427.2695038
country/HND,2008,460701225.3295319
country/HND,2009,578729694.5557314
country/HND,2010,585431391.6978477
country/HND,2011,689586208.6282402
country/HND,2012,626830253.2165227
country/HND,2013,646331332.384423
country/HND,2014,630838145.4983395
country/HND,2015,618476657.3832288
country/HND,2016,671749261.1502047
country/HND,2017,660310824.1200628
country/HND,2018,685671890.9323384
country/HND,2019,720773185.8648584
country/HND,2020,819004593.1939111
country/HND,2021,979162133.1733729
country/JAM,2000,287025685.28603697
country/JAM,2001,220716560.96442643
country/JAM,2002,268365751.45404053
country/JAM,2003,193006179.7026409
country/JAM,2004,251659732.79823261
country/JAM,2005,251146200.79463068
country/JAM,2006,238663695.80670297
country/JAM,2007,341014854.41879463
country/JAM,2008,404612962.4942851
country/JAM,2009,357282410.560003
country/JAM,2010,402737419.92048365
country/JAM,2011,447289288.00465167
country/JAM,2012,412002497.4969432
country/JAM,2013,423960741.4201161
country/JAM,2014,425484864.213211
country/JAM,2015,504962202.08055854
country/JAM,2016,510371944.7902858
country/JAM,2017,602021446.597887
country/JAM,2018,611739549.3758782
country/JAM,2019,629845351.2465948
country/JAM,2020,624686561.9057972
country/MEX,2000,14241580349.12446
country/MEX,2001,15960937479.093834
country/MEX,2002,16716616575.25794
country/MEX,2003,17603982363.086243
country/MEX,2004,20240114520.909386
country/MEX,2005,21629597267.284813
country/MEX,2006,23623601680.239147
country/MEX,2007,26599123549.33676
country/MEX,2008,29043432241.461582
country/MEX,2009,25747434505.18834
country/MEX,2010,30475168113.882298
country/MEX,2011,34401283054.938995
country/MEX,2012,36119526622.97559
country/MEX,2013,39794916608.855606
country/MEX,2014,38044179758.171
country/MEX,2015,35007781554.87028
country/MEX,2016,30713302441.743027
country/MEX,2017,31962948613.93754
country/MEX,2018,32659257767.109844
country/MEX,2019,33991897529.36887
country/MEX,2020,35881812237.72663
country/NIC,2000,131172381.91346677
country/NIC,2001,131607150.55143419
country/NIC,2002,128598012.43045804
country/NIC,2003,136094136.49334794
country/NIC,2004,131718446.14041713
country/NIC,2005,158545334.8660528
country/NIC,2006,193602644.95551422
country/NIC,2007,234063806.04843146
country/NIC,2008,271098710.68366647
country/NIC,2009,316456109.4641494
country/NIC,2010,311339085.1409244
country/NIC,2011,345077156.58161676
country/NIC,2012,394867187.7731632
country/NIC,2013,424919836.99961764
country/NIC,2014,494001528.8898278
country/NIC,2015,569695735.4642643
country/NIC,2016,617966322.1388483
country/NIC,2017,669606791.4203603
country/NIC,2018,674416184.4438856
country/NIC,2019,664608667.5985806
country/NIC,2020,673447345.7474973
country/PAN,2000,584154999.9399999
country/PAN,2001,577784833.8599999
country/PAN,2002,605292909.9100002
country/PAN,2003,600156399.2999998
country/PAN,2004,708504473.0100001
country/PAN,2005,635123124.62
country/PAN,2006,776482164.1600001
country/PAN,2007,1071432796.5500002
country/PAN,2008,1188707288.4899998
country/PAN,2009,1306633704.5600002
country/PAN,2010,1419863124.3700001
country/PAN,2011,1522731635.1899998
country/PAN,2012,1636083520.13
country/PAN,2013,1927281209.6999998
country/PAN,2014,2191540370.68
country/PAN,2015,2363256009.6400003
country/PAN,2016,2599633536.71
country/PAN,2017,2845454447.7100005
country/PAN,2018,2967016451.31
country/PAN,2019,3218417815.9199996
country/PAN,2020,3164407213.2000003
country/PRY,2000,205885328.12700206
country/PRY,2001,165470143.75567016
country/PRY,2002,105587600.28048658
country/PRY,2003,125371920.85920115
country/PRY,2004,153776770.81484002
country/PRY,2005,170274509.9666326
country/PRY,2006,236672088.33229098
country/PRY,2007,309942878.20051956
country/PRY,2008,398903355.10078543
country/PRY,2009,474324520.4610995
country/PRY,2010,578167263.5999823
country/PRY,2011,830406173.9259001
country/PRY,2012,1009848917.1955795
country/PRY,2013,1025330204.6645235
country/PRY,2014,1276626925.0728145
country/PRY,2015,1143040301.6549165
country/PRY,2016,1136091856.6986506
country/PRY,2017,1180336983.2105668
country/PRY,2018,1218747053.4356623
country/PRY,2019,1258688142.215799
country/PRY,2020,1458711381.1973176
country/PER,2000,1179574746.04298
country/PER,2001,1263583159.0827441
country/PER,2002,1361196383.9272006
country/PER,2003,1367206259.188315
country/PER,2004,1523234252.2519357
country/PER,2005,1904599750.6544845
country/PER,2006,1937990980.082974
country/PER,2007,2201702405.749944
country/PER,2008,2643909869.7058406
country/PER,2009,3044577608.6567955
country/PER,2010,3644725329.796026
country/PER,2011,3951050908.9974933
country/PER,2012,4799089376.257531
country/PER,2013,5373410230.889785
country/PER,2014,5996955388.355985
country/PER,2015,5801109719.766096
country/PER,2016,5978386562.035961
country/PER,2017,6545381536.848667
country/PER,2018,7197537068.036193
country/PER,2019,7567333400.905778
country/PER,2020,8788435228.592897
country/KNA,2000,8472666.418518519
country/KNA,2001,8793763.537037037
country/KNA,2002,9278049.896296296
country/KNA,2003,9837910.622222222
country/KNA,2004,10956201.329629628
country/KNA,2005,12151877.24074074
country/KNA,2006,14375548.151851853
country/KNA,2007,14358419.977777775
country/KNA,2008,13984686.711111112
country/KNA,2009,15280666.322222222
country/KNA,2010,15264353.407407407
country/KNA,2011,15966125.925925927
country/KNA,2012,16215088.233333336
country/KNA,2013,16804167.25925926
country/KNA,2014,18530634.618518516
country/KNA,2015,18560313.196296297
country/KNA,2016,21953523.844444443
country/KNA,2017,23195843.592592593
country/KNA,2018,24214370.066666666
country/KNA,2019,28302652.551851857
country/KNA,2020,26936945.448148143
country/LCA,2000,15602080.729629628
country/LCA,2001,15942310.640740741
country/LCA,2002,16454207.866666663
country/LCA,2003,16208536.799999999
country/LCA,2004,16729502.21111111
country/LCA,2005,18192300.86296296
country/LCA,2006,19773452.43703704
country/LCA,2007,20731785.185185183
country/LCA,2008,22902421.05925926
country/LCA,2009,25426621.462962963
country/LCA,2010,26916139.014814813
country/LCA,2011,28491555.1
country/LCA,2012,32588875.411111113
country/LCA,2013,34453168.36296297
country/LCA,2014,33492042.033333328
country/LCA,2015,36009406.62592592
country/LCA,2016,36617978.72592592
country/LCA,2017,40719378.57777777
country/LCA,2018,40844248.36296297
country/LCA,2019,43579980.45555555
country/LCA,2020,45968760.429629624
country/VCT,2000,11896834.674074072
country/VCT,2001,12652483.262962963
country/VCT,2002,13641614.985185185
country/VCT,2003,13383289.918518517
country/VCT,2004,13575370.692592593
country/VCT,2005,13947097.755555553
country/VCT,2006,13981295.588888884
country/VCT,2007,15224289.707407407
country/VCT,2008,16912270.751851853
country/VCT,2009,17863421.037037034
country/VCT,2010,18360022.181481484
country/VCT,2011,17105112.67777778
country/VCT,2012,20149684.64074074
country/VCT,2013,20462858.92592593
country/VCT,2014,19521403.370370377
country/VCT,2015,19866460.951851852
country/VCT,2016,21060721.07037037
country/VCT,2017,22717590.337037034
country/VCT,2018,24763412.318518516
country/VCT,2019,26130312.07407407
country/VCT,2020,28452727.655555554
country/SUR,2000,38491783.67193993
country/SUR,2001,21697528.642578334
country/SUR,2002,36240276.75295621
country/SUR,2003,36955417.63839061
country/SUR,2004,48604907.42454304
country/SUR,2005,56547431.08011361
country/SUR,2006,76414340.99681091
country/SUR,2007,81254115.95628415
country/SUR,2008,79357833.44626592
country/SUR,2009,94936461.36247724
country/SUR,2010,93116161.58810127
country/SUR,2011,84833873.1762546
country/SUR,2012,93664964.71818182
country/SUR,2013,104107656.62121215
country/SUR,2014,105293115.17272726
country/SUR,2015,162208840.1765852
country/SUR,2016,123076818.7746523
country/SUR,2017,111316603.55155295
country/SUR,2018,182359296.54208875
country/SUR,2019,259266525.55510864
country/SUR,2020,180320032.2460816
country/TTO,2000,129977841.7187009
country/TTO,2001,156149484.13472968
country/TTO,2002,179849432.1203668
country/TTO,2003,218307981.6047402
country/TTO,2004,250242508.8671598
country/TTO,2005,347053563.1667301
country/TTO,2006,346727180.6007865
country/TTO,2007,420800517.755385
country/TTO,2008,492764106.3916731
country/TTO,2009,509784686.9585728
country/TTO,2010,551053099.8464178
country/TTO,2011,607316844.3394971
country/TTO,2012,613243234.3006471
country/TTO,2013,706521201.989786
country/TTO,2014,722160293.5416764
country/TTO,2015,781004267.751044
country/TTO,2016,766587457.3272218
country/TTO,2017,818756423.9382554
country/TTO,2018,769564404.0529935
country/TTO,2019,749099329.2991241
country/TTO,2020,723240489.4897232
country/USA,2000,568211901127.86
country/USA,2001,631565768440.2401
country/USA,2002,691398033703.2198
country/USA,2003,747342083428.3801
country/USA,2004,807370155500.87
country/USA,2005,864274822642.89
country/USA,2006,940645013110.31
country/USA,2007,1000566338661.5698
country/USA,2008,1066962243245.5099
country/USA,2009,1137917479403.3198
country/USA,2010,1191053465560.0698
country/USA,2011,1232239998605.3
country/USA,2012,1279472128524.71
country/USA,2013,1333506884276.0999
country/USA,2014,1444052961927.76
country/USA,2015,1541470577880.57
country/USA,2016,1605433827811.43
country/USA,2017,1667861993513.1003
country/USA,2018,1752344164848.0693
country/USA,2019,1837142550540.81
country/USA,2020,2231782891161.469
country/URY,2000,948812756.5087228
country/URY,2001,998933023.0027745
country/URY,2002,685960126.9110194
country/URY,2003,659038161.5508469
country/URY,2004,645647410.6843251
country/URY,2005,660972184.80101
country/URY,2006,785364267.6822212
country/URY,2007,924899250.1486408
country/URY,2008,1509450946.1377792
country/URY,2009,1622343661.0187464
country/URY,2010,2077358090.2589948
country/URY,2011,2546791393.9908705
country/URY,2012,2885358117.680075
country/URY,2013,3371321081.211321
country/URY,2014,3419444536.7790837
country/URY,2015,3282758411.538978
country/URY,2016,3452322871.214683
country/URY,2017,3926711728.9290147
country/URY,2018,4019839439.0713873
country/URY,2019,3829383214.766826
country/URY,2020,3517546158.0929017
country/VEN,2000,39407.43173684982
