dcid,year,principalRepaymentsPPGCurrentUSD
country/TON,1987,791772.5
country/TON,1993,1154128.2
country/TON,1994,2079691.7
country/TON,1998,2764574.3
country/TON,2001,2016975.7
country/TON,2005,3660742.8
country/TON,2007,3557743.8
country/TON,2008,3749630.9
country/TON,2014,3982395.0
country/TON,2015,3567349.9
country/TON,2018,6159229.3
country/TON,2021,2727523.4
country/TON,2022,18477314.3
country/THA,1971,21989497.1
country/THA,1973,28400451.6
country/THA,1978,94237372.2
country/THA,1983,419164784.9
country/THA,1990,2393032098.9
country/THA,1991,1120472465.2
country/THA,2002,6547196210.8
country/THA,2005,2708529027.2
country/THA,2010,803159908.1
country/THA,2013,1256951776.5
country/THA,2015,1154260957.6
country/THA,2019,940618873.8
country/THA,2020,4510825739.3
country/THA,2022,553595220.8
country/THA,2028,28812463952.9
country/TLS,2016,0.0
country/TLS,2024,21011704.5
country/TLS,2026,22186704.5
country/THA,1972,23364161.3
country/THA,1977,62737681.7
country/THA,1979,153775051.7
country/THA,1980,171884905.1
country/THA,1982,312711887.8
country/THA,1985,875017443.1
country/THA,1993,1437942220.1
country/THA,1999,2415461208.2
country/THA,2003,6460316779.7
country/THA,2006,2760228129.7
country/THA,2011,1196881790.0
country/THA,2014,454466757.1
country/THA,2021,1396769856.5
country/TLS,2018,676000.0
country/TLS,2019,3252000.0
country/TLS,2020,3940000.0
country/TLS,2022,18230888.0
country/TGO,1974,6531172.4
country/TGO,1975,12122596.5
country/TGO,1980,18525017.2
country/TGO,1985,51374979.6
country/TGO,1987,32304013.8
country/TGO,1995,6558234.0
country/TGO,1999,19664015.9
country/TGO,2007,3822158.0
country/TGO,2009,39475366.9
country/TGO,2015,24235833.9
country/TGO,2019,62147865.0
country/TON,1988,825293.4
country/TON,1999,3302498.3
country/TON,2006,3182572.3
country/TON,2009,2406867.0
country/TON,2010,2658229.9
country/TON,2011,3338109.1
country/TON,2017,2842908.8
country/TON,2019,2733619.3
country/TON,2023,18728207.4
country/TON,2028,17370781.8
country/TGO,1972,4175940.9
country/TGO,1979,18675825.3
country/TGO,1984,37882225.2
country/TGO,1988,24999515.3
country/TGO,1996,20415668.7
country/TGO,1997,28284191.7
country/TGO,2000,9942544.2
country/TGO,2001,12294617.6
country/TGO,2004,2855043.8
country/TGO,2006,15342786.6
country/TGO,2011,9960617.4
country/TGO,2014,31277677.6
country/TGO,2016,41635316.8
country/TGO,2018,57026855.9
country/TGO,2022,144390918.1
country/TGO,2023,185217994.9
country/TGO,2027,174674120.3
country/TGO,2028,169110646.7
country/TON,1990,1029693.7
country/TON,1991,1133097.6
country/TON,1996,2677816.9
country/TON,2002,2702531.9
country/TON,2012,3452034.8
country/TON,2024,18963152.5
country/TON,2025,19084536.1
country/TON,2026,18690756.8
country/TON,2027,18236854.1
country/TUN,1970,46985254.9
country/TUN,1971,50814840.8
country/TUN,1977,92798403.5
country/TUN,1984,413498330.2
country/TUN,1987,661177947.8
country/TUN,1989,633072099.2
country/TUN,1991,758889541.3
country/TUN,1996,825713546.5
country/TUN,2006,1588648149.7
country/TUN,2007,1506340976.6
country/TUN,2017,1777734371.6
country/TUN,2021,2903818584.1
country/TUN,2022,2478973317.4
country/TUN,2027,1830020549.8
country/TUN,2028,1420072452.1
country/TUN,1980,218089829.1
country/TUN,1981,317952936.9
country/TUN,1985,440198344.5
country/TUN,1992,823111912.8
country/TUN,1994,893049832.9
country/TUN,1997,790063169.4
country/TUN,2000,1264098949.5
country/TUN,2008,1071902405.5
country/TUN,2009,1246835993.2
country/TUN,2010,1410912758.6
country/TUN,2011,1773702610.4
country/TUN,2014,1217565389.9
country/TUN,2015,1142288792.3
country/TUN,2019,1931418952.3
country/TUN,2020,1813519204.4
country/TUN,2024,3221222522.4
country/TUN,1975,68439044.0
country/TUN,1978,121212138.0
country/TUN,1983,378953979.4
country/TUN,1986,504114154.9
country/TUN,1990,835599720.1
country/TUN,1993,809353133.3
country/TUN,1999,877654893.2
country/TUN,2002,903007914.1
country/TUN,2003,979418442.3
country/TUN,2005,1136416772.7
country/TUN,2013,1388580758.8
country/TUN,2016,1193941400.0
country/TUN,2023,2879128588.8
country/TUN,2025,2568346420.1
country/TUN,1972,72290447.0
country/TUN,1973,61630279.2
country/TUN,1974,62942141.2
country/TUN,1976,64106050.4
country/TUN,1979,157103647.3
country/TUN,1982,292016622.6
country/TUN,1988,604553236.7
country/TUN,1995,888701955.9
country/TUN,1998,785972873.7
country/TUN,2001,824458402.1
country/TUN,2004,1359032658.5
country/TUN,2012,1630130455.1
country/TUN,2018,1399466363.7
country/TUN,2026,2307211840.4
country/TUR,1971,108746405.2
country/TUR,1976,165973639.1
country/TUR,1982,1155248730.4
country/TUR,1986,1929979037.5
country/TUR,1990,3677441486.4
country/TUR,2002,6443056609.1
country/TUR,2003,8495028206.1
country/TUR,2006,6133456051.1
country/TUR,2008,7734776034.6
country/TUR,2009,6473790771.1
country/TUR,2012,5710004497.1
country/TUR,2017,11838635421.8
country/TUR,2021,15927964290.2
country/TUR,2025,17000269977.1
country/TUR,2026,17394074701.2
country/TKM,1993,8653000.0
country/TKM,1998,222652325.3
country/TKM,2003,365978545.4
country/TKM,2007,164562925.5
country/TKM,2008,143671293.7
country/TKM,2013,98444635.9
country/TKM,2020,1839417533.3
country/TKM,2021,1423298297.4
country/TKM,2024,830768371.5
country/TUR,1972,156798509.9
country/TUR,1980,565691891.4
country/TUR,1983,1115471968.5
country/TUR,1984,1124557199.6
country/TUR,1985,2244711947.9
country/TUR,1987,2772442559.4
country/TUR,1988,3761904777.9
country/TUR,1989,3502561954.9
country/TUR,1992,4603553551.1
country/TUR,2000,6268403925.1
country/TUR,2001,7669906946.4
country/TUR,2005,7957709589.4
country/TUR,2014,7135992020.5
country/TUR,2015,6531787648.5
country/TUR,2018,10822394182.3
country/TUR,2020,12390142540.3
country/TUR,2022,16123551285.9
country/TUR,2024,14796868687.6
country/TUR,2027,9136683857.6
country/TUR,2028,9182617706.7
country/TKM,1996,153876095.1
country/TKM,1999,223820303.4
country/TKM,2004,332334159.8
country/TKM,2009,151217222.1
country/TKM,2010,134812894.1
country/TKM,2011,131723401.9
country/TKM,2015,1182101934.1
country/TKM,2018,1437414179.3
country/TKM,2022,989344663.5
country/TKM,2023,1091824071.3
country/TKM,2026,460806560.6
country/TKM,2028,249400810.9
country/UGA,1972,5016182.6
country/UGA,1975,7874940.3
country/UGA,1976,5542630.3
country/UGA,1984,40358179.7
country/UGA,2001,17855451.0
country/UGA,2005,98939279.8
country/UGA,2006,69818925.4
country/UGA,2011,35284511.8
country/UGA,2013,44034083.5
country/UGA,2016,46115298.6
country/UGA,2028,835741699.1
country/UKR,1992,50000.0
country/UKR,1995,595405958.2
country/UKR,1999,798108065.3
country/UKR,2010,1445771115.1
country/UKR,2012,2514574761.7
country/UKR,2014,2397963989.8
country/UKR,2016,1972821831.2
country/UKR,2018,3677780649.9
country/UKR,2022,3249433562.7
country/UKR,2024,5623342959.7
country/UKR,2026,5454849091.6
country/UGA,1974,9887584.7
country/UGA,1985,38155945.3
country/UGA,1988,77730324.2
country/UGA,1989,71307938.0
country/UGA,1990,65415159.0
country/UGA,1994,86468758.2
country/UGA,1995,68798856.7
country/UGA,2000,26335245.2
country/UGA,2003,38303085.8
country/UGA,2019,165815927.2
country/UGA,2027,835673019.8
country/UKR,1993,107318033.1
country/UKR,1997,635964458.8
country/UKR,2000,1257374434.6
country/UKR,2001,413120923.1
country/UKR,2002,697699472.8
country/UKR,2004,1124735357.9
country/UKR,2008,1233542806.0
country/UKR,2009,2092737382.9
country/TUR,1974,147274216.7
country/TUR,1979,446669776.3
country/TUR,1981,768776976.6
country/TUR,1993,3976327589.2
country/TUR,1994,4779791345.0
country/TUR,1996,5457243435.2
country/TUR,1997,5736728799.0
country/TUR,1999,5532319564.4
country/TUR,2004,8024805705.2
country/TUR,2010,6027213304.1
country/TUR,2016,8437327373.1
country/TUR,2019,12915909038.1
country/TUR,2023,15244345512.6
country/UKR,2013,6413089464.2
country/UKR,2019,3074979976.5
country/UKR,2023,2697349172.7
country/UKR,2025,2521844806.4
country/UKR,2027,2696999154.8
country/TKM,1994,71579768.7
country/TKM,1997,196968587.1
country/TKM,2000,347407452.5
country/TKM,2001,409610996.1
country/TKM,2002,428011831.9
country/TKM,2014,1188133528.5
country/TKM,2016,1178153869.2
country/TKM,2025,530323776.1
country/TUR,1970,103161151.5
country/TUR,1973,126315206.9
country/TUR,1975,156061123.1
country/TUR,1977,195946203.2
country/TUR,1978,290460351.4
country/TUR,1991,4265236813.1
country/TUR,1995,5987353428.3
country/TUR,1998,7337237412.3
country/TUR,2007,6411846467.8
country/TUR,2011,6526973582.6
country/TUR,2013,5086779653.3
country/TKM,1995,80281105.7
country/TKM,2005,189141905.3
country/TKM,2006,188006736.7
country/TKM,2012,71384672.5
country/TKM,2017,1366355628.1
country/TKM,2019,1792958209.3
country/TKM,2027,437937048.4
country/UGA,1978,7481485.0
country/UGA,1979,14733094.1
country/UGA,1980,32110470.3
country/UGA,1981,38195638.3
country/UGA,1986,34443383.7
country/UGA,1987,43849094.2
country/UGA,1991,68441695.3
country/UGA,1992,50458295.1
country/UGA,1993,93074010.2
country/UGA,1998,66979990.2
country/UGA,1999,60844199.3
country/UGA,2002,26320914.1
country/UGA,2004,36578663.7
country/UGA,2007,49508584.8
country/UGA,2010,39843197.1
country/UGA,2012,37849001.1
country/UGA,2014,51692611.7
country/UGA,2015,45338417.9
country/UGA,2018,223753692.8
country/UGA,2020,171198542.3
country/UGA,2021,337253622.2
country/UGA,2026,879209223.2
country/UKR,1994,172134356.4
country/UKR,1998,927192325.6
country/UKR,2005,1230829413.2
country/UKR,2011,1609197695.7
country/UKR,2015,13655313072.9
country/UKR,2020,4986518525.0
country/UKR,2028,3122560764.3
country/UGA,1970,4511139.1
country/UGA,1971,4849472.9
country/UGA,1973,19858045.5
country/UGA,1977,12944851.3
country/UGA,1982,33142052.8
country/UGA,1983,37906803.1
country/UGA,1996,55128833.4
country/UGA,1997,59596797.7
country/UGA,2008,52102989.4
country/UGA,2009,49024188.1
country/UGA,2017,97275560.0
country/UGA,2022,535705510.1
country/UGA,2023,666588904.4
country/UGA,2024,777333765.4
country/UGA,2025,852055711.9
country/UKR,1996,722737057.0
country/UKR,2003,1038441378.8
country/UKR,2006,1276366862.7
country/UKR,2007,1113735529.0
country/UKR,2017,3530665570.3
country/UKR,2021,2938028054.2
country/UZB,1999,309170130.2
country/UZB,2000,448417408.8
country/UZB,2009,386028101.6
country/UZB,2010,370043768.6
country/UZB,2015,285553496.5
country/UZB,2020,585327910.3
country/UZB,2021,803776587.5
country/VUT,1982,306552.5
country/VUT,1991,785592.5
country/VUT,1997,722256.2
country/VUT,2002,885229.5
country/VUT,2007,2130074.3
country/VUT,2020,10003870.3
country/VUT,2028,24819722.7
country/UZB,1992,4070619.2
country/UZB,1994,96721074.8
country/UZB,1996,187731419.4
country/UZB,1997,316430239.1
country/UZB,2004,561441500.0
country/UZB,2005,510293460.4
country/UZB,2006,573885543.9
country/UZB,2011,295098087.7
country/UZB,2012,293201339.0
country/UZB,2013,288224813.9
country/UZB,2014,303981704.3
country/UZB,2017,341127597.5
country/UZB,2018,382612502.7
country/UZB,2019,429005385.4
country/VUT,1984,386362.1
country/VUT,1985,384889.9
country/VUT,1987,2109450.5
country/VUT,1989,600950.7
country/VUT,1990,968985.3
country/VUT,1992,872299.5
country/VUT,1993,878475.5
country/VUT,1996,839778.9
country/VUT,1998,471984.9
country/VUT,1999,730457.3
country/VUT,2001,811049.5
country/VUT,2003,1054481.3
country/VUT,2010,3584411.0
country/VUT,2014,5559584.6
country/VUT,2016,4891063.4
country/VUT,2018,11992724.2
country/VUT,2024,18121724.2
country/VUT,2026,25512369.4
country/VUT,2027,26229495.4
country/UZB,1993,16407778.7
country/UZB,1995,148450749.0
country/UZB,1998,206091891.4
country/UZB,2003,587074056.7
country/UZB,2016,341032968.0
country/UZB,2024,1837344787.8
country/VUT,1981,290384.6
country/VUT,1983,330863.4
country/VUT,1994,830203.8
country/VUT,1995,775084.4
country/VUT,2000,891084.9
country/VUT,2004,1558661.1
country/VUT,2005,1083616.6
country/VUT,2006,2153888.6
country/VUT,2008,2539520.4
country/VUT,2009,3522972.4
country/VUT,2011,3371740.3
country/VUT,2012,3596260.6
country/VUT,2013,4891479.6
country/VUT,2015,4985389.0
country/VUT,2021,10489314.9
country/VUT,2022,16298094.9
country/VUT,2023,18012920.1
country/VUT,2025,19445884.8
country/UZB,2001,457946977.9
country/UZB,2002,488366066.2
country/UZB,2007,494079001.3
country/UZB,2008,460126502.3
country/UZB,2022,1066385055.4
country/UZB,2023,1511659012.3
country/UZB,2025,2056590921.5
country/UZB,2026,1856659337.1
country/UZB,2027,1912661896.7
country/UZB,2028,2607889652.2
country/VUT,1986,572316.6
country/VUT,1988,702668.7
country/VUT,2017,4993589.5
country/VUT,2019,4675597.6
country/VNM,1985,1000000.0
country/VNM,1989,142172190.7
country/VNM,1992,175386030.2
country/VNM,1994,210890421.0
country/VNM,1997,504928302.6
country/VNM,1999,1023762251.7
country/VNM,2000,936692778.2
country/VNM,2007,618591269.9
country/VNM,2014,2699725403.0
country/VNM,2023,4509339275.3
country/VNM,2024,4819695478.5
country/VNM,2027,3497166379.5
country/VNM,1995,225242142.6
country/VNM,1996,202790195.1
country/VNM,1998,588791127.6
country/VNM,2012,1477239443.2
country/VNM,2015,1883381985.5
country/VNM,2018,2586585768.9
country/VNM,2019,2775034625.6
country/VNM,2021,3245155305.9
country/VNM,2026,3534365504.4
country/VNM,1983,500000.0
country/VNM,1988,1000000.0
country/VNM,1990,99232233.6
country/VNM,1991,103533063.9
country/VNM,1993,209830149.8
country/VNM,2001,791283063.3
country/VNM,2002,844040932.1
country/VNM,2009,917392977.6
country/VNM,2013,1907506052.0
country/VNM,2016,2530140071.7
country/VNM,2017,2329238169.8
country/VNM,2022,3852415500.5
country/VNM,2028,3398981489.0
country/VNM,1984,1000000.0
country/VNM,1986,1000000.0
country/VNM,1987,1000000.0
country/VNM,2003,473638386.0
country/VNM,2004,395408810.1
country/VNM,2005,482163472.4
country/VNM,2006,477607492.5
country/VNM,2008,771781379.0
country/VNM,2010,1055016211.5
country/VNM,2011,1199448794.5
country/VNM,2020,3667289581.3
country/VNM,2025,3642074965.9
country/YEM,1973,4076000.0
country/YEM,1974,3271000.0
country/YEM,1976,13156157.5
country/YEM,1979,11762394.5
country/YEM,1994,57836951.4
country/YEM,2002,93510973.3
country/YEM,2003,100219167.6
country/YEM,2006,100893431.8
country/YEM,2007,112762602.6
country/YEM,2009,139863577.9
country/YEM,2018,71113000.0
country/YEM,2027,349297062.3
country/YEM,1972,226000.0
country/YEM,1982,56618109.3
country/YEM,1987,151946972.5
country/YEM,1991,117535863.5
country/YEM,1993,78080022.1
country/YEM,1995,65295410.6
country/YEM,1998,119306937.7
country/YEM,2004,114381532.9
country/YEM,2012,181188211.7
country/YEM,2014,282996959.8
country/YEM,2024,514960563.6
country/YEM,1980,24558990.0
country/YEM,1983,39389436.1
country/YEM,1989,153673870.7
country/YEM,1990,79480066.2
country/YEM,1992,82521761.6
country/YEM,1996,57852337.4
country/YEM,2001,131658083.6
country/YEM,2005,94070554.4
country/YEM,2008,134102714.8
country/YEM,2010,154517157.7
country/YEM,2011,175111861.4
country/YEM,2016,97992105.4
country/YEM,2020,75172000.0
country/YEM,2021,79959000.0
country/YEM,1971,226000.0
country/YEM,1975,3553903.9
country/YEM,1977,8792792.5
country/YEM,1978,8086851.5
country/YEM,1981,63539860.3
country/YEM,1984,58941425.4
country/YEM,1985,68351620.8
country/YEM,1986,76946302.3
country/YEM,1988,185820225.4
country/YEM,1997,59857661.7
country/YEM,1999,65346095.5
country/YEM,2000,81215662.0
country/YEM,2013,193600096.7
country/YEM,2015,281767690.2
country/YEM,2017,66290000.0
country/YEM,2019,72421000.0
country/YEM,2022,524228748.6
country/YEM,2023,520456423.1
country/YEM,2025,390664001.1
country/YEM,2026,366305545.0
country/YEM,2028,333996559.9
country/ZMB,1972,77374946.4
country/ZMB,1976,59800318.8
country/ZMB,1979,175144563.5
country/ZMB,1985,45688054.1
country/ZMB,1991,254169329.1
country/ZMB,1992,144924880.9
country/ZMB,1996,153995710.6
country/ZMB,1997,161062181.9
country/ZMB,2000,79380324.4
country/ZMB,2005,70422086.6
country/ZMB,2006,50980670.5
country/ZMB,2014,89731567.4
country/ZMB,2018,282202939.3
country/ZMB,2020,273634054.0
country/ZMB,2021,161158309.6
country/ZMB,1970,34966031.8
country/ZMB,1971,44139358.1
country/ZMB,1973,280125944.3
country/ZMB,1974,69320595.5
country/ZMB,1980,181886018.5
country/ZMB,1983,48152571.8
country/ZMB,1987,93236703.0
country/ZMB,1988,111724723.1
country/ZMB,1990,99594362.1
country/ZMB,1993,138493946.1
country/ZMB,1998,128303910.8
country/ZMB,2001,80673307.4
country/ZMB,2003,270043346.6
country/ZMB,2004,78370382.9
country/ZMB,2008,60816660.8
country/ZMB,2009,58559020.4
country/ZMB,2012,100139693.3
country/ZMB,2017,151793412.7
country/ZMB,2019,480424752.8
country/ZMB,2024,2180085503.4
country/ZMB,2028,831742656.0
country/ZMB,1977,131975796.4
country/ZMB,1978,165404173.6
country/ZMB,1982,92526130.5
country/ZMB,1994,182865440.6
country/ZMB,1995,241014827.7
country/ZMB,1999,52663747.3
country/ZMB,2002,93940112.8
country/ZMB,2007,32245643.1
country/ZMB,2010,46724667.2
country/ZMB,2011,55798717.0
country/ZMB,2022,2465357488.7
country/ZMB,2025,1507356358.0
country/ZMB,2026,1345683773.8
country/ZMB,1975,49248320.7
country/ZMB,1981,200006842.1
country/ZMB,1984,57905535.4
country/ZMB,1986,86705850.9
country/ZMB,1989,111448771.0
country/ZMB,2013,146704741.3
country/ZMB,2015,96250333.1
country/ZMB,2016,145964212.8
country/ZMB,2023,1201756234.0
country/ZMB,2027,1280485096.3
country/ZWE,1977,4211048.2
country/ZWE,1980,39666113.5
country/ZWE,1981,34558655.5
country/ZWE,1985,197012788.8
country/ZWE,2000,149455043.5
country/ZWE,2002,1942850.8
country/ZWE,2004,65242765.3
country/ZWE,2012,5928765.4
country/ZWE,2013,101607700.7
country/ZWE,2017,114272434.3
country/ZWE,2018,76226224.6
country/ZWE,2019,51691749.7
country/ZWE,2020,20874378.4
country/ZWE,2023,114348386.9
country/ZWE,2024,113779934.3
country/ZWE,2026,199123801.8
country/ZWE,1970,4839900.0
country/ZWE,1973,10573957.7
country/ZWE,1976,5279461.2
country/ZWE,1991,229044243.6
country/ZWE,1997,302967361.7
country/ZWE,1998,294177065.2
country/ZWE,2001,28563856.1
country/ZWE,2005,31085285.0
country/ZWE,2008,2338296.3
country/ZWE,2016,111243194.6
country/ZWE,2021,61383434.8
country/ZWE,2028,177525736.3
country/ZWE,1975,5702724.8
country/ZWE,1979,7277164.5
country/ZWE,1984,153041844.3
country/ZWE,1986,208428160.1
country/ZWE,1987,244471649.1
country/ZWE,1988,267379891.2
country/ZWE,1989,214471460.2
country/ZWE,1990,230798062.5
country/ZWE,1993,337862891.4
country/ZWE,1995,313841824.8
country/ZWE,1996,308490363.7
country/ZWE,1999,338276329.0
country/ZWE,2006,11122789.2
country/ZWE,2009,99206.3
country/ZWE,2014,112826115.0
country/ZWE,2022,148436367.0
country/ZWE,1971,4759154.2
country/ZWE,1972,5611095.5
country/ZWE,1974,9550489.0
country/ZWE,1978,4070662.7
country/ZWE,1982,47765557.6
country/ZWE,1983,332828612.9
country/ZWE,1992,337024532.9
country/ZWE,1994,282296309.9
country/ZWE,2003,33717664.0
country/ZWE,2007,35926270.7
country/ZWE,2010,1630619.5
country/ZWE,2011,6712778.3
country/ZWE,2015,119294223.0
country/ZWE,2025,157073471.3
country/ZWE,2027,191096406.8
