dcid,year,interestPaymentsCurrentUSD
country/MRT,2000,20074165.5
country/MRT,2001,20939909.1
country/MRT,2003,13476275.3
country/MRT,2004,17881686.3
country/MRT,2005,19641863.0
country/MRT,2015,95185895.1
country/MRT,2016,74608337.0
country/MRT,2018,92043212.0
country/MRT,2022,81514483.8
country/MRT,2027,65377578.1
country/MUS,1971,1516107.6
country/MUS,1973,1196788.5
country/MUS,1976,2526394.5
country/MUS,1979,14888260.6
country/MUS,1980,22514146.5
country/MUS,1983,28190944.1
country/MUS,1985,28046585.9
country/MUS,1990,42807513.4
country/MUS,1992,52896438.0
country/MUS,1993,42403099.1
country/MUS,1995,55942155.2
country/MUS,2001,37394023.2
country/MUS,2003,57824135.8
country/MUS,2018,296613212.3
country/MUS,2019,622288748.8
country/MUS,2022,179185882.6
country/MUS,2024,98301871.6
country/MUS,2025,75712180.9
country/MUS,2026,61767794.6
country/MUS,2028,34145996.8
country/MUS,1972,1438762.3
country/MUS,1974,1573369.4
country/MUS,1975,1622741.7
country/MUS,1981,35376229.2
country/MUS,1984,27117190.0
country/MUS,1988,43173018.5
country/MUS,1989,42727696.3
country/MUS,1999,56329643.7
country/MUS,2004,51439205.6
country/MUS,2009,44031092.8
country/MUS,2012,71457633.4
country/MUS,2014,297756561.0
country/MUS,2016,204777502.4
country/MUS,2017,196985713.0
country/MUS,2027,46894863.3
country/MUS,1970,1737600.0
country/MUS,1978,8960602.7
country/MUS,1997,63237600.5
country/MUS,2000,51757063.5
country/MUS,2002,42571294.9
country/MUS,2005,42063846.6
country/MUS,2008,54816941.3
country/MUS,2011,77089321.6
country/MUS,2013,74741415.4
country/MUS,2015,228060457.9
country/MUS,1977,3446253.8
country/MUS,1982,34692953.4
country/MUS,1986,29993508.2
country/MUS,1987,33876356.4
country/MUS,1991,49503200.0
country/MUS,1994,45356570.2
country/MUS,1996,70881855.9
country/MUS,1998,61985918.3
country/MUS,2006,48484542.5
country/MUS,2007,94079972.3
country/MUS,2010,73486569.5
country/MUS,2020,313685251.8
country/MUS,2021,296488692.8
country/MUS,2023,136528540.1
country/MEX,1971,317613681.0
country/MEX,1973,522456627.4
country/MEX,1978,2265934857.3
country/MEX,1981,6125574491.8
country/MEX,1989,7922446865.2
country/MEX,1999,9851143890.8
country/MEX,2000,12225516516.2
country/MEX,2005,9410260757.6
country/MEX,2007,11716800827.4
country/MEX,2008,9974931784.9
country/MEX,2016,17572822706.2
country/MEX,2023,21652694057.4
country/MEX,2024,18932854432.8
country/MEX,1970,288884894.4
country/MEX,1972,358984859.1
country/MEX,1975,1109579502.5
country/MEX,1982,7777108457.9
country/MEX,1984,10257193442.5
country/MEX,1990,5803585693.5
country/MEX,1993,5839426199.2
country/MEX,1998,8980237671.6
country/MEX,2002,9281779896.1
country/MEX,2011,11166877044.6
country/MEX,2014,15391222580.8
country/MEX,2015,18946772031.7
country/MEX,2018,23584379243.6
country/MEX,2019,22982226593.3
country/MEX,2027,13058176049.5
country/MEX,1974,817892652.0
country/MEX,1979,3365315193.1
country/MEX,1980,4588789537.6
country/MEX,1985,9389558580.5
country/MEX,1987,7699867404.4
country/MEX,2001,11984631696.6
country/MEX,2003,8819632568.2
country/MEX,2009,8792377745.4
country/MEX,2010,8658043023.7
country/MEX,2020,21676153077.3
country/MEX,2021,21555127187.9
country/MEX,2022,22469629604.6
country/MEX,1976,1366828842.7
country/MEX,1977,1595876922.3
country/MEX,1983,8148134235.2
country/MEX,1986,7682928840.6
country/MEX,1988,7549537013.5
country/MEX,1991,6228256973.7
country/MEX,1992,5849361819.6
country/MEX,1994,6365880706.9
country/MEX,1995,7739318310.1
country/MEX,1996,8031829132.0
country/MEX,1997,8458391716.3
country/MEX,2004,9405322912.9
country/MEX,2006,10506750076.1
country/MEX,2012,32432336071.0
country/MEX,2013,17005600902.6
country/MEX,2017,25193748187.7
country/MEX,2025,16602801628.8
country/MEX,2026,15038563388.4
country/MEX,2028,11502473201.2
country/MDA,1993,270000.0
country/MDA,1997,39982016.5
country/MDA,2004,55597344.7
country/MDA,2006,38227261.8
country/MDA,2009,54379806.0
country/MDA,2011,58305765.4
country/MDA,2012,54859557.5
country/MDA,2013,66066943.1
country/MDA,2020,64803844.9
country/MDA,2022,216582984.1
country/MDA,2024,138307973.5
country/MDA,2027,40511960.1
country/MDA,2028,28827790.4
country/MDA,1998,44635282.3
country/MDA,2001,48520061.6
country/MDA,2002,42336855.2
country/MDA,2003,32107716.2
country/MDA,2008,56304409.5
country/MDA,2014,63547201.4
country/MDA,2016,60711724.0
country/MDA,2017,55454697.9
country/MDA,2018,66554436.9
country/MDA,2019,63239868.2
country/MDA,2021,109732658.9
country/MDA,2023,175113532.9
country/MDA,1996,24317198.7
country/MDA,2000,46637417.9
country/MDA,2005,41781866.0
country/MDA,2007,50444697.5
country/MDA,2010,48822744.8
country/MDA,2025,116169151.7
country/MDA,1994,3621000.0
country/MDA,1995,19173712.6
country/MDA,1999,50192248.8
country/MDA,2015,42937359.7
country/MDA,2026,76882384.8
country/MNG,1995,8609672.9
country/MNG,1997,11632942.8
country/MNG,2006,15316360.3
country/MNG,2008,30168987.8
country/MNG,2012,258258137.3
country/MNG,2016,470514729.7
country/MNG,2020,507605893.6
country/MNG,2025,456171652.0
country/MNG,1992,9523839.2
country/MNG,1994,9328025.9
country/MNG,2001,9803322.9
country/MNG,2005,15219106.5
country/MNG,2013,398744834.3
country/MNG,2019,504397697.9
country/MNG,2023,905713046.7
country/MNG,1998,6919162.8
country/MNG,2000,9390867.1
country/MNG,2002,11786478.8
country/MNG,2004,13953780.2
country/MNG,2011,154838643.8
country/MNG,2014,384819274.4
country/MNG,2018,1036930367.3
country/MNG,1993,7305209.7
country/MNG,1996,8073268.4
country/MNG,1999,9392462.2
country/MNG,2003,12106350.4
country/MNG,2007,15496633.1
country/MNG,2009,40915148.2
country/MNG,2010,89406566.2
country/MNG,2015,463990590.4
country/MNG,2017,826179218.3
country/MNG,2021,374202621.1
country/MNG,2022,1190321794.9
country/MNG,2024,626085911.2
country/MNG,2026,350679673.4
country/MNG,2027,265688691.7
country/MNG,2028,206403630.0
country/MNE,2022,155526411.9
country/MNE,2023,144924051.0
country/MNE,2025,118366790.2
country/MNE,2026,84265438.0
country/MNE,2008,27776720.4
country/MNE,2013,152709606.1
country/MNE,2014,148226930.2
country/MNE,2015,150947867.2
country/MNE,2019,228544161.5
country/MNE,2021,392072098.6
country/MNE,2024,132108365.0
country/MNE,2010,33205927.7
country/MNE,2012,138286151.6
country/MNE,2006,28033288.6
country/MNE,2007,34838964.0
country/MNE,2009,28474022.6
country/MNE,2011,136518912.8
country/MNE,2016,170781085.7
country/MNE,2017,208393074.8
country/MNE,2018,266965477.4
country/MNE,2020,248834328.2
country/MNE,2027,93678572.2
country/MNE,2028,54816922.0
country/MAR,1977,201039447.4
country/MAR,1980,650724603.3
country/MAR,1983,602061661.9
country/MAR,1990,794974840.2
country/MAR,1993,1279470710.8
country/MAR,1994,1362907712.7
country/MAR,2007,590902677.1
country/MAR,2008,710333577.8
country/MAR,2009,678390516.0
country/MAR,2010,850487750.4
country/MAR,2021,1158740574.0
country/MAR,1973,48848880.2
country/MAR,1981,728033200.5
country/MAR,1985,548854964.9
country/MAR,1986,647502332.8
country/MAR,1991,1085500886.5
country/MAR,1992,2302100229.6
country/MAR,1997,1037450471.9
country/MAR,2019,1053252074.7
country/MAR,2022,1051082792.2
country/MAR,2023,930947970.0
country/MAR,2024,835864681.1
country/MAR,2025,684941106.1
country/MAR,2027,529336064.2
country/MAR,1970,25661787.2
country/MAR,1971,34826826.9
country/MAR,1974,51077150.2
country/MAR,1975,61629651.8
country/MAR,1976,109432282.0
country/MAR,1978,324883103.7
country/MAR,1979,480316592.9
country/MAR,1984,578639323.3
country/MAR,1998,1021450798.6
country/MAR,1999,1071704270.5
country/MAR,2000,948507826.1
country/MAR,2002,1077581339.2
country/MAR,2015,989688062.1
country/MAR,2016,1023353926.1
country/MAR,2028,459754451.0
country/MAR,1972,40796862.4
country/MAR,1982,657818728.5
country/MAR,1987,684194098.4
country/MAR,1988,844436017.5
country/MAR,1989,1101663204.8
country/MAR,1995,1360761901.4
country/MAR,1996,1337350571.6
country/MAR,2001,941335067.7
country/MAR,2003,1297825968.5
country/MAR,2004,593433376.2
country/MAR,2005,569721487.8
country/MAR,2006,540761399.6
country/MAR,2011,758463550.5
country/MAR,2012,791419612.1
country/MAR,2013,1195041058.3
country/MAR,2014,966239354.8
country/MAR,2017,1015594428.2
country/MAR,2018,1087538297.5
country/MAR,2020,1042136843.8
country/MAR,2026,600582457.9
country/MOZ,1990,22788337.2
country/MOZ,1991,33975745.4
country/MOZ,1993,75870400.1
country/MOZ,2000,29175367.7
country/MOZ,2003,141922922.2
country/MOZ,2005,152408884.4
country/MOZ,2006,208148576.8
country/MOZ,2013,352576779.4
country/MOZ,2015,658476068.1
country/MOZ,2024,1203130980.2
country/MOZ,2025,896443192.8
country/MOZ,1994,55302566.8
country/MOZ,1998,36844486.6
country/MOZ,2004,149360174.1
country/MOZ,2008,249796495.9
country/MOZ,2009,186368379.6
country/MOZ,2014,459785314.1
country/MOZ,2020,575999241.0
country/MOZ,2022,2330480667.0
country/MOZ,2027,461551908.9
country/MOZ,2028,300320321.8
country/MOZ,1984,4895197.6
country/MOZ,1989,32100981.6
country/MOZ,1995,75893129.3
country/MOZ,1997,42360945.3
country/MOZ,2010,151183684.3
country/MOZ,2017,1086833117.6
country/MOZ,2018,1598864079.9
country/MOZ,2021,757071092.1
country/MOZ,1985,23058945.3
country/MOZ,1986,36730795.5
country/MOZ,1987,17829180.7
country/MOZ,1988,27234471.9
country/MOZ,1992,43832822.9
country/MOZ,1996,47499157.8
country/MOZ,1999,41938255.5
country/MOZ,2001,88434505.2
country/MOZ,2002,117377823.3
country/MOZ,2007,171382337.9
country/MOZ,2011,196322857.8
country/MOZ,2012,256460233.8
country/MOZ,2016,856407326.4
country/MOZ,2019,1357681772.3
country/MOZ,2023,1761942058.1
country/MOZ,2026,650514943.9
country/MMR,1972,6528337.0
country/MMR,1973,12756508.7
country/MMR,1976,9488038.3
country/MMR,1984,64685217.6
country/MMR,1987,68203867.5
country/MMR,1989,70569630.7
country/MMR,1994,117576732.0
country/MMR,1998,9470653.0
country/MMR,2003,1259674.5
country/MMR,2012,268474036.8
country/MMR,2014,292035657.2
country/MMR,2017,201421732.0
country/MMR,2019,186428789.2
country/MMR,2020,111863447.2
country/MMR,2021,1606375522.0
country/MMR,2026,127126288.2
country/MMR,1978,20025362.5
country/MMR,1980,44924766.2
country/MMR,1993,87779252.7
country/MMR,1997,14361482.9
country/MMR,1999,24596241.7
country/MMR,2004,1250527.8
country/MMR,2007,22458697.5
country/MMR,2022,189140067.0
country/MMR,2023,200376537.3
country/MMR,2025,168914024.6
country/MMR,1970,4407312.3
country/MMR,1971,5214054.2
country/MMR,1974,9315776.6
country/MMR,1977,11946565.4
country/MMR,1981,56535103.7
country/MMR,1983,64836245.4
country/MMR,1985,66777564.7
country/MMR,1986,86668730.0
country/MMR,1991,49961571.4
country/MMR,1992,25780898.6
country/MMR,1996,18666514.5
country/MMR,2000,1989752.3
country/MMR,2001,1315398.6
country/MMR,2005,1130308.7
country/MMR,2008,24996138.3
country/MMR,2009,28793750.2
country/MMR,2010,39625317.5
country/MMR,2013,737802511.5
country/MMR,2015,241180646.2
country/MMR,2016,257782358.5
country/MMR,2018,286907158.9
country/MMR,2024,206589681.5
country/MMR,2027,104866183.9
country/MMR,1975,11420377.9
country/MMR,1979,35525403.7
country/MMR,1982,53124714.8
country/MMR,1988,39778013.4
country/MMR,1990,12697882.6
country/MMR,1995,69402982.6
country/MMR,2002,1228803.6
country/MMR,2006,16317998.4
country/MMR,2011,67947962.5
country/MMR,2028,87839611.7
country/NPL,1970,197837.8
country/NPL,1979,1488004.3
country/NPL,1980,1879341.8
country/NPL,1984,5374486.4
country/NPL,1986,10238453.4
country/NPL,1989,24723625.9
country/NPL,2001,25894120.0
country/NPL,2003,30285462.7
country/NPL,2016,36742191.8
country/NPL,2017,37669809.1
country/NPL,2020,59626804.6
country/NIC,1971,9491068.3
country/NIC,1975,37628457.9
country/NIC,1980,44033357.1
country/NIC,1985,34326792.2
country/NIC,1988,14176000.0
country/NIC,1992,37437664.2
country/NIC,1994,96263639.3
country/NIC,1995,76370415.5
country/NIC,1999,82932419.1
country/NIC,2000,91386448.1
country/NIC,2002,43781268.7
country/NIC,2007,64458441.9
country/NIC,2010,103242024.8
country/NIC,2016,236615925.0
country/NIC,2021,180856192.0
country/NIC,2022,415714891.5
country/NPL,1978,1086856.1
country/NPL,1999,30027497.7
country/NPL,2002,26800536.1
country/NPL,2005,29930877.7
country/NPL,2006,29800626.7
country/NPL,2007,30119593.7
country/NPL,2009,32291224.3
country/NPL,2015,33382347.9
country/NIC,1972,12479717.7
country/NIC,1973,19885276.2
country/NIC,1976,43253351.4
country/NIC,1977,55020044.5
country/NIC,1981,94397998.3
country/NIC,1983,39793323.8
country/NIC,1986,20816947.8
country/NIC,1993,56685728.7
country/NIC,2004,40479175.9
country/NIC,2011,120603554.7
country/NIC,2017,274397010.3
country/NIC,2018,267839027.6
country/NIC,2023,359628450.6
country/NIC,2025,260511108.2
country/NIC,2027,188301526.8
country/NPL,1972,130966.0
country/NPL,1982,3180541.7
country/NPL,1983,4173207.0
country/NPL,1987,13519989.7
country/NPL,1990,23984983.6
country/NPL,1991,25360088.7
country/NPL,1992,26781628.2
country/NPL,1993,26727589.5
country/NPL,1994,29362139.7
country/NPL,1996,29667710.6
country/NPL,2000,27995968.3
country/NPL,2004,30557987.6
country/NPL,2008,33883378.2
country/NPL,2010,32397994.1
country/NPL,2021,63754078.5
country/NPL,2022,101068144.1
country/NPL,2023,106277791.7
country/NPL,2024,106036275.4
country/NPL,2026,101977737.3
country/NPL,2027,93902855.3
country/NPL,2028,86811869.6
country/NIC,1982,112163307.0
country/NIC,1987,24031146.2
country/NIC,1990,7020000.0
country/NIC,1991,199821928.8
country/NIC,1997,130296692.7
country/NIC,1998,91580855.0
country/NIC,2003,49287142.5
country/NIC,2005,46036905.1
country/NIC,2006,50328190.9
country/NIC,2008,97940472.8
country/NIC,2013,175437732.5
country/NIC,2019,305375399.7
country/NIC,2024,301031472.8
country/NIC,2026,221995058.3
country/NIC,2028,156124489.9
country/NPL,1971,100868.3
country/NPL,1973,219566.5
country/NPL,1974,315240.3
country/NPL,1975,471522.3
country/NPL,1976,647793.1
country/NPL,1977,809776.3
country/NPL,1981,2478163.3
country/NPL,1985,7380238.0
country/NPL,1988,19097863.8
country/NPL,1995,29424211.4
country/NPL,1997,26303385.0
country/NPL,1998,25642965.8
country/NPL,2011,34958767.1
country/NPL,2012,32862415.4
country/NPL,2013,35760850.8
country/NPL,2014,35314912.9
country/NPL,2018,44861712.0
country/NPL,2019,57393496.1
country/NPL,2025,105248002.8
country/NIC,1970,7958185.8
country/NIC,1974,31466565.0
country/NIC,1978,53219386.3
country/NIC,1979,40398891.6
country/NIC,1984,35715463.4
country/NIC,1989,4050000.0
country/NIC,1996,72244949.6
country/NIC,2001,68417591.2
country/NIC,2009,121114074.0
country/NIC,2012,166326454.7
country/NIC,2014,185099023.6
country/NIC,2015,193383095.0
country/NIC,2020,279366500.5
country/NER,1970,847596.1
country/NER,1972,663664.1
country/NER,1982,71609759.7
country/NER,1989,35403792.5
country/NER,1993,21651022.0
country/NER,2002,8021549.4
country/NER,2006,10084018.8
country/NER,2011,10001732.2
country/NER,2013,21615465.3
country/NER,2018,43798613.1
country/NER,2019,34507281.0
country/NGA,1971,30089460.4
country/NGA,1972,31464148.6
country/NGA,1974,41703665.1
country/NGA,1983,989866400.2
country/NGA,1990,2123442159.1
country/NGA,1994,1075228519.8
country/NGA,1995,858776391.5
country/NGA,1997,543557109.6
country/NGA,2002,323652716.4
country/NGA,2006,258691739.9
country/NGA,2008,87379107.4
country/NGA,2020,1845852906.7
country/NGA,2021,1730746814.0
country/NGA,2022,2395852020.0
country/NGA,2023,2284750562.7
country/NGA,2025,1986504431.9
country/NGA,2028,1289814529.7
country/MKD,1998,55022909.6
country/MKD,2004,48120414.1
country/MKD,2006,82158653.7
country/MKD,2009,93280161.0
country/NER,1974,563416.3
country/NER,1975,2327657.9
country/NER,1978,24680499.7
country/NER,1979,42026026.2
country/NER,1980,64870541.5
country/NER,1986,47367571.1
country/NER,1991,21064054.1
country/NER,1992,13207799.7
country/NER,2001,6781370.9
country/NER,2004,12241500.5
country/NER,2009,8369063.9
country/NER,2010,8115662.7
country/NER,2017,37789288.3
country/NER,2021,64126156.3
country/NER,2024,86928435.7
country/NGA,1970,27767274.3
country/NGA,1976,44290962.6
country/NGA,1981,668502980.6
country/NGA,1986,507109035.7
country/NGA,1989,1479454132.1
country/NGA,1993,861998394.3
country/NGA,1998,520798052.8
country/NGA,1999,418169404.5
country/NGA,2000,690224947.2
country/NGA,2001,804550717.5
country/NGA,2004,540841206.0
country/NGA,2007,86487770.2
country/NGA,2009,84670982.9
country/NGA,2010,59261438.3
country/NGA,2011,96191686.0
country/NGA,2015,476014640.9
country/NGA,2024,2089837522.3
country/MKD,1993,2678000.0
country/MKD,1996,24463731.2
country/MKD,1997,62059686.9
country/MKD,2007,88262843.9
country/MKD,2008,103997764.0
country/MKD,2012,124955224.9
country/MKD,2015,128291397.6
country/MKD,2017,177378000.6
country/MKD,2019,151434241.4
country/MKD,2020,148589163.7
country/MKD,2021,190925160.7
country/MKD,2023,2043870093.9
country/MKD,2024,1398493584.8
country/MKD,2027,504810855.7
country/NER,1973,665929.3
country/NER,1983,51732635.8
country/NER,1985,41436358.6
country/NER,1994,15160966.6
country/NER,2000,8230083.3
country/NER,2005,12738120.4
country/NER,2007,9012145.5
country/NER,2012,12806983.6
country/NER,2025,83982255.9
country/NGA,1978,66200813.6
country/NGA,1980,529355016.5
country/NGA,1982,870434356.8
country/NGA,1991,2054366446.9
country/NGA,1996,1043152202.3
country/NGA,2005,4936893035.1
country/NGA,2013,266776275.7
country/NGA,2014,266882512.1
country/NGA,2018,1412064951.9
country/NGA,2019,1832405315.3
country/MKD,2000,37354066.5
country/MKD,2001,54722517.4
country/MKD,2003,49023052.4
country/MKD,2011,129341288.1
country/MKD,2018,158979615.6
country/MKD,2022,2731622083.4
country/NER,1971,555452.1
country/NER,1976,2438113.9
country/NER,1977,3064926.4
country/NER,1981,66309138.7
country/NER,1984,37577577.7
country/NER,1987,67446909.3
country/NER,1988,68065240.0
country/NER,1990,23341395.7
country/NER,1995,12536984.9
country/NER,1996,10214248.9
country/NER,1997,12551401.8
country/NER,1998,10437110.4
country/NER,1999,10183512.9
country/NER,2003,10491925.6
country/NER,2008,7098548.8
country/NER,2014,28967699.1
country/NER,2015,23920366.7
country/NER,2016,32077758.9
country/NER,2020,50276777.5
country/NER,2022,81083172.2
country/NER,2023,86361050.2
country/NER,2026,78338395.4
country/NER,2027,71688574.6
country/NER,2028,64516659.6
country/NGA,1973,38199869.8
country/NGA,1975,45421067.1
country/NGA,1977,52067632.7
country/NGA,1979,257158515.3
country/NGA,1984,1238199612.0
country/NGA,1985,1285651173.0
country/NGA,1987,607407790.5
country/NGA,1988,1478405891.0
country/NGA,1992,1830801258.2
country/NGA,2003,409292537.1
country/NGA,2012,143988635.6
country/NGA,2016,640235236.0
country/NGA,2017,821951005.0
country/NGA,2026,1761014341.5
country/NGA,2027,1575438442.9
country/MKD,1994,33110553.8
country/MKD,1995,9206422.6
country/MKD,1999,44995841.8
country/MKD,2002,49193913.3
country/MKD,2005,53894331.3
country/MKD,2010,127749943.0
country/MKD,2013,116424403.7
country/MKD,2014,151370727.5
country/MKD,2016,124129426.5
country/MKD,2025,1033867842.7
country/MKD,2026,754373299.5
country/MKD,2028,320347450.2
country/PAK,1971,60247012.1
country/PAK,1973,84727355.0
country/PAK,1974,85617740.4
country/PAK,1977,141263436.5
country/PAK,1986,347352942.0
country/PAK,1987,392068976.0
country/PAK,1988,441611853.5
country/PAK,1990,511879743.3
country/PAK,1995,952826804.6
country/PAK,1997,909311054.4
country/PAK,2001,755621393.1
country/PAK,2002,738574346.2
country/PAK,2012,784488953.0
country/PAK,2018,2266486360.0
country/PAK,2019,2700161343.7
country/PAK,2021,2224280433.4
country/PAK,1970,80499900.1
country/PAK,1976,129736566.8
country/PAK,1978,177806982.1
country/PAK,1983,321044843.6
country/PAK,1985,305590741.5
country/PAK,1991,595487288.0
country/PAK,1993,746874045.0
country/PAK,2000,858384560.6
country/PAK,2007,994936221.4
country/PAK,2008,1033533088.7
country/PAK,2017,1563066890.5
country/PAK,1979,214243758.2
country/PAK,1984,323159572.3
country/PAK,1989,458910692.2
country/PAK,1992,654153109.1
country/PAK,1996,913671150.1
country/PAK,1999,953767265.8
country/PAK,2003,783384784.0
country/PAK,2005,681675979.3
country/PAK,2006,808397268.9
country/PAK,2009,911858848.9
country/PAK,2010,883279303.5
country/PAK,2011,819693634.2
country/PAK,2013,756444156.4
country/PAK,2014,755219754.1
country/PAK,2015,1009031977.4
country/PAK,2024,7584616602.6
country/PAK,2025,5827854103.7
country/PAK,2027,3263718532.0
country/PAK,2028,2262134364.1
country/PAK,1972,76054511.8
country/PAK,1975,103581627.7
country/PAK,1980,247608765.3
country/PAK,1981,206304399.3
country/PAK,1982,260002603.9
country/PAK,1994,847141300.7
country/PAK,1998,713146368.7
country/PAK,2004,702563224.1
country/PAK,2016,1222878779.9
country/PAK,2020,2285486104.0
country/PAK,2022,13794476006.3
country/PAK,2023,10452357431.1
country/PAK,2026,4368909955.3
country/PNG,1970,9740240.0
country/PNG,1972,25767529.7
country/PNG,1979,37166519.9
country/PNG,1980,51739275.3
country/PNG,1981,71110187.5
country/PNG,1990,155974437.1
country/PNG,1993,142856128.2
country/PNG,1994,144071120.9
country/PNG,1995,110806315.3
country/PNG,2002,64266956.8
country/PNG,2005,53956084.8
country/PNG,2010,49729615.8
country/PNG,2020,200815761.1
country/PNG,2024,161695064.7
country/PNG,2025,145446138.0
country/PNG,2027,125855167.0
country/PNG,1971,17453694.3
country/PNG,1973,32847799.0
country/PNG,1985,131644797.9
country/PNG,1986,132374257.2
country/PNG,1987,153483983.9
country/PNG,1988,164506470.4
country/PNG,2003,49705001.9
country/PNG,2004,44537744.1
country/PNG,2007,55313438.8
country/PNG,2011,104143918.8
country/PNG,2013,231013243.6
country/PNG,2014,336501309.0
country/PNG,2016,651134339.6
country/PNG,2018,740900249.3
country/PNG,1974,35016468.0
country/PNG,1975,32021237.8
country/PNG,1977,33458780.9
country/PNG,1982,101987583.4
country/PNG,1984,146550732.6
country/PNG,1992,161692060.6
country/PNG,1997,100406851.3
country/PNG,1998,88321805.0
country/PNG,2000,84799261.3
country/PNG,2001,73080322.0
country/PNG,2009,28087609.5
country/PNG,2012,130810963.1
country/PNG,2017,673023468.1
country/PNG,2019,772288543.2
country/PNG,2026,135357558.2
country/PNG,2028,118333661.4
country/PNG,2023,172390874.6
country/PNG,1976,32086123.7
country/PNG,1978,35855921.1
country/PNG,1983,117183096.5
country/PNG,1989,157689668.7
country/PNG,1991,133264970.5
country/PNG,1996,96875524.2
country/PNG,1999,55560805.7
country/PNG,2006,45759281.2
country/PNG,2008,40080120.9
country/PNG,2015,575284459.8
country/PNG,2021,325725992.2
country/PNG,2022,187828763.6
country/PRY,1975,11140707.8
country/PRY,1978,21694881.3
country/PRY,1981,39476405.4
country/PRY,1985,81600248.1
country/PRY,1987,95448955.6
country/PRY,1992,233173395.3
country/PRY,1996,73863940.3
country/PRY,1997,76925940.0
country/PRY,1971,5803446.0
country/PRY,1976,12548125.1
country/PRY,1979,33407760.5
country/PRY,1989,66829779.9
country/PRY,1990,79239653.1
country/PRY,1991,93673558.4
country/PRY,1982,48254412.6
country/PRY,1983,50039508.5
country/PRY,1986,92732947.4
country/PRY,1988,114798391.1
country/PRY,1993,81098604.2
country/PRY,1995,93921619.5
country/PRY,1970,4578685.1
country/PRY,1972,7507549.6
country/PRY,1973,7875413.0
country/PRY,1974,9164382.3
country/PRY,1977,15994156.5
country/PRY,1980,47862252.6
country/PRY,1984,62426540.9
country/PRY,1994,75326459.5
country/PRY,2001,128565390.1
country/PRY,2009,121922300.4
country/PRY,2014,226733133.4
country/PRY,2017,355582384.9
country/PRY,2006,121215925.3
country/PRY,2008,135641337.5
country/PRY,2011,140193822.9
country/PRY,2013,235895110.0
country/PRY,2019,389575760.5
country/PRY,2020,413953802.5
country/PRY,2026,468036678.9
country/PRY,2002,102852776.9
country/PRY,2003,108691946.9
country/PRY,2005,115060760.9
country/PRY,2007,135323248.7
country/PRY,2010,131159246.7
country/PRY,2012,179175806.1
country/PRY,2015,321627711.8
country/PRY,2016,371467149.8
country/PRY,2018,553027779.4
country/PRY,2021,444392223.3
country/PRY,2022,557547368.2
country/PRY,1998,84782310.7
country/PRY,1999,87679220.2
country/PRY,2000,115793955.9
country/PRY,2004,154812534.1
country/PRY,2023,559254405.4
country/PRY,2024,523693615.1
country/PRY,2025,507509849.4
country/PRY,2027,411305932.4
country/PRY,2028,367903163.0
country/PER,1971,166440040.7
country/PER,1981,577989929.0
country/PER,1986,234962177.8
country/PER,1992,313333923.1
country/PER,1993,781568565.4
country/PER,1995,486848539.4
country/PER,1998,976880566.2
country/PER,2009,1976085460.8
country/PER,2012,3438335409.7
country/PER,2013,1946055293.0
country/PER,2020,2048961911.0
country/PER,1970,164505249.0
country/PER,1972,166667927.1
country/PER,1973,232961185.7
country/PER,1978,480034842.5
country/PER,1980,674884441.1
country/PER,1983,459661537.2
country/PER,1984,419858192.4
country/PER,1987,195552541.1
country/PER,1999,1151558088.0
country/PER,2002,1184841938.1
country/PER,2003,1330189612.6
country/PER,2004,1400369003.7
country/PER,2005,1718108636.7
country/PER,2016,2090141521.5
country/PER,2019,2103387521.5
country/PER,2023,2575661371.4
country/PER,2024,2399282945.0
country/PER,1979,580614346.6
country/PER,1991,382144405.5
country/PER,1994,395326561.6
country/PER,1997,984780499.0
country/PER,2000,1174903880.5
country/PER,2001,1155114493.6
country/PER,2007,2109989529.7
country/PER,2021,2292986926.5
country/PER,2022,2811478736.2
country/PER,1974,270195790.7
country/PER,1975,328644022.4
country/PER,1976,341393360.5
country/PER,1977,415776227.3
country/PER,1982,604111676.2
country/PER,1985,365181545.7
country/PER,1988,121777757.9
country/PER,1989,152314430.0
country/PER,1990,92503467.1
country/PER,1996,1310189541.1
country/PER,2006,1849598367.9
country/PER,2008,1807902016.2
country/PER,2010,2549717991.8
country/PER,2011,1788533410.0
country/PER,2014,2021219551.3
country/PER,2015,2203727602.7
country/PER,2017,2150713716.1
country/PER,2018,2327883297.7
country/PER,2025,2276782152.2
country/PER,2026,1954997739.6
country/PER,2027,1769676305.4
country/PER,2028,1538634999.0
country/PHL,1973,94434763.2
country/PHL,1982,929382829.2
country/PHL,1986,1144065851.6
country/PHL,1989,1675057735.4
country/PHL,1991,1456662123.3
country/PHL,1997,1715345013.8
country/PHL,1998,1963957216.6
country/PHL,2004,3540380919.9
country/PHL,2005,3151625735.7
country/PHL,2011,3195223398.6
country/PHL,2016,3174418287.1
country/PHL,2019,3211467094.6
country/PHL,2023,1888408552.9
country/PHL,2026,1355554910.1
country/PHL,2027,1281059534.5
country/PHL,1972,83855059.3
country/PHL,1974,110386748.6
country/PHL,1979,494319841.6
country/PHL,1981,826329093.3
country/PHL,1990,1572556919.5
country/PHL,1992,1337235947.0
country/PHL,1993,1771870065.8
country/PHL,1994,1659384799.9
country/PHL,1999,2048238631.8
country/PHL,2000,2468573616.3
country/PHL,2001,3039232022.5
country/PHL,2003,2699198404.0
country/PHL,2012,2973596666.9
country/PHL,2015,3160993785.7
country/PHL,2018,2564497033.1
