dcid,year,HivDeathsPeople
country/QAT,2007,100.0
country/QAT,2012,100.0
country/QAT,2014,100.0
country/MDA,2002,500.0
country/MDA,2005,1000.0
country/MDA,2008,1000.0
country/MDA,2009,1000.0
country/MDA,2010,1000.0
country/MDA,2015,1000.0
country/MDA,2016,1000.0
country/ROU,1992,500.0
country/ROU,1996,500.0
country/ROU,1997,500.0
country/ROU,1998,500.0
country/ROU,2000,500.0
country/ROU,2002,500.0
country/ROU,2008,500.0
country/ROU,2014,500.0
country/ROU,2016,500.0
country/ROU,2017,500.0
country/ROU,2018,500.0
country/ROU,2022,500.0
country/RWA,1999,16000.0
country/RWA,2002,18000.0
country/RWA,2004,18000.0
country/RWA,2007,10000.0
country/RWA,2011,6100.0
country/RWA,2016,3900.0
country/RWA,2018,3200.0
country/RWA,2019,3100.0
country/RWA,2021,2700.0
country/RWA,2022,2700.0
country/KNA,1994,100.0
country/KNA,1997,100.0
country/KNA,1999,100.0
country/KNA,2001,100.0
country/KNA,2003,100.0
country/KNA,2005,100.0
country/KNA,2008,100.0
country/KNA,2011,100.0
country/KNA,2012,100.0
country/KNA,2014,100.0
country/KNA,2016,100.0
country/KNA,2018,100.0
country/KNA,2020,100.0
country/KNA,2021,100.0
country/STP,1990,100.0
country/STP,1996,500.0
country/STP,1999,500.0
country/STP,2001,500.0
country/STP,2003,500.0
country/STP,2008,500.0
country/STP,2014,100.0
country/STP,2018,100.0
country/STP,2020,100.0
country/STP,2021,100.0
country/SAU,1990,500.0
country/SAU,1995,500.0
country/SAU,1997,500.0
country/SAU,1999,500.0
country/SAU,2007,500.0
country/SAU,2008,500.0
country/SAU,2010,500.0
country/SAU,2011,500.0
country/SAU,2013,500.0
country/SAU,2016,500.0
country/SAU,2017,500.0
country/SAU,2019,500.0
country/SAU,2022,500.0
country/SEN,1995,1000.0
country/SEN,1999,2000.0
country/SEN,2004,3400.0
country/SEN,2007,2900.0
country/SEN,2009,2000.0
country/SEN,2011,2000.0
country/SEN,2014,2200.0
country/SEN,2019,1300.0
country/SEN,2020,1200.0
country/SEN,2021,1100.0
country/SEN,2022,1000.0
country/SRB,1992,100.0
country/SRB,1997,100.0
country/SRB,1998,100.0
country/SRB,2001,100.0
country/SRB,2002,100.0
country/SRB,2011,100.0
country/SRB,2013,100.0
country/SRB,2014,100.0
country/SRB,2016,100.0
country/SRB,2022,100.0
country/SLE,1992,1200.0
country/SLE,2000,3200.0
country/SLE,2006,4700.0
country/SLE,2007,4700.0
country/SLE,2008,4500.0
country/SLE,2012,3700.0
country/SLE,2013,3800.0
country/SLE,2015,3800.0
country/SLE,2016,3500.0
country/SLE,2019,2800.0
country/SVK,1993,100.0
country/SVK,1997,100.0
country/SVK,1998,100.0
country/SVK,2001,100.0
country/SVK,2007,100.0
country/SVK,2008,100.0
country/SVK,2010,100.0
country/SVK,2011,100.0
country/ZAF,1996,81000.0
country/ZAF,2001,190000.0
country/ZAF,2004,250000.0
country/ZAF,2007,220000.0
country/ZAF,2008,190000.0
country/ZAF,2012,100000.0
country/ZAF,2018,55000.0
country/ZAF,2020,48000.0
country/ZAF,2021,45000.0
country/SSD,1990,1100.0
country/SSD,1993,2400.0
country/SSD,2004,9800.0
country/SSD,2005,11000.0
country/SSD,2006,11000.0
country/SSD,2010,13000.0
country/SSD,2011,14000.0
country/ESP,1994,5800.0
country/ESP,1995,6600.0
country/ESP,1998,3000.0
country/ESP,2000,2700.0
country/ESP,2004,2300.0
country/ESP,2010,1200.0
country/ESP,2011,1000.0
country/ESP,2022,1000.0
country/LKA,1998,100.0
country/LKA,2000,100.0
country/LKA,2001,500.0
country/LKA,2002,500.0
country/LKA,2003,500.0
country/LKA,2011,500.0
country/LKA,2013,500.0
country/LKA,2014,500.0
country/LKA,2016,500.0
country/LKA,2017,500.0
country/LKA,2018,500.0
country/LKA,2021,100.0
country/SDN,1993,1000.0
country/SDN,1997,1000.0
country/SDN,2000,1300.0
country/SDN,2011,1800.0
country/SDN,2018,1700.0
country/SUR,1992,100.0
country/SUR,1993,100.0
country/SUR,2002,500.0
country/SUR,2005,500.0
country/SUR,2006,500.0
country/SUR,2008,500.0
country/SUR,2009,500.0
country/SUR,2010,500.0
country/SUR,2014,500.0
country/SUR,2016,500.0
country/SUR,2018,500.0
country/SYR,1994,100.0
country/SYR,1996,100.0
country/SYR,2010,100.0
country/SYR,2012,100.0
country/SYR,2021,100.0
country/TJK,1993,100.0
country/TJK,1996,100.0
country/TJK,1997,100.0
country/TJK,2004,100.0
country/TJK,2006,100.0
country/TJK,2011,100.0
country/TJK,2020,100.0
country/TJK,2022,500.0
country/THA,1990,2700.0
country/THA,1995,27000.0
country/THA,1997,40000.0
country/THA,2003,61000.0
country/THA,2004,56000.0
country/THA,2018,16000.0
country/TLS,1992,100.0
country/TLS,1994,100.0
country/TLS,2001,100.0
country/TLS,2003,100.0
country/TLS,2004,100.0
country/TLS,2007,100.0
country/TLS,2009,100.0
country/TLS,2013,100.0
country/TLS,2016,100.0
country/TLS,2018,100.0
country/TLS,2021,100.0
country/TLS,2022,100.0
country/TGO,1991,1000.0
country/TGO,1992,1400.0
country/TGO,1997,4500.0
country/TGO,2000,7000.0
country/TGO,2014,5200.0
country/TGO,2019,3100.0
country/TGO,2022,2400.0
country/TTO,2002,1000.0
country/TTO,2005,500.0
country/TTO,2007,500.0
country/TTO,2010,500.0
country/TTO,2015,500.0
country/TTO,2018,500.0
country/TTO,2020,500.0
country/TUN,1995,100.0
country/TUN,2001,100.0
country/TUN,2002,100.0
country/TUN,2005,100.0
country/TUN,2006,500.0
country/TUN,2011,500.0
country/TUN,2015,500.0
country/TUN,2017,500.0
country/TUN,2019,500.0
country/TUN,2022,500.0
country/UGA,1993,65000.0
country/UGA,1997,79000.0
country/UGA,2003,80000.0
country/UGA,2009,53000.0
country/UGA,2012,39000.0
country/ARE,1992,100.0
country/ARE,1995,100.0
country/ARE,1996,100.0
country/ARE,1997,100.0
country/ARE,1999,100.0
country/ARE,2000,100.0
country/ARE,2010,100.0
country/ARE,2014,100.0
country/ARE,2015,100.0
country/ARE,2019,100.0
country/ARE,2020,100.0
country/TZA,1990,35000.0
country/TZA,1993,61000.0
country/TZA,1994,70000.0
country/TZA,1997,94000.0
country/TZA,2000,110000.0
country/TZA,2007,90000.0
country/TZA,2010,68000.0
country/TZA,2011,65000.0
country/TZA,2012,57000.0
country/TZA,2014,42000.0
country/URY,1990,100.0
country/URY,1992,100.0
country/URY,1994,500.0
country/URY,2002,500.0
country/URY,2007,500.0
country/URY,2008,500.0
country/URY,2010,500.0
country/URY,2012,500.0
country/URY,2022,500.0
country/VEN,1994,1000.0
country/VEN,2001,1800.0
country/VEN,2007,2300.0
country/VEN,2009,2400.0
country/VEN,2011,2300.0
country/VEN,2019,4400.0
country/VNM,1994,1000.0
country/VNM,1995,1000.0
country/VNM,1996,1600.0
country/VNM,1999,4100.0
country/VNM,2004,9800.0
country/VNM,2005,11000.0
country/VNM,2007,9600.0
country/VNM,2012,5800.0
country/YEM,1997,500.0
country/YEM,1999,500.0
country/YEM,2002,500.0
country/YEM,2007,500.0
country/YEM,2012,500.0
country/YEM,2019,500.0
country/YEM,2020,500.0
country/ZMB,1995,40000.0
country/ZMB,1996,45000.0
country/ZMB,1998,53000.0
country/ZMB,2001,64000.0
country/ZMB,2004,64000.0
country/ZMB,2005,61000.0
country/ZMB,2006,57000.0
country/ZWE,1997,110000.0
country/ZWE,1998,120000.0
country/ZWE,1999,120000.0
country/ZWE,2000,130000.0
country/ZWE,2003,130000.0
country/ZWE,2008,85000.0
country/ZWE,2010,57000.0
country/ZWE,2013,34000.0
country/ZWE,2015,29000.0
country/ZWE,2016,28000.0
country/MEX,2005,5900.0
country/MEX,2007,5600.0
country/MEX,2011,6200.0
country/MEX,2016,5300.0
country/MEX,2021,4500.0
country/MNG,1991,100.0
country/MNG,1992,100.0
country/MNG,1994,100.0
country/MNG,1999,100.0
country/MNG,2003,100.0
country/MNG,2007,100.0
country/MNG,2010,100.0
country/MNG,2014,100.0
country/MNG,2017,100.0
country/MNE,1990,100.0
country/MNE,1994,100.0
country/MNE,2000,100.0
country/MNE,2002,100.0
country/MNE,2004,100.0
country/MNE,2018,100.0
country/MNE,2019,100.0
country/MNE,2022,100.0
country/MAR,1990,500.0
country/MAR,1992,500.0
country/MAR,1995,500.0
country/MAR,1999,1000.0
country/MAR,2001,1000.0
country/MAR,2004,1000.0
country/MAR,2018,1000.0
country/MAR,2019,500.0
country/MOZ,1995,20000.0
country/MOZ,1996,25000.0
country/MOZ,2000,51000.0
country/MOZ,2004,79000.0
country/MOZ,2006,86000.0
country/MOZ,2007,80000.0
country/MOZ,2008,75000.0
country/MOZ,2012,77000.0
country/MMR,1997,3700.0
country/MMR,2001,7700.0
country/MMR,2003,9900.0
country/MMR,2005,12000.0
country/MMR,2007,12000.0
country/MMR,2008,12000.0
country/MMR,2010,12000.0
country/MMR,2012,11000.0
country/MMR,2013,10000.0
country/MMR,2014,9800.0
country/MMR,2015,9100.0
country/MMR,2016,8300.0
country/MMR,2019,7100.0
country/NAM,1994,2800.0
country/NAM,1998,6800.0
country/NAM,1999,7900.0
country/NAM,2003,12000.0
country/NAM,2005,11000.0
country/NAM,2014,3100.0
country/NAM,2016,3500.0
country/NAM,2018,3700.0
country/NPL,1990,100.0
country/NPL,1991,100.0
country/NPL,1998,500.0
country/NPL,2000,1000.0
country/NPL,2002,1000.0
country/NPL,2003,1300.0
country/MEX,2009,5800.0
country/MEX,2013,5900.0
country/MEX,2014,6300.0
country/MNG,1990,100.0
country/MNG,1993,100.0
country/MNG,1997,100.0
country/MNG,1998,100.0
country/MNG,2018,100.0
country/MNE,1991,100.0
country/MNE,1992,100.0
country/MNE,1996,100.0
country/MNE,2007,100.0
country/MAR,1994,500.0
country/MAR,2000,1000.0
country/MAR,2006,1000.0
country/MAR,2008,1000.0
country/MAR,2012,1000.0
country/MAR,2014,1000.0
country/MOZ,1992,9400.0
country/MOZ,1993,12000.0
country/MOZ,1998,37000.0
country/MOZ,2002,66000.0
country/MOZ,2003,73000.0
country/MOZ,2010,76000.0
country/MOZ,2013,75000.0
country/MOZ,2014,65000.0
country/MOZ,2016,51000.0
country/MOZ,2018,47000.0
country/MMR,1992,1000.0
country/MMR,1995,2200.0
country/MMR,1999,5600.0
country/MMR,2004,11000.0
country/MMR,2021,5900.0
country/NAM,1997,5600.0
country/NAM,2000,9000.0
country/NAM,2001,10000.0
country/NAM,2002,11000.0
country/NAM,2006,8900.0
country/NAM,2010,4000.0
country/NAM,2011,3800.0
country/NAM,2020,3100.0
country/NPL,1999,500.0
country/NPL,2004,1600.0
country/NPL,2008,1900.0
country/NPL,2011,1600.0
country/NPL,2012,1500.0
country/NPL,2016,1200.0
country/NPL,2017,1000.0
country/NPL,2018,1000.0
country/NPL,2020,1000.0
country/NPL,2022,500.0
country/NLD,1993,1000.0
country/NLD,1997,100.0
country/NLD,1998,100.0
country/NLD,2005,100.0
country/NLD,2007,100.0
country/NLD,2010,100.0
country/NLD,2013,100.0
country/NLD,2019,100.0
country/NZL,1991,100.0
country/NZL,1995,100.0
country/NZL,1998,100.0
country/NZL,2001,100.0
country/NZL,2003,100.0
country/NZL,2008,100.0
country/NPL,2006,1900.0
country/NPL,2009,1800.0
country/NPL,2010,1700.0
country/NPL,2014,1400.0
country/NPL,2019,1000.0
country/NLD,1991,500.0
country/NLD,1994,1000.0
country/NLD,1995,1000.0
country/NLD,2003,100.0
country/NLD,2008,100.0
country/NLD,2009,100.0
country/NLD,2016,100.0
country/NLD,2020,100.0
country/NZL,1992,100.0
country/NZL,1997,100.0
country/NZL,2004,100.0
country/NZL,2005,100.0
country/NZL,2009,100.0
country/NZL,2012,100.0
country/NZL,2016,100.0
country/NZL,2019,100.0
country/NIC,1990,100.0
country/NIC,1994,100.0
country/NIC,1997,100.0
country/NIC,2000,500.0
country/NIC,2005,500.0
country/NIC,2009,500.0
country/NIC,2015,500.0
country/NIC,2016,500.0
country/NER,1990,500.0
country/NER,2008,3900.0
country/NER,2011,2300.0
country/NER,2017,1600.0
country/NER,2022,1100.0
country/MKD,1999,100.0
country/MKD,2002,100.0
country/MKD,2007,100.0
country/MKD,2008,100.0
country/MKD,2014,100.0
country/OMN,1994,100.0
country/OMN,1996,100.0
country/OMN,2005,100.0
country/OMN,2020,100.0
country/OMN,2021,100.0
country/OMN,2022,100.0
country/PAK,1990,100.0
country/PAK,1991,100.0
country/PAK,1994,100.0
country/PAK,2005,500.0
country/PAK,2006,500.0
country/PAN,1995,500.0
country/PAN,1997,500.0
country/PAN,2004,1000.0
country/PAN,2007,1000.0
country/PAN,2015,1000.0
country/PAN,2020,1000.0
country/PAN,2021,1000.0
country/PNG,1990,100.0
country/PNG,1995,500.0
country/PNG,1997,500.0
country/PNG,1999,500.0
country/PNG,2003,1100.0
country/PNG,2004,1300.0
country/PNG,2007,1200.0
country/NZL,2014,100.0
country/NZL,2022,100.0
country/NIC,1995,100.0
country/NIC,1998,500.0
country/NIC,2003,500.0
country/NIC,2007,500.0
country/NIC,2008,500.0
country/NER,1991,1000.0
country/NER,1993,1200.0
country/NER,1997,2700.0
country/NER,1999,3500.0
country/NER,2001,4100.0
country/NER,2014,1900.0
country/MKD,1991,100.0
country/MKD,1993,100.0
country/MKD,1994,100.0
country/MKD,1997,100.0
country/MKD,2006,100.0
country/MKD,2017,100.0
country/MKD,2019,100.0
country/MKD,2021,100.0
country/OMN,1999,100.0
country/OMN,2000,100.0
country/OMN,2003,100.0
country/OMN,2004,100.0
country/OMN,2007,100.0
country/OMN,2011,100.0
country/OMN,2016,100.0
country/OMN,2017,100.0
country/OMN,2018,100.0
country/PAK,1993,100.0
country/PAK,1995,100.0
country/PAK,1997,100.0
country/PAK,2003,100.0
country/PAK,2007,1000.0
country/PAK,2008,1000.0
country/PAK,2010,2000.0
country/PAK,2013,4300.0
country/PAK,2017,7400.0
country/PAK,2022,12000.0
country/PAN,1990,100.0
country/PAN,1993,500.0
country/PAN,1998,1000.0
country/PAN,2000,500.0
country/PAN,2003,1000.0
country/PAN,2006,1000.0
country/PAN,2012,1000.0
country/PAN,2018,500.0
country/PAN,2019,500.0
country/PAN,2022,1000.0
country/PNG,1992,100.0
country/PNG,2009,1000.0
country/PNG,2010,1100.0
country/PNG,2017,1000.0
country/PNG,2021,1100.0
country/PRY,1990,100.0
country/PRY,1994,100.0
country/PRY,1996,100.0
country/PRY,2001,500.0
country/PRY,2002,500.0
country/PRY,2004,500.0
country/PRY,2005,500.0
country/PRY,2007,500.0
country/PRY,2008,500.0
country/PNG,2011,1200.0
country/PNG,2014,1000.0
country/PNG,2015,1000.0
country/PNG,2018,1000.0
country/PNG,2019,1000.0
country/PRY,1995,100.0
country/PRY,2000,500.0
country/PRY,2009,500.0
country/PRY,2018,500.0
country/PRY,2019,500.0
country/PRY,2022,500.0
country/PER,1997,5900.0
country/PER,2000,6600.0
country/PER,2001,6700.0
country/PER,2007,4600.0
country/PER,2009,3500.0
country/PER,2011,2100.0
country/PER,2016,1800.0
country/PER,2020,1000.0
country/PHL,1993,100.0
country/PHL,1994,100.0
country/PHL,1997,100.0
country/PHL,2000,100.0
country/PHL,2003,100.0
country/PHL,2012,500.0
country/PHL,2013,500.0
country/PHL,2018,1000.0
country/POL,1990,100.0
country/POL,1991,100.0
country/POL,2002,500.0
country/POL,2003,500.0
country/POL,2004,500.0
country/POL,2006,500.0
country/POL,2008,500.0
country/POL,2011,500.0
country/POL,2012,500.0
country/POL,2014,500.0
country/POL,2017,500.0
country/PRT,1990,500.0
country/PRT,1996,1300.0
country/PRT,1998,1200.0
country/PRT,2004,1000.0
country/PRT,2018,500.0
country/PRT,2021,500.0
country/QAT,1992,100.0
country/QAT,1994,100.0
country/QAT,2002,100.0
country/QAT,2010,100.0
country/QAT,2013,100.0
country/QAT,2020,100.0
country/QAT,2021,100.0
country/MDA,1990,100.0
country/MDA,1991,100.0
country/MDA,1994,100.0
country/MDA,1999,500.0
country/MDA,2000,500.0
country/MDA,2004,1000.0
country/MDA,2014,1000.0
country/MDA,2020,500.0
country/ROU,1991,500.0
country/ROU,2003,500.0
country/ROU,2005,500.0
country/ROU,2007,500.0
country/ROU,2010,500.0
country/ROU,2011,500.0
country/ROU,2021,500.0
country/RWA,1990,5600.0
country/RWA,1991,6900.0
country/RWA,1992,8300.0
country/RWA,1993,9700.0
country/RWA,2000,17000.0
country/RWA,2003,19000.0
country/RWA,2008,8900.0
country/RWA,2014,4500.0
country/KNA,1995,100.0
country/KNA,2007,100.0
country/KNA,2009,100.0
country/KNA,2010,100.0
country/KNA,2013,100.0
country/KNA,2017,100.0
country/KNA,2022,100.0
country/STP,1993,500.0
country/STP,2009,500.0
country/STP,2011,500.0
country/SAU,1991,500.0
country/SAU,1992,500.0
country/SAU,1996,500.0
country/SAU,1998,500.0
country/SAU,2006,500.0
country/SAU,2009,500.0
country/SAU,2021,100.0
country/SEN,1996,1200.0
country/SEN,2013,2300.0
country/SRB,1990,100.0
country/SRB,1993,100.0
country/SRB,1995,100.0
country/SRB,1996,100.0
country/SRB,2004,100.0
country/SRB,2007,100.0
country/SRB,2018,100.0
country/SRB,2019,100.0
country/SRB,2021,100.0
country/SLE,1993,1400.0
country/SLE,1995,1900.0
country/SLE,1999,3000.0
country/SLE,2004,4500.0
country/SLE,2010,4000.0
country/SLE,2011,3800.0
country/SLE,2018,3000.0
country/SLE,2022,2300.0
country/SVK,1991,100.0
country/SVK,1999,100.0
country/SVK,2000,100.0
country/SVK,2009,100.0
country/SVK,2012,100.0
country/SVK,2014,100.0
country/SVK,2016,100.0
country/SVK,2018,100.0
country/SVK,2019,100.0
country/ZAF,1991,14000.0
country/ZAF,1994,45000.0
country/ZAF,1997,100000.0
country/ZAF,2000,170000.0
country/ZAF,2003,240000.0
country/ZAF,2006,250000.0
country/ZAF,2019,51000.0
country/SSD,1992,1900.0
country/SSD,1995,3500.0
country/PER,1993,3900.0
country/PER,1999,6400.0
country/PER,2006,5300.0
country/PER,2010,2600.0
country/PER,2019,1100.0
country/PER,2022,1000.0
country/PHL,1991,100.0
country/PHL,1996,100.0
country/PHL,2002,100.0
country/PHL,2005,100.0
country/PHL,2008,500.0
country/PHL,2011,500.0
country/PHL,2015,500.0
country/PHL,2017,1000.0
country/PHL,2020,1000.0
country/PHL,2022,1500.0
country/POL,1993,100.0
country/POL,1994,100.0
country/POL,1996,100.0
country/POL,1999,100.0
country/POL,2001,500.0
country/POL,2010,500.0
country/PRT,1992,1000.0
country/PRT,1999,1200.0
country/PRT,2001,1100.0
country/PRT,2003,1000.0
country/PRT,2005,1000.0
country/PRT,2011,1000.0
country/PRT,2012,1000.0
country/PRT,2015,500.0
country/PRT,2016,500.0
country/PRT,2019,500.0
country/PRT,2020,500.0
country/PRT,2022,500.0
country/QAT,1990,100.0
country/QAT,1998,100.0
country/QAT,2000,100.0
country/QAT,2005,100.0
country/QAT,2011,100.0
country/QAT,2015,100.0
country/QAT,2016,100.0
country/QAT,2017,100.0
country/MDA,1995,100.0
country/MDA,1997,100.0
country/MDA,1998,500.0
country/MDA,2003,1000.0
country/MDA,2006,1000.0
country/MDA,2007,1000.0
country/MDA,2013,1000.0
country/MDA,2017,1000.0
country/MDA,2018,500.0
country/MDA,2019,500.0
country/MDA,2021,500.0
country/MDA,2022,500.0
country/ROU,1993,1000.0
country/ROU,1994,1000.0
country/ROU,2006,500.0
country/ROU,2012,500.0
country/ROU,2015,500.0
country/ROU,2019,500.0
country/RWA,1994,10000.0
country/RWA,1996,9400.0
country/RWA,1998,14000.0
country/RWA,2001,17000.0
country/RWA,2010,7000.0
country/RWA,2017,3500.0
country/RWA,2020,2900.0
country/KNA,1990,100.0
country/KNA,1992,100.0
country/KNA,1993,100.0
country/KNA,2004,100.0
country/KNA,2006,100.0
country/STP,1997,500.0
country/STP,1998,500.0
country/STP,2002,500.0
country/STP,2005,500.0
country/STP,2010,500.0
country/STP,2015,100.0
country/STP,2017,100.0
country/STP,2019,100.0
country/SAU,1993,500.0
country/SAU,1994,500.0
country/SAU,2000,500.0
country/SAU,2003,500.0
country/SAU,2012,500.0
country/SAU,2014,500.0
country/SAU,2020,500.0
country/SEN,1990,500.0
country/SEN,1997,1400.0
country/SEN,1998,1700.0
country/SEN,2001,2600.0
country/SEN,2005,3600.0
country/SEN,2006,3800.0
country/SEN,2015,2000.0
country/SEN,2016,1900.0
country/SEN,2017,1700.0
country/SEN,2018,1600.0
country/SRB,1991,100.0
country/SRB,1994,100.0
country/SRB,2000,100.0
country/SRB,2008,100.0
country/SRB,2009,100.0
country/SRB,2010,100.0
country/SRB,2012,100.0
country/SRB,2015,100.0
country/SRB,2017,100.0
country/SRB,2020,100.0
country/SLE,1997,2400.0
country/SLE,2001,3500.0
country/SLE,2002,4000.0
country/SLE,2005,4700.0
country/SLE,2020,2700.0
country/SVK,1990,100.0
country/SVK,1992,100.0
country/SVK,2003,100.0
country/SVK,2005,100.0
country/SVK,2006,100.0
country/SVK,2017,100.0
country/SVK,2022,100.0
country/ZAF,1993,32000.0
country/ZAF,1998,130000.0
country/ZAF,2002,210000.0
country/ZAF,2005,250000.0
country/ZAF,2013,87000.0
country/ZAF,2015,72000.0
country/SSD,1991,1500.0
country/SSD,1994,2900.0
country/SSD,1996,4100.0
country/SSD,1997,4800.0
country/SSD,2009,13000.0
country/SSD,2012,14000.0
country/SSD,2013,14000.0
country/SSD,2016,12000.0
country/ESP,1990,2700.0
country/ESP,1993,5000.0
country/ESP,1996,5100.0
country/ESP,1999,2800.0
country/ESP,2002,2400.0
country/ESP,2003,2400.0
country/ESP,2006,2000.0
country/ESP,2008,1600.0
country/ESP,2009,1400.0
country/ESP,2014,1000.0
country/ESP,2021,1000.0
country/LKA,1990,100.0
country/LKA,1992,100.0
country/LKA,1994,100.0
country/LKA,2004,500.0
country/LKA,2005,500.0
country/LKA,2019,500.0
country/SDN,1990,500.0
country/SDN,1991,500.0
country/SDN,1992,500.0
country/SDN,1995,1000.0
country/SDN,2002,1500.0
country/SDN,2003,1600.0
country/SDN,2006,1900.0
country/SDN,2009,1700.0
country/SDN,2015,1900.0
country/SDN,2016,1900.0
country/SDN,2017,1800.0
country/SDN,2020,1700.0
country/SUR,1990,100.0
country/SUR,1994,500.0
country/SUR,1995,500.0
country/SUR,2000,500.0
country/SUR,2001,500.0
country/SUR,2007,500.0
country/SUR,2015,500.0
country/SUR,2020,500.0
country/SUR,2021,500.0
country/SYR,1990,100.0
country/SYR,1997,100.0
country/SYR,1998,100.0
country/SYR,2001,100.0
country/SYR,2007,100.0
country/SYR,2008,100.0
country/SYR,2009,100.0
country/SYR,2016,100.0
country/SYR,2018,100.0
country/SYR,2019,100.0
country/TJK,1992,100.0
country/TJK,1994,100.0
country/TJK,1998,100.0
country/TJK,1999,100.0
country/TJK,2001,100.0
country/TJK,2002,100.0
country/TJK,2010,100.0
country/TJK,2012,100.0
country/TJK,2013,100.0
country/TJK,2014,100.0
country/TJK,2016,100.0
country/TJK,2017,100.0
country/TJK,2021,500.0
country/THA,1991,5600.0
country/THA,1992,9800.0
country/THA,2001,60000.0
country/THA,2011,28000.0
country/THA,2016,19000.0
country/THA,2017,17000.0
country/THA,2019,15000.0
country/THA,2020,13000.0
country/TLS,1991,100.0
country/TLS,1993,100.0
country/TLS,1999,100.0
country/TLS,2005,100.0
country/TGO,1993,1900.0
country/TGO,2001,7800.0
country/TGO,2002,8400.0
country/TGO,2003,8800.0
country/TGO,2004,9000.0
country/TGO,2010,6800.0
country/TGO,2017,4100.0
country/TGO,2021,2500.0
country/TTO,1995,500.0
country/TTO,1999,500.0
country/TTO,2003,1000.0
country/TTO,2011,500.0
country/TTO,2016,500.0
country/TTO,2017,500.0
country/TUN,1990,100.0
country/TUN,1991,100.0
country/TUN,1993,100.0
country/TUN,1994,100.0
country/TUN,1996,100.0
country/TUN,1999,100.0
country/TUN,2003,100.0
country/TUN,2007,500.0
country/TUN,2013,500.0
country/TUN,2014,500.0
country/TUN,2016,500.0
country/TUN,2021,500.0
country/UGA,1991,53000.0
country/UGA,1994,70000.0
country/UGA,1998,81000.0
country/UGA,2000,83000.0
country/UGA,2004,75000.0
country/UGA,2006,63000.0
country/UGA,2011,44000.0
country/UGA,2015,26000.0
country/ARE,1991,100.0
country/ARE,1993,100.0
country/ARE,1998,100.0
country/ARE,2001,100.0
country/ARE,2007,100.0
country/ARE,2012,100.0
country/ARE,2016,100.0
country/ARE,2021,100.0
country/TZA,1995,80000.0
country/TZA,1996,88000.0
country/TZA,1998,100000.0
country/TZA,2001,110000.0
country/TZA,2002,120000.0
country/TZA,2003,120000.0
country/TZA,2009,74000.0
country/TZA,2015,38000.0
country/SSD,1999,6100.0
country/SSD,2001,7600.0
country/SSD,2002,8400.0
country/SSD,2008,12000.0
country/SSD,2014,14000.0
country/SSD,2015,13000.0
country/SSD,2021,7900.0
country/SSD,2022,7600.0
country/ESP,1991,3400.0
country/ESP,2012,1000.0
country/ESP,2013,1000.0
country/ESP,2016,1000.0
country/ESP,2017,1000.0
country/ESP,2018,1000.0
country/LKA,1993,100.0
country/LKA,1995,100.0
country/LKA,1997,100.0
country/LKA,2007,500.0
country/LKA,2008,500.0
country/LKA,2009,500.0
country/LKA,2010,500.0
country/LKA,2012,500.0
country/LKA,2015,500.0
country/LKA,2020,500.0
country/SDN,1996,1000.0
country/SDN,2001,1400.0
country/SDN,2004,1700.0
country/SDN,2005,1800.0
country/SDN,2007,2000.0
country/SDN,2012,1900.0
country/SDN,2022,1900.0
country/SUR,1997,500.0
country/SUR,1998,500.0
country/SUR,2003,500.0
country/SUR,2011,500.0
country/SUR,2019,500.0
country/SYR,1991,100.0
country/SYR,1992,100.0
country/SYR,1999,100.0
country/SYR,2002,100.0
country/SYR,2003,100.0
country/SYR,2005,100.0
country/SYR,2006,100.0
country/SYR,2011,100.0
country/SYR,2015,100.0
country/SYR,2017,100.0
country/SYR,2020,100.0
country/SYR,2022,100.0
country/TJK,1990,100.0
country/TJK,2000,100.0
country/TJK,2003,100.0
country/TJK,2005,100.0
country/TJK,2007,100.0
country/TJK,2018,100.0
country/TJK,2019,100.0
country/THA,1993,15000.0
country/THA,1996,33000.0
country/THA,1998,46000.0
country/THA,2000,56000.0
country/THA,2005,48000.0
country/THA,2006,41000.0
country/THA,2007,38000.0
country/THA,2009,33000.0
country/THA,2010,31000.0
country/TZA,2016,36000.0
country/TZA,2019,30000.0
country/TZA,2021,25000.0
country/URY,1998,500.0
country/URY,2000,500.0
country/URY,2006,500.0
country/URY,2009,500.0
country/URY,2013,500.0
country/URY,2015,500.0
country/URY,2016,500.0
country/URY,2019,500.0
country/URY,2021,500.0
country/VEN,1995,1000.0
country/VEN,1997,1200.0
country/VEN,1998,1400.0
country/VEN,2000,1900.0
country/VEN,2004,2200.0
country/VEN,2006,2500.0
country/VEN,2013,2600.0
country/VEN,2016,2200.0
country/VEN,2020,2400.0
country/VEN,2021,1800.0
country/VEN,2022,1500.0
country/VNM,1993,500.0
country/VNM,1997,2300.0
country/VNM,2002,7500.0
country/VNM,2003,8600.0
country/VNM,2010,6000.0
country/VNM,2011,6000.0
country/VNM,2013,5500.0
country/YEM,1990,100.0
country/YEM,1992,100.0
country/YEM,1996,100.0
country/YEM,1998,500.0
country/YEM,2003,500.0
country/YEM,2004,500.0
country/YEM,2006,500.0
country/YEM,2008,500.0
country/YEM,2010,500.0
country/YEM,2015,500.0
country/ZMB,1990,17000.0
country/ZMB,1991,21000.0
country/ZMB,1993,31000.0
country/ZMB,1994,35000.0
country/ZMB,1999,57000.0
country/ZMB,2002,67000.0
country/ZMB,2003,67000.0
country/ZMB,2007,49000.0
country/ZMB,2011,30000.0
