dcid,year,healthExpenditureFinancingSchemeOopCurrentUSD
country/VEN,2005,32214.379710491692
country/VEN,2006,40838.3791336749
country/VEN,2007,55845.365626455525
country/VEN,2008,77126.22263623663
country/VEN,2009,98267.34979040523
country/VEN,2010,103456.14244315775
country/VEN,2011,78875.34096472619
country/VEN,2012,71475.53213811111
country/VEN,2013,64977.261809526295
country/VEN,2014,82984.30985646542
country/VEN,2015,138897.5525922154
country/VEN,2016,329833.77990578336
country/VEN,2017,2271756.7849624064
country/AFG,2002,304930659.49347264
country/AFG,2003,347221411.3069905
country/AFG,2004,426644543.6005878
country/AFG,2005,484002576.54181355
country/AFG,2006,565282342.3022221
country/AFG,2007,662477761.8609551
country/AFG,2008,796480289.9191517
country/AFG,2009,862222615.7893692
country/AFG,2010,1037282566.5700119
country/AFG,2011,1121957919.234128
country/AFG,2012,1193976168.771872
country/AFG,2013,1279530290.867049
country/AFG,2014,1438598955.9318743
country/AFG,2015,1588954853.8856194
country/AFG,2016,1617993543.6144505
country/AFG,2017,1800163903.7103665
country/AFG,2018,1994776558.6408467
country/AFG,2019,2153821699.693859
country/AFG,2020,2340932192.3488607
country/BHR,2000,83255319.14893618
country/BHR,2001,85757978.72340424
country/BHR,2002,95122340.42553191
country/BHR,2003,139109042.55319148
country/BHR,2004,141127659.57446808
country/BHR,2005,142960106.38297874
country/BHR,2006,153553191.48936173
country/BHR,2007,216500000.0
country/BHR,2008,229906914.89361703
country/BHR,2009,263803191.4893617
country/BHR,2010,281223404.2553192
country/BHR,2011,292694148.9361702
country/BHR,2012,338458590.425532
country/BHR,2013,377388377.65957445
country/BHR,2014,385143617.0212766
country/BHR,2015,400135638.29787236
country/BHR,2016,438507978.72340435
country/BHR,2017,512139370.4787235
country/BHR,2018,468148889.2021277
country/BHR,2019,458873747.5
country/BHR,2020,435504899.17553186
country/DJI,2000,11771837.556788446
country/DJI,2001,12453582.229730872
country/DJI,2002,12853261.350149954
country/DJI,2003,12941310.64128606
country/DJI,2004,12839060.364503913
country/DJI,2005,13371314.469196094
country/DJI,2006,14201210.689732786
country/DJI,2007,14564831.327811569
country/DJI,2008,13926514.874888167
country/DJI,2009,13815986.979085192
country/DJI,2010,13712452.458460167
country/DJI,2011,14225775.845285587
country/DJI,2012,14387720.055592757
country/DJI,2013,14351395.946455402
country/DJI,2014,14890790.024814177
country/DJI,2015,15450457.111652534
country/DJI,2016,16553948.434793863
country/DJI,2017,17838626.555106036
country/DJI,2018,19839675.643677454
country/DJI,2019,20900984.528840143
country/DJI,2020,18204757.527529106
country/EGY,2000,3168157140.5941734
country/EGY,2001,3272086584.445004
country/EGY,2002,3111341580.857839
country/EGY,2003,2563719101.8437414
country/EGY,2004,2582210452.8417077
country/EGY,2005,3114815562.5414605
country/EGY,2006,3314049827.0298533
country/EGY,2007,3726421511.507547
country/EGY,2008,4786010124.252186
country/EGY,2009,5230358224.685685
country/EGY,2010,5869856824.1646185
country/EGY,2011,6405040266.136065
country/EGY,2012,7930405778.235848
country/EGY,2013,7714336658.018361
country/EGY,2014,8336149067.128939
country/EGY,2015,9975785063.345728
country/EGY,2016,8552430364.834416
country/EGY,2017,6199341612.746889
country/EGY,2018,7808805944.623637
country/EGY,2019,9593167338.053858
country/EGY,2020,9618989792.267792
country/IRN,2000,10269656573.442072
country/IRN,2001,13089923592.46633
country/IRN,2002,3896156906.8353376
country/IRN,2003,4295321838.09858
country/IRN,2004,5553577635.556791
country/IRN,2005,6842191116.514977
country/IRN,2006,7286447521.5460205
country/IRN,2007,9429090873.488617
country/IRN,2008,12101452299.185823
country/IRN,2009,15175497775.26377
country/IRN,2010,19525811631.762383
country/IRN,2011,22784165145.770664
country/IRN,2012,21821142363.053814
country/IRN,2013,16360405080.52514
country/IRN,2014,12661880245.588436
country/IRN,2015,12732919328.941206
country/IRN,2016,15420659405.77743
country/IRN,2017,16293271113.110878
country/IRN,2018,14193307807.922945
country/IRN,2019,15404761904.761906
country/IRN,2020,18547619047.61905
country/IRQ,2004,408913709.0763135
country/IRQ,2005,437739130.4347826
country/IRQ,2006,529349991.4816275
country/IRQ,2007,843907751.0668641
country/IRQ,2008,860151987.148148
country/IRQ,2009,942128205.1282052
country/IRQ,2010,1168133333.3333333
country/IRQ,2011,1303220512.8205128
country/IRQ,2012,3620990996.1411934
country/IRQ,2013,3860053173.2418523
country/IRQ,2014,4057833619.2109776
country/IRQ,2015,4266302398.6293664
country/IRQ,2016,4274880337.176777
country/IRQ,2017,4672297297.2972975
country/IRQ,2018,4725174349.600508
country/IRQ,2019,4988526874.551607
country/IRQ,2020,3856772448.9624243
country/JOR,2000,318758815.23272216
country/JOR,2001,341333911.5114801
country/JOR,2002,365303329.878545
country/JOR,2003,390691114.2454161
country/JOR,2004,418899858.9562765
country/JOR,2005,447108603.66713685
country/JOR,2006,475317348.3779972
country/JOR,2007,511988884.9986925
country/JOR,2008,614373046.0453575
country/JOR,2009,514084507.04225355
country/JOR,2010,484507042.25352114
country/JOR,2011,502816901.4084507
country/JOR,2012,533802816.9014085
country/JOR,2013,546478873.2394366
country/JOR,2014,554929577.4647888
country/JOR,2015,844531050.7042254
country/JOR,2016,874276718.8873241
country/JOR,2017,1005693719.7183098
country/JOR,2018,1042648778.8732396
country/JOR,2019,1022103681.028169
country/JOR,2020,986342528.1549296
country/KWT,2000,211897846.764714
country/KWT,2001,218467574.95557258
country/KWT,2002,256651340.21273327
country/KWT,2003,275157147.2871692
country/KWT,2004,302002035.96878177
country/KWT,2005,349315068.4931507
country/KWT,2006,392864715.22606647
country/KWT,2007,471475788.120306
country/KWT,2008,561696676.1072206
country/KWT,2009,479523950.86037713
country/KWT,2010,443116116.97928154
country/KWT,2011,503661611.8661235
country/KWT,2012,607282622.5154743
country/KWT,2013,627667937.6844447
country/KWT,2014,660652522.6310818
country/KWT,2015,661454746.7313873
country/KWT,2016,687486122.9703951
country/KWT,2017,725958423.8996298
country/KWT,2018,763476180.19197
country/KWT,2019,782521608.8053418
country/KWT,2020,610449835.0720948
country/LBN,2000,1065088281.9900497
country/LBN,2001,1005658957.0149254
country/LBN,2002,946229632.039801
country/LBN,2003,886800307.0646768
country/LBN,2004,827370982.0232174
country/LBN,2005,767941657.0480928
country/LBN,2006,852353423.548922
country/LBN,2007,936765190.0497513
country/LBN,2008,1021176956.5505803
country/LBN,2009,1105588723.0514097
country/LBN,2010,1246398775.8540628
country/LBN,2011,1312097025.2736318
country/LBN,2012,1151065330.6799335
country/LBN,2013,1224481476.284524
country/LBN,2014,1287048684.775894
country/LBN,2015,1210694528.0265338
country/LBN,2016,1295895787.7280266
country/LBN,2017,1368358973.7976785
country/LBN,2018,1564192106.1359868
country/LBN,2019,1534127282.8927495
country/LBN,2020,2489256607.200789
country/LBY,2000,672396785.1778319
country/LBY,2001,629239270.7056426
country/LBY,2002,331239654.39197016
country/LBY,2003,359881395.9420495
country/LBY,2004,394185667.71988857
country/LBY,2005,434635800.4887285
country/LBY,2006,478594997.8100237
country/LBY,2007,550429390.7580802
country/LBY,2008,627939253.8154781
country/LBY,2009,677592180.1969951
country/LBY,2010,741243960.9755225
country/LBY,2011,709878878.5146375
country/MAR,2000,836561675.9856093
country/MAR,2001,867824621.3939251
country/MAR,2002,999617725.6733265
country/MAR,2003,1292198105.012856
country/MAR,2004,1566866698.8672771
country/MAR,2005,1760291633.491603
country/MAR,2006,1992590978.4266734
country/MAR,2007,2351588883.9158573
country/MAR,2008,2732272517.6041
country/MAR,2009,2889128842.883916
country/MAR,2010,3039980832.802838
country/MAR,2011,3195475826.2643123
country/MAR,2012,3026849132.2813263
country/MAR,2013,3139133627.3649707
country/MAR,2014,3171781941.9762115
country/MAR,2015,2759030407.4422517
country/MAR,2016,2775148328.741859
country/MAR,2017,2836800826.7614455
country/MAR,2018,2958771733.4197555
country/MAR,2019,2967105849.28318
country/MAR,2020,2889067024.1150274
country/OMN,2000,70221066.31989597
country/OMN,2001,67570252.56176855
country/OMN,2002,65019505.85175552
country/OMN,2003,72602932.84785435
country/OMN,2004,82170261.2223667
country/OMN,2005,84811258.04941484
country/OMN,2006,98707852.1196359
country/OMN,2007,115053045.74772431
country/OMN,2008,152571106.5279584
country/OMN,2009,157444249.7009103
country/OMN,2010,167470404.94148248
country/OMN,2011,187838643.25097525
country/OMN,2012,203896282.0806242
country/OMN,2013,157057449.8309493
country/OMN,2014,165313430.8452536
country/OMN,2015,170177843.6671001
country/OMN,2016,174445726.29388818
country/OMN,2017,189812782.7308193
country/OMN,2018,191110393.18595576
country/OMN,2019,199823638.10143042
country/OMN,2020,179129391.7555267
country/PAK,2000,1364811304.5304894
country/PAK,2001,1192163539.338809
country/PAK,2002,1246404663.647526
country/PAK,2003,1449806997.7746217
country/PAK,2004,1616566124.7353802
country/PAK,2005,2263896069.693129
country/PAK,2006,3198153815.5741863
country/PAK,2007,3458044654.5045795
country/PAK,2008,3228552044.9607806
country/PAK,2009,3053820454.8915
country/PAK,2010,3189867665.522535
country/PAK,2011,3331917153.2734714
country/PAK,2012,3250927339.2032332
country/PAK,2013,3736048535.0635366
country/PAK,2014,4508007926.667324
country/PAK,2015,4759842045.798326
country/PAK,2016,4987834342.766295
country/PAK,2017,5433513055.740104
country/PAK,2018,5117322100.247666
country/PAK,2019,4661623321.697259
country/PAK,2020,4791270911.037977
country/QAT,2000,107142857.14285713
country/QAT,2001,111278901.09890111
country/QAT,2002,130877863.15384613
country/QAT,2003,153928686.3434066
country/QAT,2004,181039328.64285713
country/QAT,2005,212924824.4340659
country/QAT,2006,250426143.31318682
country/QAT,2007,294532370.3901099
country/QAT,2008,346406793.0741759
country/QAT,2009,407417582.4175824
country/QAT,2010,419230769.2307692
country/QAT,2011,453296703.2967033
country/QAT,2012,355494505.49450547
country/QAT,2013,285082417.58241755
country/QAT,2014,282197802.1978022
country/QAT,2015,352400431.2994504
country/QAT,2016,433205255.17582405
country/QAT,2017,525220048.0137362
country/QAT,2018,617254023.1703297
country/QAT,2019,631882834.1950549
country/QAT,2020,572649167.282967
country/SAU,2000,1473600000.0
country/SAU,2001,1481600000.0
country/SAU,2002,1486666666.6666667
country/SAU,2003,1541333333.3333333
country/SAU,2004,1683200000.0
country/SAU,2005,1850400000.0
country/SAU,2006,2097066666.6666667
country/SAU,2007,2478666666.6666665
country/SAU,2008,2991200000.0
country/SAU,2009,3378400000.0
country/SAU,2010,3650400000.0
country/SAU,2011,3892000000.0
country/SAU,2012,4483733333.333333
country/SAU,2013,4788000000.0
country/SAU,2014,5194133333.333333
country/SAU,2015,5644800000.0
country/SAU,2016,5911109050.392
country/SAU,2017,6176760792.0
country/SAU,2018,7188108917.333331
country/SDN,2000,292856517.80765975
country/SDN,2001,329336324.01037794
country/SDN,2002,367633328.7969951
country/SDN,2003,519956375.2641777
country/SDN,2004,633178883.6974854
country/SDN,2005,786926968.7712743
country/SDN,2006,1233690479.8452725
country/SDN,2007,1952284112.8912258
country/SDN,2008,2194087435.13972
country/SDN,2009,1956956232.077169
country/SDN,2010,2299652161.2908626
country/SDN,2011,2902926212.9437895
country/SDN,2012,2352952152.161493
country/SDN,2013,3441417712.3169856
country/SDN,2014,2922849871.590762
country/SDN,2015,3861273234.7340317
country/SDN,2016,4617727351.169921
country/SDN,2017,5693333891.934595
country/SDN,2018,1672967198.3372364
country/SDN,2019,1366777072.9081945
country/SDN,2020,1530186786.3080716
country/SYR,2000,2360801781.737194
country/SYR,2001,2360801781.737194
country/SYR,2002,2440979955.45657
country/SYR,2003,2533719376.391982
country/SYR,2004,2629933184.855234
country/SYR,2005,2729888641.42539
country/SYR,2006,2989889538.5300674
country/SYR,2007,3479409116.258352
country/SYR,2008,3928129345.2115808
country/SYR,2009,4300567456.570156
country/SYR,2010,4400388501.55902
country/SYR,2011,908079819.6971928
country/SYR,2012,766287217.9578568
country/TUN,2000,418764120.0860895
country/TUN,2001,443861254.64955646
country/TUN,2002,499709682.78158236
country/TUN,2003,613451438.3753209
country/TUN,2004,706046194.1976215
country/TUN,2005,733590679.0329645
country/TUN,2006,789570857.0688004
country/TUN,2007,905618304.6870856
country/TUN,2008,1039904870.8792927
country/TUN,2009,1047780945.9924833
country/TUN,2010,1091365390.603605
country/TUN,2011,1225275748.3822112
country/TUN,2012,1219430957.1193025
country/TUN,2013,1238850580.8913693
country/TUN,2014,1232338097.6924324
country/TUN,2015,1129107863.5366087
country/TUN,2016,1101839080.6474156
country/TUN,2017,1056781198.3425813
country/TUN,2018,1062298211.5155013
country/TUN,2019,980858924.2102404
country/TUN,2020,981369676.4874091
country/ARE,2000,544704042.3852961
country/ARE,2001,387202178.35262084
country/ARE,2002,836894436.1906058
country/ARE,2003,903506587.9591557
country/ARE,2004,1106713017.413206
country/ARE,2005,1263037917.9577947
country/ARE,2006,1534539414.5677333
country/ARE,2007,1910841116.4057183
country/ARE,2008,2322262219.1967325
country/ARE,2009,1653291218.5159974
country/ARE,2010,2017114227.3655546
country/ARE,2011,2172923076.923077
country/ARE,2012,2147665078.2845473
country/ARE,2013,2404649693.6691628
country/ARE,2014,2606124015.237577
country/ARE,2015,2283141052.7678695
country/ARE,2016,2326513301.4486046
country/ARE,2017,1787164374.0803266
country/ARE,2018,2222175295.0279098
country/ARE,2019,2251072082.3825736
country/ARE,2020,2282019131.3818927
country/YEM,2000,195562035.7254902
country/YEM,2001,217462453.22421235
country/YEM,2002,241198825.07200006
country/YEM,2003,367972817.05112314
country/YEM,2004,462529330.126325
country/YEM,2005,565001785.1011997
country/YEM,2006,695215943.1890844
country/YEM,2007,871762222.2966874
country/YEM,2008,1063984864.1899389
country/YEM,2009,1116464924.9190996
country/YEM,2010,1180259285.577895
country/YEM,2011,1131418201.91609
country/YEM,2012,1316982241.1336625
country/YEM,2013,1495347910.32626
country/YEM,2014,1599440625.171204
country/YEM,2015,1461361732.8519876
country/ALB,2000,107415508.03038281
country/ALB,2001,114321978.28109619
country/ALB,2002,125482435.5119981
country/ALB,2003,164105831.7417269
country/ALB,2004,204481606.64841887
country/ALB,2005,227495064.6525621
country/ALB,2006,245736188.85282314
country/ALB,2007,312587950.49241364
country/ALB,2008,399034840.90449244
country/ALB,2009,396697892.85419816
country/ALB,2010,446059427.21528995
country/ALB,2011,476952104.0677281
country/ALB,2012,441594287.51896703
country/ALB,2013,463396575.79079205
country/ALB,2014,503726298.82442164
country/ALB,2015,422061817.7487849
country/ALB,2016,451110618.8452786
country/ALB,2017,489752308.98404706
country/ALB,2018,570181453.3865262
country/AND,2001,14094989.08277405
country/AND,2002,15840584.114436287
country/AND,2003,21031010.124153502
country/AND,2004,25921492.58753415
country/AND,2005,28216093.54557891
country/AND,2006,30695943.670806672
country/AND,2007,35018032.65808924
country/AND,2008,36088333.55793175
country/AND,2009,32156971.14476244
country/AND,2010,30808244.557868216
country/AND,2011,32626829.120267257
country/AND,2012,29178664.07554927
country/AND,2013,28954708.46061894
country/AND,2014,28298126.7437226
country/AND,2015,25296793.520470433
country/AND,2016,25127296.878459156
country/AND,2017,25643922.277451422
country/AND,2018,29286726.499763817
country/AND,2019,29441397.06705474
country/AND,2020,28326670.474014852
country/ARM,2000,49736265.33174967
country/ARM,2001,50072218.79569507
country/ARM,2002,136116763.3687198
country/ARM,2003,154021606.42781594
country/ARM,2004,155037718.25269756
country/ARM,2005,180789514.96027973
country/ARM,2006,228480231.52882183
country/ARM,2007,294741757.7473392
country/ARM,2008,553159890.6789616
country/ARM,2009,537676815.1447845
country/ARM,2010,663859364.5321028
country/ARM,2011,745702931.4239178
country/ARM,2012,762318223.0863045
country/ARM,2013,951510008.0849984
country/ARM,2014,974639847.6852931
country/ARM,2015,871600845.3082181
country/ARM,2016,846426700.30782
country/ARM,2017,1007585419.0939606
country/ARM,2018,1050480666.4056364
country/ARM,2019,1314182957.001211
country/ARM,2020,1204628893.017244
country/AUT,2000,3236153649.254909
country/AUT,2001,3380186443.6653585
country/AUT,2002,3749068386.820791
country/AUT,2003,4729627061.4129305
country/AUT,2004,5649612761.05098
country/AUT,2005,5837522864.211671
country/AUT,2006,6027656591.008226
country/AUT,2007,6976615807.46512
country/AUT,2008,7666071676.962499
country/AUT,2009,7416035820.59062
country/AUT,2010,7458231406.2166815
country/AUT,2011,8110732560.88523
country/AUT,2012,7797465960.87305
country/AUT,2013,8482964836.904729
country/AUT,2014,8763694553.866636
country/AUT,2015,7560220836.718746
country/AUT,2016,7885564266.300118
country/AUT,2017,8298604031.917661
country/AUT,2018,8675829163.321562
country/AUT,2019,8348097177.105868
country/AUT,2020,8353871570.969673
country/AUT,2021,8949066175.585276
country/AZE,2000,106672388.7170842
country/AZE,2001,110243653.17919074
country/AZE,2002,123206566.86070676
country/AZE,2003,137057724.61528122
country/AZE,2004,152171870.73717138
country/AZE,2005,175239587.44305447
country/AZE,2006,244524412.8066081
country/AZE,2007,346733938.78787625
country/AZE,2008,513041986.64354557
country/AZE,2009,642943040.2056943
country/AZE,2010,763033192.5496792
country/AZE,2011,965966440.264085
country/AZE,2012,1252503774.983698
country/AZE,2013,1445942648.2052658
country/AZE,2014,1666281340.8597593
country/AZE,2015,1470148504.8836172
country/AZE,2016,1080210797.7263544
country/AZE,2017,1107256736.8918605
country/AZE,2018,1226885989.353043
country/AZE,2019,1340562534.3705885
country/AZE,2020,1282302222.7705884
country/BLR,2000,91246079.27003136
country/BLR,2001,151079136.69064748
country/BLR,2002,195430645.38644046
country/BLR,2003,214501173.0532905
country/BLR,2004,263857433.6624222
country/BLR,2005,413056801.4040171
country/BLR,2006,519508820.1681996
country/BLR,2007,687346765.0683777
country/BLR,2008,992174911.2700236
country/BLR,2009,847890536.563316
country/BLR,2010,944264078.3478988
country/BLR,2011,1011190104.4633112
country/BLR,2012,1060305601.2637798
country/BLR,2013,1453662576.882288
country/BLR,2014,1481745708.2418725
country/BLR,2015,1239641746.9852498
country/BLR,2016,753532371.4749074
country/BLR,2017,852865096.6590608
country/BLR,2018,844264313.1449058
country/BLR,2019,969874349.6378703
country/BLR,2020,973687220.1100601
country/BEL,2000,3826988596.8627534
country/BEL,2001,3775168021.614178
country/BEL,2002,4480695655.607851
country/BEL,2003,6046970798.316851
country/BEL,2004,6866954031.486891
country/BEL,2005,7117046071.632682
country/BEL,2006,7530327128.63646
country/BEL,2007,8846368589.71336
country/BEL,2008,9879024773.196093
country/BEL,2009,9810426724.227728
country/BEL,2010,9686012092.966684
country/BEL,2011,10628581955.768503
country/BEL,2012,10025991012.519142
country/BEL,2013,10749978658.409443
country/BEL,2014,10915218844.572905
country/BEL,2015,9319242573.51562
country/BEL,2016,9270023561.42337
country/BEL,2017,9678716320.63178
country/BEL,2018,10442344614.40313
country/BEL,2019,10833031689.176453
country/BEL,2020,9258732176.221052
country/BIH,2000,187029922.5088318
country/BIH,2001,182333307.09181166
country/BIH,2002,191923118.99371436
country/BIH,2003,229355143.86461225
country/BIH,2004,393037801.7648993
country/BIH,2005,447425679.1285789
country/BIH,2006,514250243.2838347
country/BIH,2007,646499372.6670101
country/BIH,2008,796175361.812456
country/BIH,2009,486208075.84026325
country/BIH,2010,465560742.52245355
country/BIH,2011,503877407.9957706
country/BIH,2012,477031849.8679837
country/BIH,2013,498631642.16670126
country/BIH,2014,508374484.2271793
country/BIH,2015,436622425.3645144
country/BIH,2016,447628828.45918787
country/BIH,2017,470572923.7360484
country/BIH,2018,526033589.8924529
country/BIH,2019,536619120.3094816
country/BIH,2020,566472984.0865027
country/BGR,2000,311782505.7988249
country/BGR,2001,425228386.7030312
country/BGR,2002,462210666.95554835
country/BGR,2003,579441931.2422497
country/BGR,2004,706641292.0545636
country/BGR,2005,799884592.5800457
country/BGR,2006,956786951.1308715
country/BGR,2007,1165088695.2870789
country/BGR,2008,1459162875.3412156
country/BGR,2009,1522410383.701708
country/BGR,2010,1551482285.7851923
country/BGR,2011,1821596800.474008
country/BGR,2012,1954502808.7119343
country/BGR,2013,1668816929.445559
country/BGR,2014,1764790675.063033
country/BGR,2015,1595588301.972342
country/BGR,2016,1740136026.2060156
country/BGR,2017,1871551703.4404972
country/BGR,2018,1912715331.0367332
country/BGR,2019,1846487156.8604038
country/BGR,2020,2115496407.069338
country/HRV,2000,231335850.42088693
country/HRV,2001,240025314.2674717
country/HRV,2002,310011360.34132475
country/HRV,2003,366974860.16154253
country/HRV,2004,495172739.66744304
country/HRV,2005,419736351.9016015
country/HRV,2006,468551194.40894896
country/HRV,2007,556567275.4404898
country/HRV,2008,787846339.0289816
country/HRV,2009,703563152.7742115
country/HRV,2010,676431036.94159
country/HRV,2011,585530738.2819351
country/HRV,2012,505273939.1832621
country/HRV,2013,334976361.3205896
country/HRV,2014,435443279.47532797
country/HRV,2015,367905985.4996945
country/HRV,2016,386719924.0002818
country/HRV,2017,411214144.8053248
country/HRV,2018,479014796.12619805
country/HRV,2019,486065390.11650354
country/HRV,2020,464115246.6894177
country/CYP,2000,505106138.0554432
country/CYP,2001,523387974.7212253
country/CYP,2002,576379495.752008
country/CYP,2003,666704981.119717
country/CYP,2004,797325138.0221777
country/CYP,2005,865178876.493716
country/CYP,2006,920586880.5354791
country/CYP,2007,1074349075.9753592
country/CYP,2008,864292392.7218746
country/CYP,2009,840767869.99414
country/CYP,2010,722946441.2500014
country/CYP,2011,735534210.8365773
country/CYP,2012,693708795.4921876
country/CYP,2013,707087387.8423549
country/CYP,2014,726228939.2474484
country/CYP,2015,590071131.1082027
country/CYP,2016,624553477.8735424
country/CYP,2017,680104218.0329422
country/CYP,2018,775106502.0101955
country/CYP,2019,575060621.9921559
country/CYP,2020,279932848.96965057
country/CZE,2000,359418888.0804693
country/CZE,2001,423132932.07188076
country/CZE,2002,507842164.1052687
country/CZE,2003,676982523.3081641
country/CZE,2004,814553371.1417426
country/CZE,2005,964643196.78318
country/CZE,2006,1121723640.6819935
country/CZE,2007,1551757280.5965712
country/CZE,2008,2418510202.0892267
country/CZE,2009,2263075853.7480984
country/CZE,2010,2192190436.2965198
country/CZE,2011,2388969206.6437125
country/CZE,2012,2228783041.757119
country/CZE,2013,2220935332.365331
country/CZE,2014,2239672407.5635314
country/CZE,2015,2006524721.7846437
country/CZE,2016,2095547243.4098558
country/CZE,2017,2347245789.9014707
country/CZE,2018,2638942471.784287
country/CZE,2019,2706058062.3357935
country/CZE,2020,2612681897.0067105
country/DNK,2000,2043016882.972415
country/DNK,2001,2104455612.5374613
country/DNK,2002,2289633243.0021467
country/DNK,2003,2826794690.2851906
country/DNK,2004,3367185643.9348187
country/DNK,2005,3536321205.4207916
country/DNK,2006,3767754361.1148577
country/DNK,2007,4337490380.701489
country/DNK,2008,4744876267.560157
country/DNK,2009,4692524840.5108595
country/DNK,2010,4682087276.574369
country/DNK,2011,4975491759.134634
country/DNK,2012,4651681276.460406
country/DNK,2013,4736953980.934251
country/DNK,2014,4854256001.520422
country/DNK,2015,4213732548.751383
country/DNK,2016,4340303453.512558
country/DNK,2017,4592619910.940809
country/DNK,2018,4981165302.712417
country/DNK,2019,4852616996.320316
country/DNK,2020,4809700083.094913
country/DNK,2021,5332568312.365805
country/EST,2000,3824703.2613698416
country/EST,2001,3677980.1408525407
country/EST,2002,4553392.043302564
country/EST,2003,6293115.688786125
country/EST,2004,8899959.03850934
country/EST,2005,10314860.246043278
country/EST,2006,12009160.888494393
country/EST,2007,16188768.568401746
country/EST,2008,18411430.8966112
country/EST,2009,16717846.364882901
country/EST,2010,17303517.07208355
country/EST,2011,291197038.9105064
country/EST,2012,288948972.30468756
country/EST,2013,341591959.6862755
country/EST,2014,398573749.7579986
country/EST,2015,360588249.96316385
country/EST,2016,383004969.8991838
country/EST,2017,440634741.14905953
country/EST,2018,502319236.93599963
country/EST,2019,506926156.84941083
country/EST,2020,509474975.32233596
country/EST,2021,538111358.8759693
country/FIN,2000,1933021768.2517881
country/FIN,2001,1992967510.1523511
country/FIN,2002,2221665534.267346
country/FIN,2003,2771122132.25907
country/FIN,2004,3160677166.760086
country/FIN,2005,3324183518.1888385
country/FIN,2006,3383962078.490038
country/FIN,2007,3937309916.7004952
country/FIN,2008,4427357828.114842
country/FIN,2009,4253929526.9769745
country/FIN,2010,4287760607.288517
country/FIN,2011,4614081877.471584
country/FIN,2012,4323433828.087387
country/FIN,2013,4734757985.026418
country/FIN,2014,4741783308.4305725
country/FIN,2015,4214117350.8829226
country/FIN,2016,4351715951.026378
country/FIN,2017,4443849180.729359
country/FIN,2018,4596276983.717473
country/FIN,2019,4290945796.0784245
country/FIN,2020,4288386713.011685
country/FRA,2000,9520237946.40002
country/FRA,2001,9808639028.08269
country/FRA,2002,10740790859.317667
country/FRA,2003,13719212077.811344
country/FRA,2004,15611698024.507374
country/FRA,2005,16536987835.567308
country/FRA,2006,22555012246.41173
country/FRA,2007,26151393420.41185
country/FRA,2008,30862156265.59374
country/FRA,2009,30994938665.85154
country/FRA,2010,30391723154.166725
country/FRA,2011,32815651317.704346
country/FRA,2012,30682218143.460945
country/FRA,2013,32398270822.79225
country/FRA,2014,33085607927.91753
country/FRA,2015,27409439735.386703
country/FRA,2016,27598238207.953377
country/FRA,2017,28758327599.847107
country/FRA,2018,29750995725.968605
country/FRA,2019,28647341511.137203
country/FRA,2020,28701309420.980625
country/GEO,2000,183182929.91481796
country/GEO,2001,181378184.77098563
country/GEO,2002,210413654.11547703
country/GEO,2003,260993172.23219073
country/GEO,2004,338611640.1012183
country/GEO,2005,423683230.5846332
country/GEO,2006,469548611.7611826
country/GEO,2007,588449508.3782706
country/GEO,2008,739204561.3348595
country/GEO,2009,729727276.7649397
country/GEO,2010,807925902.7216053
country/GEO,2011,915507965.4746265
country/GEO,2012,974408405.7107983
country/GEO,2013,936062764.9021553
country/GEO,2014,919199546.9133455
country/GEO,2015,636307886.6484764
country/GEO,2016,672236951.9061149
country/GEO,2017,627803881.8509347
country/GEO,2018,596760500.8068255
country/GEO,2019,544155818.8098909
country/GEO,2020,564520680.9334136
country/DEU,2000,23426508693.33338
country/DEU,2001,23476241176.377983
country/DEU,2002,26349357434.50985
country/DEU,2003,33070605225.09797
country/DEU,2004,39649386341.698944
country/DEU,2005,41035073543.96885
country/DEU,2006,43791520168.23523
country/DEU,2007,49127526271.76486
country/DEU,2008,53641393456.249985
country/DEU,2009,52693485116.01559
country/DEU,2010,52083430683.333435
country/DEU,2011,55962168988.32696
country/DEU,2012,53688749020.312515
country/DEU,2013,54144716222.745255
country/DEU,2014,55189908082.7449
country/DEU,2015,48666563921.48435
country/DEU,2016,50038662119.06627
country/DEU,2017,53505089561.17656
country/DEU,2018,59549631156.8627
country/DEU,2019,60780749035.29402
country/DEU,2020,61334788854.47488
country/DEU,2021,62878023104.65119
country/GRC,2003,6480283065.186579
country/GRC,2004,7598726440.2262745
country/GRC,2005,7828507686.953072
country/GRC,2006,8143065666.954004
country/GRC,2007,9165609599.713303
country/GRC,2008,10119409137.738438
country/GRC,2009,9194846774.240572
country/GRC,2010,8057719157.166682
country/GRC,2011,8106399404.182896
country/GRC,2012,6576691884.574221
country/GRC,2013,6801522243.244333
country/GRC,2014,6912032817.69174
country/GRC,2015,5796230701.197653
country/GRC,2016,5598610788.951377
country/GRC,2017,5689403141.928244
country/GRC,2018,6212602513.454112
country/GRC,2019,5661128861.301951
country/GRC,2020,6003823636.336204
country/HUN,2000,874586181.947048
country/HUN,2001,1057199204.1607037
country/HUN,2002,1324457772.1479702
country/HUN,2003,1825326933.3650331
country/HUN,2004,2086647074.539143
country/HUN,2005,2328941665.7272053
country/HUN,2006,2251128855.9342175
country/HUN,2007,2652110496.435238
country/HUN,2008,2957109656.427941
country/HUN,2009,2483393599.9341006
country/HUN,2010,2699152416.7144184
country/HUN,2011,2996334336.3756185
country/HUN,2012,2803808607.126326
country/HUN,2013,2783848543.776124
country/HUN,2014,2816342674.529413
