dcid,year,interestPaymentsPPGCurrentUSD
country/BDI,2023,5518099.6
country/CPV,1982,895188.7
country/CPV,1989,2321860.5
country/CPV,1990,1891227.5
country/CPV,2002,6689380.5
country/CPV,2004,5966682.2
country/CPV,2007,6424746.2
country/CPV,2008,6572796.2
country/CPV,2009,6761490.3
country/CPV,2015,17765487.4
country/CPV,2018,19229164.4
country/CPV,2028,14736339.2
country/CPV,1983,1980330.6
country/CPV,1988,3594812.2
country/CPV,1992,2957542.6
country/CPV,2000,4809103.9
country/CPV,2006,6267251.9
country/CPV,2013,15419306.9
country/CPV,2019,19239877.2
country/KHM,1993,12000.0
country/KHM,1995,1071000.0
country/KHM,2009,20730999.1
country/KHM,2010,26051952.2
country/KHM,2011,30603391.6
country/KHM,2014,57385364.6
country/KHM,2017,71783268.2
country/KHM,2023,160067981.6
country/KHM,2024,162733038.3
country/KHM,2001,4542349.5
country/KHM,2004,11046414.2
country/KHM,2006,13026692.9
country/KHM,2007,13894600.9
country/KHM,2018,85485900.2
country/KHM,2025,161309765.3
country/CPV,1985,2597150.1
country/CPV,1987,3506323.4
country/CPV,1994,3040529.6
country/CPV,1995,3375929.5
country/CPV,1999,3386497.8
country/CPV,2005,6788874.6
country/CPV,2012,13128351.4
country/CPV,2014,18146511.1
country/CPV,2016,18131257.9
country/CPV,2022,22111269.1
country/CPV,2023,21618791.7
country/CPV,2026,17453375.6
country/CPV,1981,211575.6
country/CPV,1984,2990050.6
country/CPV,1986,2000509.1
country/CPV,1991,2662258.6
country/CPV,1993,1973659.7
country/CPV,1996,2648017.8
country/CPV,1997,4198776.8
country/CPV,1998,3759810.7
country/CPV,2001,3693368.8
country/CPV,2003,4836675.1
country/CPV,2010,7689105.9
country/CPV,2011,10113979.5
country/CPV,2017,18080288.1
country/CPV,2020,16621484.5
country/CPV,2021,10429378.5
country/CPV,2024,20322242.6
country/CPV,2025,18850264.5
country/CPV,2027,16074101.4
country/KHM,1994,308000.0
country/KHM,1996,1827805.6
country/KHM,2000,4155492.7
country/KHM,2005,12210461.5
country/KHM,2013,51469675.2
country/KHM,2015,56826431.6
country/KHM,2021,103375699.8
country/KHM,2027,145725764.6
country/KHM,1992,738000.0
country/KHM,1997,3094482.3
country/KHM,1998,3443444.7
country/KHM,1999,3936823.8
country/KHM,2002,6011593.5
country/KHM,2003,8099601.7
country/KHM,2008,19078386.7
country/KHM,2012,42101557.7
country/KHM,2016,72472888.1
country/KHM,2019,92550852.8
country/KHM,2020,94777594.7
country/KHM,2022,150206460.0
country/KHM,2026,156731200.1
country/KHM,2028,135799628.4
country/CMR,1970,4394926.3
country/CMR,1972,6224293.4
country/CMR,1973,9572258.5
country/CMR,1975,15094245.6
country/CMR,1976,18830494.7
country/CMR,1980,103881634.3
country/CMR,1990,176795773.1
country/CMR,2000,198124326.9
country/CMR,2001,105128146.7
country/CMR,2012,35064574.4
country/CMR,2015,115382339.5
country/CMR,2017,239686412.6
country/CMR,2018,231858731.9
country/CMR,2021,276668166.2
country/CMR,2026,118955958.9
country/CMR,1981,117814160.0
country/CMR,1982,124593131.8
country/CMR,1983,97976376.0
country/CMR,1993,135411355.8
country/CMR,1997,179138122.6
country/CMR,2008,47121942.3
country/CMR,2010,27379529.9
country/CMR,2013,29191114.8
country/CMR,2016,168157872.9
country/CMR,2025,208843209.0
country/CMR,1971,5500704.5
country/CMR,1974,11224420.1
country/CMR,1978,43371086.0
country/CMR,1985,105088054.0
country/CMR,1986,133538557.6
country/CMR,1987,143476320.1
country/CMR,1988,121150883.8
country/CMR,1989,94815089.9
country/CMR,1991,145610783.6
country/CMR,1998,174180435.7
country/CMR,1999,180272597.8
country/CMR,2005,177637278.4
country/CMR,2007,71247162.3
country/CMR,2009,26104377.5
country/CMR,2011,57230879.2
country/CMR,2027,99603184.5
country/CMR,2028,84151544.4
country/CMR,1977,28210459.7
country/CMR,1979,61086869.1
country/CMR,1984,116966609.5
country/CMR,1992,113926629.6
country/CMR,1994,140317667.3
country/CMR,1995,162594381.9
country/CMR,1996,229404521.0
country/CMR,2002,120673987.4
country/CMR,2003,123841185.5
country/CMR,2004,184304300.4
country/CMR,2006,67061552.2
country/CMR,2014,136019822.9
country/CMR,2019,230163630.9
country/CMR,2020,330137697.2
country/CMR,2022,231148035.0
country/CMR,2023,232997519.5
country/CMR,2024,224783521.6
country/CAF,1975,2123126.4
country/CAF,1983,6680354.1
country/CAF,1994,8073970.0
country/CAF,1995,3506087.4
country/CAF,1997,2441254.3
country/CAF,2007,19621660.0
country/CAF,2014,2556538.0
country/CAF,2016,1530843.7
country/CAF,2019,2220842.2
country/CAF,2027,2859719.2
country/CAF,1977,1225639.6
country/CAF,1981,946622.1
country/CAF,1989,7931357.6
country/CAF,1992,6601443.0
country/CAF,1998,6685377.6
country/CAF,2002,32781.7
country/CAF,2006,16547856.3
country/CAF,2008,6125329.3
country/CAF,2013,455166.5
country/CAF,2015,2572004.3
country/CAF,2020,1185667.4
country/CAF,2024,3355545.1
country/CAF,2025,3280201.6
country/CAF,1971,567659.8
country/CAF,1972,551992.2
country/CAF,1980,377268.3
country/CAF,1984,5645834.2
country/CAF,1985,6665780.2
country/CAF,1987,8520971.0
country/CAF,1988,7665495.1
country/CAF,1990,8952655.0
country/CAF,1993,3524963.9
country/CAF,1996,3420326.4
country/CAF,2005,151493.2
country/CAF,2009,3035668.7
country/CAF,2010,1205803.1
country/CAF,2011,291917.9
country/CAF,2012,1903891.3
country/CAF,2021,1172138.0
country/CAF,2022,3085685.3
country/CAF,2026,3103589.9
country/CAF,2028,2605333.9
country/CAF,1970,696338.6
country/CAF,1973,1170087.2
country/CAF,1974,1207051.5
country/CAF,1976,898891.4
country/CAF,1978,1367052.5
country/CAF,1979,358098.6
country/CAF,1982,2335311.2
country/CAF,1986,9247878.2
country/CAF,1991,5858264.5
country/CAF,1999,4624695.9
country/CAF,2000,4309198.1
country/CAF,2001,3694676.3
country/CAF,2003,0.0
country/CAF,2004,2292066.0
country/CAF,2017,7473617.7
country/CAF,2018,2001848.2
country/CAF,2023,3284890.5
country/TCD,1970,396986.6
country/TCD,1973,450084.1
country/TCD,1990,3055331.7
country/TCD,2003,10954428.4
country/TCD,2015,58036575.2
country/TCD,2024,55640313.7
country/TCD,2028,24672588.2
country/TCD,1971,876620.0
country/TCD,1978,666189.4
country/TCD,1979,185327.8
country/TCD,1987,3156478.9
country/TCD,1988,3580329.5
country/TCD,1989,1714197.7
country/TCD,1996,10297901.8
country/TCD,1999,9398366.4
country/TCD,2001,5787108.8
country/TCD,2005,15946490.2
country/TCD,2009,22916324.0
country/TCD,2011,17810817.6
country/TCD,2013,22672171.6
country/TCD,2019,58752376.5
country/TCD,2022,65937452.5
country/TCD,1972,699159.1
country/TCD,1975,1364184.7
country/TCD,1976,778301.3
country/TCD,1977,619315.0
country/TCD,1980,47000.0
country/TCD,1981,52000.0
country/TCD,1986,1670805.1
country/TCD,1991,4222858.1
country/TCD,1992,4173103.9
country/TCD,1994,5330247.5
country/TCD,1995,3583288.6
country/TCD,1997,8776111.0
country/TCD,2000,9050932.5
country/TCD,2002,9521182.0
country/TCD,2008,18005664.9
country/TCD,2014,49203323.9
country/TCD,2017,54891945.7
country/TCD,2018,60654988.1
country/TCD,2021,49550904.6
country/TCD,2025,47876783.0
country/TCD,2026,39428611.0
country/TCD,2027,32260054.5
country/TCD,1974,657047.2
country/TCD,1982,162000.0
country/TCD,1983,175000.0
country/TCD,1984,307408.4
country/TCD,1985,2156719.3
country/TCD,1993,4478052.8
country/TCD,1998,8714073.9
country/TCD,2004,10402399.7
country/TCD,2006,16368603.7
country/TCD,2007,18524294.7
country/TCD,2010,16513800.3
country/TCD,2012,21030689.1
country/TCD,2016,54848893.8
country/TCD,2020,50474126.8
country/TCD,2023,61631036.7
country/CHN,1983,522680013.2
country/CHN,1985,586612714.5
country/CHN,1994,3819296372.8
country/CHN,1995,4625149035.7
country/CHN,1997,5499509637.7
country/CHN,2003,3302343293.8
country/CHN,2004,3065994165.4
country/CHN,2005,2231876630.9
country/CHN,2006,2348674179.5
country/CHN,2010,1818856267.8
country/CHN,1987,1125024836.9
country/CHN,1988,1611298527.1
country/CHN,1999,3744247235.2
country/CHN,2000,4141149249.7
country/CHN,2001,4332773765.1
country/CHN,2016,2035173619.1
country/CHN,2024,17803614482.8
country/CHN,2027,15071607890.9
country/CHN,2028,14807957089.9
country/CHN,1982,541017712.8
country/CHN,1986,645041578.3
country/CHN,1989,2511213192.4
country/CHN,1993,2619644314.8
country/CHN,1996,4632930306.9
country/CHN,2008,2661079150.9
country/CHN,2009,2190786112.3
country/CHN,2011,1911475997.0
country/CHN,2014,1844288887.2
country/CHN,2017,3350153961.7
country/CHN,2018,6135180190.4
country/CHN,2021,17050178661.5
country/CHN,2023,18816733679.9
country/CHN,2025,16169752266.8
country/CHN,2026,15621710401.0
country/CHN,1981,517967056.1
country/CHN,1984,610110773.4
country/CHN,1990,2533786984.6
country/CHN,1991,2953480960.3
country/CHN,1992,2709033537.3
country/CHN,1998,4611539295.1
country/CHN,2002,3076980457.5
country/CHN,2007,3287782314.2
country/CHN,2012,2272148433.7
country/CHN,2013,2088039742.7
country/CHN,2015,2370103096.3
country/CHN,2019,8670460136.7
country/CHN,2020,8506265996.9
country/CHN,2022,20002528022.6
country/COL,1970,49627415.6
country/COL,1978,175395248.5
country/COL,1979,235833050.1
country/COL,1985,765445792.2
country/COL,1988,1143768320.1
country/COL,1990,1238787993.6
country/COL,1997,894688200.6
country/COL,1999,1663762591.3
country/COL,2000,1424746404.5
country/COL,2009,1981401100.3
country/COL,2026,2754252521.1
country/COL,1972,65132419.1
country/COL,1984,554640094.1
country/COL,1993,896784626.5
country/COL,1996,850754299.9
country/COL,1998,979551409.7
country/COL,2003,1628445096.6
country/COL,2006,1642382782.7
country/COL,2007,1934110652.4
country/COL,2013,2286381619.5
country/COL,2015,3103024333.4
country/COL,2021,3807719641.7
country/COL,2022,3229921845.2
country/COL,2024,2990301269.8
country/COL,2027,2550305156.9
country/COM,1971,13723.9
country/COM,1973,34571.9
country/COM,1975,115415.7
country/COL,1971,54890575.3
country/COL,1973,83786763.3
country/COL,1974,108895418.8
country/COL,1976,131766859.8
country/COL,1977,146215093.7
country/COL,1980,285520332.3
country/COL,1981,416924325.2
country/COL,1983,527724424.1
country/COL,1992,1077814565.6
country/COL,1995,968407965.6
country/COL,2002,1564620306.2
country/COL,2004,1638085226.7
country/COL,2005,1961434553.2
country/COL,2008,2098979049.0
country/COL,2010,2121425282.2
country/COL,2012,2266029465.2
country/COL,2014,2708799782.1
country/COL,2018,3581302404.0
country/COL,2019,3801612466.6
country/COL,2020,3477968425.3
country/COL,2023,3191564043.0
country/COL,2025,2856808671.3
country/COL,2028,2267547602.8
country/COL,1975,121203191.4
country/COL,1982,578524609.2
country/COL,1986,872506566.2
country/COL,1987,1107291229.3
country/COL,1989,1203894244.6
country/COL,1991,1187926667.0
country/COL,1994,977825412.4
country/COL,2001,1691932261.7
country/COL,2011,2080927975.9
country/COL,2016,3116513006.2
country/COL,2017,3527533762.7
country/COM,1972,19688.7
country/COM,1970,15088.4
country/COM,1974,44830.7
country/COM,1980,301986.6
country/COM,1981,420607.8
country/COM,1985,1531424.2
country/COM,1988,416921.7
country/COM,1991,2277426.9
country/COM,1992,2492576.3
country/COM,1993,592434.9
country/COM,2004,1013352.6
country/COM,2013,118945.9
country/COM,2014,179824.5
country/COM,2027,2789762.0
country/COM,1983,1104307.3
country/COM,1986,813874.6
country/COM,1987,883372.1
country/COM,1990,716041.3
country/COM,1995,457068.9
country/COM,1996,572366.0
country/COM,1997,552676.2
country/COM,1998,367459.6
country/COM,2008,4174728.4
country/COM,2010,1134251.1
country/COM,2012,2287100.7
country/COM,2016,179801.1
country/COM,2021,1286620.2
country/COM,2023,4350653.2
country/COM,2024,4279845.6
country/COM,1976,122150.8
country/COM,1977,112065.9
country/COM,1984,1496840.4
country/COM,1994,748483.0
country/COM,2000,798026.6
country/COM,2001,625237.2
country/COM,2002,773382.9
country/COM,2003,823534.9
country/COM,2005,1270993.9
country/COM,2006,1138397.3
country/COM,2018,977714.5
country/COM,2019,407693.0
country/COM,2022,3945873.9
country/COM,1978,102048.4
country/COM,1979,248305.5
country/COM,1982,545552.6
country/COM,1989,759748.7
country/COM,1999,679498.1
country/COM,2007,13129986.9
country/COM,2009,2861022.2
country/COM,2011,1712489.8
country/COM,2015,211763.2
country/COM,2017,146000.0
country/COM,2020,1558953.5
country/COM,2025,3839586.8
country/COM,2026,3257570.2
country/COM,2028,2446911.5
country/COD,1971,7961051.0
country/COD,1975,62862016.1
country/COD,1980,204622627.7
country/COD,1981,124802001.5
country/COD,1982,69060815.9
country/COD,1984,184503710.1
country/COD,1985,195356478.4
country/COD,1986,134811237.2
country/COD,1991,56410250.8
country/COD,2004,67626940.3
country/COD,2007,266281649.1
country/COD,2011,120056134.3
country/COD,2013,152409217.1
country/COD,2015,134234240.6
country/COD,2021,105638076.2
country/COD,1970,8916819.1
country/COD,1972,17159120.4
country/COD,1973,33956750.9
country/COD,1978,92449659.2
country/COD,1983,94242430.6
country/COD,1988,97444227.0
country/COD,1993,7384372.4
country/COD,1999,0.0
country/COD,2003,85014313.4
country/COD,2009,241419836.1
country/COD,2012,167868123.9
country/COD,2014,145978667.1
country/COD,2019,824092225.3
country/COD,2020,109714882.7
country/COD,2023,170369077.1
country/COD,2025,160290319.3
country/COD,1974,60772562.9
country/COD,1976,51145670.5
country/COD,1977,71647986.0
country/COD,1979,96573236.0
country/COD,1987,113609406.0
country/COD,1989,93948222.0
country/COD,1992,26580047.6
country/COD,2001,0.0
country/COD,2002,163658795.4
country/COD,2005,96603811.1
country/COD,2010,124441619.2
country/COD,2016,131652189.6
country/COD,2018,97918945.8
country/COD,2022,168887758.4
country/COD,1990,88389743.8
country/COD,1994,425322.6
country/COD,1996,117594.6
country/COD,2000,0.0
country/COD,2006,134074735.1
country/COD,2008,274908018.4
country/COD,2017,118653251.0
country/COD,2024,166784349.4
country/COD,2026,150886374.3
country/COD,2027,140681348.9
country/COD,2028,129700747.2
country/COG,1972,2866155.6
country/COG,1973,4561673.0
country/COG,1985,132696346.3
country/COG,1988,84905227.9
country/COG,1996,190754722.6
country/COG,2001,26467851.6
country/COG,2004,87901194.5
country/COG,2009,63040741.5
country/COG,2013,36439893.3
country/COG,2021,70855965.3
country/COG,2025,105103979.3
country/COG,2028,72809332.0
country/COG,1977,11887625.1
country/COG,1978,8161188.6
country/COG,1980,37038788.6
country/COG,1982,95242917.7
country/COG,1987,84157349.3
country/COG,1989,93849942.9
country/COG,1994,230986577.6
country/COG,1998,7908164.3
country/COG,2005,34009120.6
country/COG,2010,24291174.7
country/COG,2012,25141370.4
country/COG,2016,34994625.5
country/COG,2019,83046072.6
country/COG,2022,138519363.5
country/COG,2024,114562331.0
country/COG,1971,3016252.1
country/COG,1975,9202492.4
country/COG,1976,11823083.2
country/COG,1981,95040043.0
country/COG,1983,98327969.3
country/COG,1984,98795762.9
country/COG,1986,90352420.9
country/COG,1991,55437562.2
country/COG,2002,3763927.9
country/COG,2003,28553796.5
country/COG,2011,21831305.9
country/COG,2014,40263431.1
country/COG,2015,36430961.0
country/COG,2020,97689536.9
country/COG,2027,83535933.9
country/COG,1970,3006921.1
country/COG,1974,5575752.0
country/COG,1979,32590837.9
country/COG,1990,113712577.5
country/COG,1992,32808243.6
country/COG,1993,24323464.4
country/COG,1995,62344559.6
country/COG,1997,49382021.7
country/COG,1999,309608.0
country/COG,2000,7175231.0
country/COG,2006,30907914.4
country/COG,2007,29377018.7
country/COG,2008,57401461.9
country/COG,2017,36203237.4
country/COG,2018,76854142.3
country/COG,2023,125868191.2
country/COG,2026,94759336.0
country/CRI,1976,31886000.0
country/CRI,1977,40836000.0
country/CRI,1978,71315962.1
country/CRI,1982,85903205.3
country/CRI,1986,205155649.3
country/CRI,1987,127305284.5
country/CRI,1989,137238980.7
country/CRI,1991,175697921.0
country/CRI,1993,160739568.3
country/CRI,1997,168946158.9
country/CRI,2010,212750180.2
country/CRI,2011,200338515.0
country/CRI,2012,202047840.3
country/CRI,2013,253399423.0
country/CRI,2020,310771133.4
country/CRI,2027,426234300.1
country/CRI,1971,9455061.6
country/CRI,1975,26591000.0
country/CRI,1983,511244507.1
country/CRI,1984,229200297.4
country/CRI,1990,172826818.1
country/CRI,1998,163218053.9
country/CRI,1999,144429240.8
country/CRI,2002,227125830.3
country/CRI,2005,105046345.6
country/CRI,2006,95121944.9
country/CRI,2009,218372352.8
country/CRI,2014,387083328.6
country/CRI,2016,600621800.5
country/CRI,2024,473229957.1
country/CRI,2025,472271643.7
country/CRI,2026,440708448.7
country/CRI,1970,8152937.7
country/CRI,1979,90298861.0
country/CRI,1980,137262884.5
country/CRI,1981,122293074.7
country/CRI,1985,331065919.0
country/CRI,1992,192498140.6
country/CRI,1996,178774452.0
country/CRI,2000,190636079.7
country/CRI,2003,225811215.4
country/CRI,2019,674320796.5
country/CRI,2021,577855561.4
country/CRI,2022,511517196.0
country/CRI,1972,11582265.1
country/CRI,1973,14864781.0
country/CRI,1974,20792788.5
country/CRI,1988,170296415.1
country/CRI,1994,173909639.3
country/CRI,1995,206083231.1
country/CRI,2001,224906250.0
country/CRI,2004,122157065.8
country/CRI,2007,114955705.6
country/CRI,2008,248013486.9
country/CRI,2015,822940531.1
country/CRI,2017,638042718.4
country/CRI,2018,686902530.7
country/CRI,2023,495606334.6
country/CRI,2028,410642465.4
country/CIV,1973,27177295.0
country/CIV,1990,205170575.7
country/CIV,2024,867034898.3
country/CIV,2026,763587214.4
country/CIV,1977,102779227.3
country/CIV,1978,173375068.7
country/CIV,1983,411758930.6
country/CIV,1984,430787235.2
country/CIV,1986,528366686.2
country/CIV,1988,206136408.7
country/CIV,1989,189676812.9
country/CIV,1992,244145174.9
country/CIV,1993,224686885.4
country/CIV,1995,256975655.6
country/CIV,1996,329560077.2
country/CIV,1997,269792285.0
country/CIV,2003,91700723.1
country/CIV,2006,2264544.8
country/CIV,2010,58320702.9
country/CIV,2011,67051288.6
country/CIV,2014,322839171.9
country/CIV,2015,263601318.6
country/CIV,2018,406575298.3
country/CIV,2020,671332798.9
country/CIV,2021,684823997.8
country/CIV,2027,703330613.3
country/CIV,2028,651785233.0
country/CIV,1971,15272231.3
country/CIV,1974,39461780.3
country/CIV,1979,237115858.6
country/CIV,1980,352718974.2
country/CIV,1981,390831301.4
country/CIV,1991,289213132.1
country/CIV,1994,295746416.7
country/CIV,1998,505711468.0
country/CIV,2000,341909175.3
country/CIV,2004,21461621.8
country/CIV,2005,2929484.8
country/CIV,2008,183237629.1
country/CIV,2009,241125090.0
country/CIV,2012,50653879.9
country/CIV,2013,188289033.2
country/CIV,2017,329006330.9
country/CIV,2019,517572783.8
country/CIV,2022,892931809.6
country/CIV,2025,820343378.5
country/CIV,1970,11721714.3
country/CIV,1972,18198174.3
country/CIV,1975,55468992.9
country/CIV,1976,66751630.5
country/CIV,1982,466641271.2
country/CIV,1985,435910953.5
country/CIV,1987,323746739.6
country/CIV,1999,458372347.1
country/CIV,2001,111947355.5
country/CIV,2002,183645472.6
country/CIV,2007,41133559.7
country/CIV,2016,314660839.3
country/CIV,2023,890266822.1
country/DJI,1972,94373.2
country/DJI,1974,241265.6
country/DJI,1976,737020.1
country/DJI,1979,860254.7
country/DJI,1982,812006.6
country/DJI,1985,2173252.5
country/DJI,1988,3942191.0
country/DJI,1989,2411881.7
country/DJI,1996,2738595.2
country/DJI,2000,2180193.6
country/DJI,2001,1300034.3
country/DJI,2003,3154752.0
country/DJI,2005,3679484.4
country/DJI,2020,25125702.3
country/DJI,2024,51137830.2
country/DJI,2027,33456986.0
country/DJI,1970,47852.5
country/DJI,1973,212691.5
country/DJI,1975,428449.8
country/DJI,1977,845574.6
country/DJI,1984,1321511.1
country/DJI,1986,3036721.3
country/DJI,1991,2197415.2
country/DJI,1995,1977909.1
country/DJI,1999,1915666.9
country/DJI,2011,9359618.8
country/DJI,2012,9141299.2
country/DJI,2013,9297363.8
country/DJI,2014,9115609.0
country/DJI,2016,25344956.9
country/DJI,2018,32245889.2
country/DJI,2028,27655353.3
country/DJI,1971,81900.6
country/DJI,1978,766125.3
country/DJI,1980,892945.5
country/DJI,1981,972059.0
country/DJI,1987,3425744.4
country/DJI,1990,2126355.4
country/DJI,1992,2395359.2
country/DJI,1994,1827638.8
country/DJI,1998,1498395.2
country/DJI,2004,4357376.6
country/DJI,2010,8195386.5
country/DJI,2015,15135826.5
country/DJI,2017,35679443.0
country/DJI,2019,29149607.1
country/DJI,2023,54095663.0
country/DJI,2025,43950782.7
country/DJI,2026,38775444.0
country/DJI,1983,1178111.5
country/DJI,1993,2066308.2
country/DJI,1997,1531064.6
country/DJI,2002,2321026.0
country/DJI,2006,4940687.9
country/DJI,2007,7051510.3
country/DJI,2008,8127174.0
country/DJI,2009,8293520.9
country/DJI,2021,19306526.0
country/DJI,2022,55923983.7
country/DMA,1989,1516748.5
country/DMA,1992,2057551.8
country/DMA,1994,2206105.8
country/DMA,1995,2019902.8
country/DMA,2001,9201764.4
country/DMA,2002,6119164.9
country/DMA,2003,7557079.9
country/DMA,2008,5446238.6
country/DMA,2014,7226669.7
country/DMA,2021,6444752.6
country/DMA,2022,58899701.2
country/DMA,2024,211162141.9
country/DMA,2028,190644366.7
country/DMA,1981,216260.0
country/DMA,1985,780364.2
country/DMA,2000,3078295.2
country/DMA,2004,8263266.3
country/DMA,2009,5656614.0
country/DMA,2013,6959324.6
country/DMA,2018,8668712.2
country/DMA,1984,407262.6
country/DMA,1986,1214175.0
country/DMA,1987,1390266.4
country/DMA,1988,1594239.1
country/DMA,1996,2150461.4
country/DMA,1997,3083085.2
country/DMA,1999,2589407.6
country/DMA,2006,6705951.5
country/DMA,2007,6048913.5
country/DMA,2012,8957850.7
country/DMA,2025,209263580.8
country/DMA,2026,208976504.3
country/DMA,2027,203092304.1
country/DMA,1982,386767.4
country/DMA,1983,200442.3
country/DMA,1990,1718347.1
country/DMA,1991,1981125.7
country/DMA,1993,2237877.3
country/DMA,1998,2772508.0
country/DMA,2005,5779502.4
country/DMA,2010,5399470.5
country/DMA,2011,5316280.1
country/DMA,2015,6841786.8
country/DMA,2016,7288407.0
country/DMA,2017,7972759.8
country/DMA,2019,6521539.2
country/DMA,2020,6527796.3
country/DMA,2023,159586145.6
country/DOM,1977,25276105.5
country/DOM,1978,41816181.3
country/DOM,1981,121584458.4
country/DOM,1985,130747081.7
country/DOM,1988,144284563.9
country/DOM,2003,235715701.2
country/DOM,2008,339362483.8
country/DOM,2011,472824313.8
country/DOM,2016,922197771.1
country/DOM,2023,1629000298.8
country/DOM,2028,1069947436.7
country/DOM,1970,5135000.0
country/DOM,1986,175232530.3
country/DOM,1987,97423683.7
country/DOM,1989,83930919.5
country/DOM,1990,57252850.3
country/DOM,1992,121423820.5
country/DOM,1997,173454229.0
country/DOM,2002,202845938.8
country/DOM,2005,211785591.8
country/DOM,2006,256963718.6
country/DOM,2009,324568708.0
country/DOM,2014,573422594.8
country/DOM,2021,1667771218.0
country/DOM,2022,1662893138.7
country/DOM,1971,6008000.0
country/DOM,1975,19535000.0
country/DOM,1976,20215414.6
country/DOM,1980,93726253.0
country/DOM,1983,108211364.7
country/DOM,1984,102674243.9
country/DOM,1991,77748194.3
country/DOM,1993,114170711.5
country/DOM,1994,180057469.4
country/DOM,1995,143735738.3
country/DOM,1998,159336165.3
country/DOM,2000,211476599.1
country/DOM,2012,448211113.0
country/DOM,2013,483515077.4
country/DOM,2015,774783735.4
country/DOM,2017,715951316.0
country/DOM,2018,967917151.6
country/DOM,2020,1415064252.6
country/DOM,2025,1493875201.2
country/DOM,1972,8410000.0
country/DOM,1973,10793000.0
country/DOM,1974,12331000.0
country/DOM,1979,57156500.5
country/DOM,1982,109738104.0
country/DOM,1996,163026937.7
country/DOM,1999,159174738.7
country/DOM,2001,193555366.7
country/DOM,2004,283891154.0
country/DOM,2007,276145641.9
country/DOM,2010,336125523.9
country/DOM,2019,1294737739.5
country/DOM,2024,1564660923.3
country/DOM,2026,1332343317.0
country/DOM,2027,1141639422.7
country/ECU,1973,17090574.4
country/ECU,1974,18490132.2
country/ECU,1982,564668452.3
country/ECU,1990,405193754.1
country/ECU,2006,939220726.9
country/ECU,2016,1199605976.5
country/ECU,1970,7897394.9
country/ECU,1972,11921022.2
country/ECU,1979,210947526.3
country/ECU,1981,443998318.2
country/ECU,1983,373395577.2
country/ECU,1985,714769029.0
country/ECU,1988,281654992.6
country/ECU,1991,454172210.9
country/ECU,1992,368462663.0
country/ECU,1993,292872414.4
country/ECU,2002,795919513.7
country/ECU,2017,1752567344.7
country/ECU,2027,953802823.0
country/ECU,2004,737667368.7
country/ECU,2005,794625601.5
country/ECU,2012,516460922.9
country/ECU,2014,749520703.1
country/ECU,2020,1172258705.7
country/ECU,2023,1283501908.6
country/ECU,2024,1207926173.2
country/ECU,2026,1026538955.7
country/ECU,2028,862272888.7
country/ECU,1971,9027442.3
country/ECU,1975,19570763.7
country/ECU,1976,27630382.6
country/ECU,1987,259065816.2
country/ECU,1989,400155474.7
country/ECU,1995,782445571.0
country/ECU,1996,757902795.5
country/ECU,1999,908217628.1
country/ECU,2000,1063115461.8
country/ECU,2001,887367104.8
country/ECU,2007,931976377.9
country/ECU,2008,780919881.7
country/ECU,2010,331329641.8
country/ECU,2011,369595299.2
country/ECU,2015,1056717721.1
country/ECU,2019,2384708804.1
country/ECU,1977,47576281.5
country/ECU,1978,100510233.2
country/ECU,1980,290522739.2
country/ECU,1984,809199982.4
country/ECU,1986,668474866.4
country/ECU,1994,391977291.6
country/ECU,1997,904737580.3
country/ECU,1998,993457286.9
country/ECU,2003,706785839.6
country/ECU,2009,400423259.6
country/ECU,2013,658395201.3
country/ECU,2018,2237849769.5
country/ECU,2021,1359724887.5
country/ECU,2022,1334527168.2
country/ECU,2025,1098971100.1
country/EGY,1971,26583807.1
country/EGY,1972,39426944.5
country/EGY,1974,45284488.0
country/EGY,1982,548211303.6
country/EGY,1983,758099225.7
country/EGY,1984,759115178.7
country/EGY,1985,845628453.7
country/EGY,1990,918345124.8
country/EGY,1991,588844682.5
country/EGY,1992,988149623.9
country/EGY,2003,639600933.9
country/EGY,2004,648011741.4
country/EGY,2005,616690565.0
country/EGY,2006,733567784.8
country/EGY,2011,765730380.0
country/EGY,2021,3536262961.8
country/EGY,2022,3768306969.4
country/EGY,2023,3667463724.0
country/EGY,2026,3063902641.9
country/EGY,1973,44225268.8
country/EGY,1977,265539752.6
country/EGY,1978,327823002.9
country/EGY,1979,213246822.1
country/EGY,1981,557121967.8
country/EGY,1988,806473755.5
country/EGY,1989,1001159990.4
country/EGY,1994,1111798888.3
country/EGY,1995,1227567264.4
country/EGY,2002,737637747.9
country/EGY,2008,829468285.2
country/EGY,2010,768648988.4
country/EGY,2012,720954607.6
country/EGY,2013,704216237.0
country/EGY,2014,731490473.6
country/EGY,2015,714415861.9
country/EGY,2024,3531647479.0
country/EGY,1970,36560344.4
country/EGY,1980,326767367.7
country/EGY,1986,949705286.7
country/EGY,1993,1014033226.9
country/EGY,1996,1065569329.4
country/EGY,1999,675582280.1
country/EGY,2017,1564942592.6
country/EGY,2018,2204105476.8
country/EGY,2019,3384254173.8
country/EGY,2027,2830743138.1
country/EGY,2028,2630201931.5
country/EGY,1975,80132720.6
country/EGY,1976,73044723.5
country/EGY,1987,386684707.1
country/EGY,1997,757030460.6
country/EGY,1998,700240999.8
country/EGY,2000,603477425.8
country/EGY,2001,670622902.1
country/EGY,2007,803364809.5
country/EGY,2009,806700751.4
country/EGY,2016,1025657622.5
country/EGY,2020,3326463384.6
