dcid,year,debtOutstandingAndDisbursedCurrentUSD
country/ZMB,1995,5304217817.7
country/ZMB,1998,5354765136.3
country/ZMB,2003,5824943114.7
country/ZMB,2005,4446966406.0
country/ZMB,2020,25334743313.9
country/ZMB,1975,1261219401.5
country/ZMB,1980,2218906996.4
country/ZMB,1981,2218767680.2
country/ZMB,1986,3735388719.6
country/ZMB,1992,4520348878.5
country/ZMB,1997,5263929347.6
country/ZMB,2006,1688179139.9
country/ZMB,2010,1985803868.6
country/ZMB,2011,3303255242.7
country/ZMB,2012,3773460935.3
country/ZMB,2014,7361621195.4
country/ZMB,2018,22188935169.2
country/ZMB,2019,25752379091.5
country/ZMB,1978,1610303801.5
country/ZMB,1987,4341683368.2
country/ZMB,1996,5385128780.2
country/ZMB,2007,1986054518.4
country/ZMB,2008,2105959416.1
country/ZMB,2013,4432275873.1
country/ZMB,2015,10131988054.9
country/ZMB,2016,13646071275.0
country/ZMB,2017,21259900653.3
country/ZMB,2021,20810987698.6
country/ZMB,1973,760907624.2
country/ZMB,1974,892554084.0
country/ZMB,1977,1573608449.5
country/ZMB,1991,4698679001.8
country/ZMB,1993,4404415795.3
country/ZMB,1994,5193916915.9
country/ZMB,1999,4578198570.8
country/ZMB,2000,4508221851.0
country/ZMB,2001,4980702975.2
country/ZMB,2002,5475111478.1
country/ZMB,2004,6406989795.7
country/ZMB,2009,2119947648.3
country/ZWE,1973,217482194.3
country/ZWE,1975,186854615.4
country/ZWE,1982,1250892580.4
country/ZWE,1986,2122361659.6
country/ZWE,1990,2719816726.7
country/ZWE,1992,3248364994.9
country/ZWE,1993,3433374242.3
country/ZWE,1996,3838997949.7
country/ZWE,1971,233702350.7
country/ZWE,1974,217428044.0
country/ZWE,1976,143900096.4
country/ZWE,1977,153462732.0
country/ZWE,1978,418075279.6
country/ZWE,1983,1518742233.1
country/ZWE,1985,1859048458.4
country/ZWE,1997,3602478228.2
country/ZWE,1970,229163360.0
country/ZWE,1979,524236734.4
country/ZWE,1980,695615492.4
country/ZWE,1984,1590520422.1
country/ZWE,1994,3693127648.6
country/ZWE,1972,213774088.6
country/ZWE,1981,818251748.0
country/ZWE,1987,2502295012.2
country/ZWE,1988,2360133236.0
country/ZWE,1989,2414847436.7
country/ZWE,1991,2954956197.8
country/ZWE,1995,3934292927.5
country/ZWE,1998,3509812598.7
country/ZWE,2010,4404662493.4
country/ZWE,1999,3291141860.3
country/ZWE,2003,3498353154.5
country/ZWE,2001,2889521140.0
country/ZWE,2002,3172713446.5
country/ZWE,2004,3660174595.8
country/ZWE,2006,3487787083.1
country/ZWE,2011,4791524863.0
country/ZWE,2013,5151488466.1
country/ZWE,2017,8305019726.2
country/ZWE,2019,8257520096.4
country/ZWE,2021,8581068239.9
country/ZWE,2005,3297967197.5
country/ZWE,2007,3868822487.9
country/ZWE,2008,3841317688.3
country/ZWE,2009,3968040418.8
country/ZWE,2012,5931439090.5
country/ZWE,2014,5232973722.9
country/ZWE,2015,6111313908.1
country/ZWE,2018,8767978447.6
country/ZWE,2020,8404104538.0
country/ZWE,2000,3059549009.0
country/ZWE,2016,7870895383.1
