dcid,year,debtOutstandingAndDisbursedCurrentUSD
country/SWZ,1976,40783709.8
country/SWZ,1980,186931530.3
country/SWZ,1982,186694164.9
country/SWZ,1983,184842757.5
country/SWZ,1984,170182597.1
country/SWZ,1987,279622338.6
country/SWZ,1991,255668849.4
country/SWZ,1994,232090213.8
country/SWZ,1996,232796204.0
country/SWZ,2001,268448495.6
country/SWZ,2011,801670453.9
country/SWZ,2012,749496664.1
country/SWZ,2013,637593811.6
country/SWZ,2017,621996971.3
country/ETH,1971,203996145.2
country/ETH,1980,687723748.4
country/ETH,1981,1638380176.8
country/ETH,1987,7204116850.1
country/ETH,1990,8493402568.4
country/ETH,1992,9017502979.4
country/ETH,1995,9789956593.1
country/ETH,2001,5572556283.0
country/ETH,2003,7043842799.3
country/ETH,2013,11895144906.9
country/FJI,1971,14810208.6
country/FJI,1973,47197248.0
country/FJI,1975,59299120.5
country/FJI,1978,84713454.6
country/FJI,1981,237430731.2
country/FJI,1984,279360182.5
country/FJI,1986,311749142.3
country/FJI,1988,335554335.6
country/FJI,1989,301619261.0
country/FJI,1990,306007243.1
country/FJI,1991,270638389.8
country/FJI,1993,199478307.5
country/FJI,1999,194103309.2
country/FJI,2001,160431697.4
country/FJI,1972,20721484.6
country/FJI,1974,54091121.5
country/FJI,1976,63869447.1
country/FJI,1977,86503321.1
country/FJI,1980,180023796.5
country/FJI,1985,302190653.4
country/FJI,1992,226882233.9
country/FJI,1998,140162617.7
country/FJI,2000,174263160.6
country/FJI,2006,349763326.7
country/FJI,2007,365659860.7
country/FJI,2012,1135117249.6
country/FJI,2018,1108105888.7
country/GAB,1972,200636306.8
country/GAB,1976,1079281993.0
country/GAB,1970,90822382.2
country/GAB,1971,127538293.9
country/GAB,1978,1288897017.9
country/GAB,1980,1271492888.9
country/GAB,1982,817323472.4
country/GAB,1983,679888848.2
country/GAB,1984,668336300.7
country/GAB,1985,944156735.6
country/GAB,1986,1430907856.7
country/GAB,1977,1255400117.3
country/GAB,1981,975288589.4
country/GAB,1991,3224539550.3
country/GAB,1996,3974742386.8
country/GAB,2004,3820448962.8
country/GAB,2007,4651915486.1
country/GAB,2011,2785823798.2
country/GAB,2013,4335671683.5
country/GAB,2016,4898066232.1
country/GAB,2018,6022472202.5
country/GAB,1989,2610611980.6
country/GAB,1997,3669448155.0
country/GAB,2000,3467386262.9
country/GAB,2003,3403687880.6
country/GAB,2010,2532428807.3
country/GAB,2015,4705671157.6
country/GAB,2019,6117772326.5
country/GMB,1970,5076000.0
country/GMB,1972,7363300.6
country/GMB,1974,12224401.5
country/GMB,1979,47540142.7
country/GMB,1984,151705575.2
country/GMB,1994,368066036.2
country/GMB,1998,433604047.1
country/GMB,2006,665966003.5
country/GMB,2012,443770708.4
country/GMB,2013,467263280.5
country/GMB,2018,620602931.0
country/GMB,1976,15427601.5
country/GMB,1978,24532734.7
country/GMB,1980,97324084.8
country/GMB,1982,147410123.2
country/GMB,1986,212130255.2
country/GMB,1987,265492495.6
country/GMB,1989,288962229.1
country/GMB,1992,346226218.3
country/GMB,1996,411862520.0
country/GMB,2000,437959707.8
country/GMB,2001,435375298.5
country/GMB,2004,620062696.3
country/GMB,2010,421669091.0
country/GMB,2016,463374143.7
country/GMB,2017,586520679.1
country/GMB,2021,808269110.5
country/GEO,2001,1363511093.6
country/GEO,2002,1495569730.6
country/GEO,2006,1684744325.1
country/GEO,2008,6003100668.6
country/GEO,2019,16033231291.2
country/GEO,2004,1720810648.8
country/GEO,2005,1662816736.5
country/GEO,2011,8062116115.3
country/GEO,2012,9500545421.3
country/GEO,2015,12501496918.8
country/GEO,2016,13658963632.1
country/FJI,1979,109858873.4
country/FJI,1995,168397716.6
country/FJI,2002,169538718.1
country/FJI,2004,192535789.4
country/FJI,2008,660998527.1
country/FJI,2010,926008316.7
country/FJI,2015,1058302227.6
country/FJI,2016,1110477247.9
country/FJI,2017,1108521511.5
country/FJI,2019,1198910327.3
country/FJI,2020,1400385116.4
country/GAB,1973,346230224.3
country/GAB,1974,462014042.9
country/GAB,1979,1461524196.9
country/GAB,1987,2152492627.7
country/GAB,1990,3150161028.0
country/GAB,1998,3839063694.5
country/GAB,1999,3298826096.4
country/GAB,2001,3053748529.0
country/GAB,2002,3200579835.6
country/GAB,2008,2364015998.7
country/GAB,2009,2391603428.9
country/GAB,2012,2916905897.8
country/GAB,2014,4372127934.3
country/GAB,2017,5879617176.6
country/FJI,1970,11665440.0
country/FJI,1982,265492413.9
country/FJI,1983,292306077.7
country/FJI,1987,336440372.7
country/FJI,1994,180750454.2
country/FJI,1996,147231142.2
country/FJI,1997,129982834.7
country/FJI,2003,183445869.0
country/FJI,2005,185351223.2
country/FJI,2009,906643506.2
country/FJI,2011,1052401690.8
country/FJI,2013,1144720161.1
country/FJI,2014,1126122921.0
country/FJI,2021,1758302358.2
country/GMB,1975,13415000.0
country/GMB,1977,25827151.0
country/GMB,1991,322452862.5
country/GMB,1995,385473760.7
country/GMB,1999,431194027.1
country/GMB,2002,507400616.6
country/GMB,2003,568085910.8
country/GMB,2005,611214728.9
country/GMB,2009,412042501.4
country/GMB,2014,451733619.8
country/GMB,2019,698407054.0
country/GMB,2020,786812506.0
country/GAB,1975,771643164.9
country/GAB,1988,2300736619.1
country/GAB,1992,3049231870.6
country/GAB,1993,2934412123.9
country/GAB,1994,3696388258.2
country/GAB,1995,3978781538.6
country/GAB,2005,3662935226.7
country/GAB,2006,3876208262.0
country/GAB,2020,6477766353.3
country/GAB,2021,6277787767.7
country/GEO,1993,558821942.1
country/GEO,1997,1189544166.8
country/GEO,1998,1316154335.2
country/GEO,1999,1326208673.3
country/GEO,2009,6736228231.4
country/GEO,2010,6417538669.6
country/GEO,2013,10942088465.1
country/GEO,2014,11586455142.0
country/GMB,1971,5479788.1
country/GMB,1973,8860001.6
country/GMB,1981,132273742.3
country/GMB,1983,151731758.1
country/GMB,1985,176699686.1
country/GMB,1988,276980829.9
country/GMB,1990,308446986.7
country/GMB,1993,350159196.9
country/GMB,1997,401195506.4
country/GMB,2007,654791510.3
country/GMB,2008,354918559.6
country/GMB,2011,433755740.4
country/GMB,2015,478010717.0
country/GEO,1992,79312483.0
country/GEO,1994,924074514.6
country/GEO,1995,1039406587.2
country/GEO,1996,1106265379.2
country/GEO,2000,1315802008.8
country/GEO,2003,1607958494.8
country/GEO,2007,1844271087.1
country/GEO,2017,13584062253.8
country/GEO,2018,14592564593.4
country/GEO,2020,16974408409.3
country/GEO,2021,18523529082.8
country/GHA,1973,730780515.7
country/GHA,1976,662772035.0
country/GHA,1984,1205701990.9
country/GHA,1986,1792264304.2
country/GHA,1994,4188864911.4
country/GHA,2002,6554314417.6
country/GHA,2003,6997114745.1
country/GHA,2004,6122882409.9
country/GHA,2005,6055971061.9
country/GHA,2007,2812610645.3
country/GHA,2009,4272796475.0
country/GHA,2014,13636848661.1
country/GHA,2018,18414883573.2
country/GHA,2020,24084268375.9
country/GRD,1972,8931619.7
country/GRD,1973,8980951.9
country/GRD,1983,48310116.0
country/GRD,1984,47586138.6
country/GRD,1987,74877454.2
country/GRD,1990,100016760.1
country/GRD,1994,114654191.6
country/GRD,2002,294919418.1
country/GRD,2008,460266617.0
country/GRD,2010,476704201.8
country/GRD,2011,470557369.3
country/GRD,2013,495274709.2
country/GRD,2015,537390185.9
country/GTM,1970,153905000.0
country/GTM,1972,188065000.0
country/GTM,1974,262354000.0
country/GTM,1979,841203893.7
country/GTM,1986,2533355177.2
country/GTM,1988,2319887481.2
country/GTM,1990,2426384880.0
country/GTM,1991,2407733155.3
country/GTM,1996,2397611049.5
country/GTM,2004,6435427022.9
country/GTM,2009,13283457547.7
country/GTM,2013,16229221977.6
country/GTM,2014,18269555265.1
country/GTM,2018,22396804655.7
country/GHA,1970,520982105.0
country/GHA,1974,720912552.5
country/GHA,1978,867019451.5
country/GHA,1979,969561883.0
country/GHA,1980,1162354407.7
country/GHA,1987,2324946625.0
country/GHA,1990,2816264458.4
country/GHA,1992,3354164182.9
country/GHA,1993,3674755319.7
country/GHA,1995,4666092693.4
country/GHA,1999,5989170209.4
country/GHA,2006,2264846585.6
country/GHA,2013,11241785923.9
country/GHA,2017,17721952272.3
country/GRD,1971,9107715.9
country/GRD,1975,9577650.0
country/GRD,1977,11666064.3
country/GRD,1979,17192916.3
country/GRD,1985,53914375.7
country/GRD,1991,110854583.2
country/GRD,1993,106145493.7
country/GRD,1996,119875817.4
country/GRD,1997,108660524.1
country/GRD,1998,108043158.6
country/GRD,1999,112966546.8
country/GRD,2000,180668392.5
country/GRD,2001,184755205.9
country/GRD,2003,300106720.3
country/GRD,2004,346742454.3
country/GRD,2005,345175787.2
country/GRD,2007,433571022.4
country/GRD,2014,512968160.3
country/GTM,1971,175103000.0
country/GTM,1973,226352000.0
country/GTM,1976,371475440.0
country/GTM,1982,1429245085.8
country/GTM,1983,1666387830.4
country/GTM,1985,2405293340.4
country/GTM,1989,2300961543.6
country/GTM,1993,2311085898.8
country/GTM,1994,2512193455.6
country/GTM,1997,2493678049.5
country/GTM,2000,2739942630.0
country/GTM,2001,3108067402.2
country/GTM,2005,8013923899.0
country/GTM,2008,11629447154.6
country/GTM,2011,13707892787.9
country/GTM,2012,14131906744.6
country/GTM,2017,21936469490.9
country/GTM,2020,23136249934.3
country/GHA,1981,1167436864.3
country/GHA,1982,1200975790.6
country/GHA,1985,1365332350.5
country/GHA,1988,2290739632.3
country/GHA,1991,3152584456.4
country/GHA,1996,5246683702.6
country/GHA,1997,5323195458.8
country/GHA,1998,5914031065.4
country/GHA,2008,3332518814.7
country/GHA,2010,5336521713.6
country/GHA,2011,6616491838.9
country/GHA,2012,8132557179.5
country/GHA,2016,17166006086.3
country/GRD,1976,9236862.4
country/GRD,1978,15439737.4
country/GRD,1980,17753106.6
country/GRD,1982,36463226.8
country/GRD,1989,80632815.7
country/GRD,2016,551403004.5
country/GRD,2017,494989798.5
country/GRD,2018,499120727.9
country/GRD,2019,476006794.4
country/GHA,1971,517190674.9
country/GHA,1972,583681995.3
country/GHA,1975,669588910.7
country/GHA,1977,795457424.9
country/GHA,1983,1242002353.4
country/GHA,1989,2460368816.2
country/GHA,2000,5839081309.8
country/GHA,2001,6039523756.7
country/GHA,2015,15533612461.4
country/GHA,2019,20865096374.4
country/GHA,2021,27622974755.0
country/GTM,1987,2548083004.6
country/GTM,1999,2747987842.5
country/GTM,2002,3256918429.2
country/GTM,2003,3546740347.9
country/GTM,2006,9430533051.8
country/GTM,2016,19939338566.3
country/GTM,2019,23418608268.6
country/GTM,2021,24732104571.5
country/GRD,1970,16048000.0
country/GRD,1974,9274607.5
country/GRD,1981,23742195.2
country/GRD,1986,60458320.1
country/GRD,1988,80000006.1
country/GRD,1992,105813445.4
country/GRD,1995,113517081.0
country/GRD,2006,408837769.5
country/GRD,2009,477761359.7
country/GRD,2012,472925070.9
country/GRD,2020,497624115.0
country/GRD,2021,528612637.2
country/GTM,1975,317868000.0
country/GTM,1977,489635179.9
country/GTM,1978,650888330.4
country/GTM,1980,934754662.5
country/GTM,1981,1121102607.7
country/GTM,1984,2184419261.1
country/GTM,1992,2317860272.4
country/GTM,1995,2523442453.7
country/GTM,1998,2662076617.9
country/GTM,2007,10630449232.8
country/GTM,2010,13148664592.1
country/GTM,2015,19255709426.0
country/GIN,1971,438918171.3
country/GIN,1978,952886706.0
country/GIN,1980,1023695509.1
country/GIN,1982,1237823841.3
country/GIN,1987,1891153947.5
country/GIN,1991,2334643266.2
country/GIN,1995,2944843793.3
country/GIN,1997,2979025896.7
country/GIN,1998,3123122952.3
country/GIN,2001,2561815892.7
country/GIN,2002,2725244619.0
country/GIN,2009,2989579012.9
country/GIN,2021,3590722820.3
country/GNB,1976,16065701.6
country/GNB,1984,200529610.1
country/GNB,1985,276038842.2
country/GNB,1987,449201751.6
country/GNB,1988,528151745.8
country/GNB,1989,555205428.7
country/GNB,1993,715369011.4
country/GNB,1999,840641984.8
country/GNB,2002,843235175.2
country/GNB,2006,914043893.7
country/GNB,2012,225034917.9
country/GNB,2014,274379639.9
country/GNB,2016,324780609.0
country/GNB,2017,426943438.8
country/GNB,2018,511238500.6
country/GNB,2020,819665405.5
country/GUY,1972,157899579.3
country/GUY,1974,213859020.1
country/GUY,1980,638679157.7
country/GUY,1986,897230591.5
country/GUY,1987,995744106.0
country/GUY,1991,1778284238.7
country/GUY,1992,1691072728.5
country/GUY,1993,1746036643.0
country/GUY,1998,1200018712.0
country/GUY,2003,1219409727.1
country/GUY,2004,1143616172.2
country/GUY,2009,781316970.9
country/GUY,2015,1201291976.7
country/GUY,2018,1361680237.4
country/GUY,2019,1361423719.8
country/GUY,2021,1467305760.3
country/GIN,1975,755138605.8
country/GIN,1984,1128617730.0
country/GIN,1988,2037876944.1
country/GIN,1992,2406876424.7
country/GIN,2000,2643235460.9
country/GIN,2005,2811631943.9
country/GIN,2012,1025169007.5
country/GIN,2015,1594119004.8
country/GIN,2017,1859823608.5
country/GIN,2020,3342943732.7
country/HTI,1975,134454550.0
country/HTI,1979,291094724.7
country/HTI,1986,639214657.4
country/HTI,1987,734424096.4
country/HTI,1988,742077174.7
country/HTI,2002,1077896239.2
country/HTI,2007,1524554791.3
country/HTI,2008,1838106507.3
country/HTI,2014,1774020870.3
country/HTI,2015,1914509725.9
country/HTI,2016,1950840589.8
country/HTI,2018,2019058880.2
country/HTI,2019,2012048564.4
country/HTI,2021,2101562557.9
country/GNB,1974,0.0
country/GNB,1977,24632862.3
country/GNB,1978,45971714.4
country/GNB,1981,141645522.8
country/GNB,1982,152086915.7
country/GNB,1983,159156754.6
country/GNB,1991,681702271.4
country/GNB,1995,796071048.3
country/GNB,1997,839912540.2
country/GNB,1998,880406704.7
country/GNB,2000,825114444.8
country/GNB,2004,979602501.1
country/GNB,2007,938767620.5
country/GNB,2008,946326324.6
country/GNB,2019,594227921.5
country/HND,1971,195525800.6
country/HND,1974,330940024.7
country/HND,1981,1511081318.7
country/HND,1984,2059238896.0
country/HND,1991,3256288772.8
country/HND,1993,4090179070.9
country/HND,1999,4898388207.9
country/HND,2002,4745136404.1
country/HND,2004,5557851532.3
country/HND,2006,3643669317.2
country/HND,2009,3360651447.1
country/HND,2010,3413276232.5
country/HND,2014,6680469020.8
country/HND,2017,8072244637.2
country/HND,2019,8795074271.1
country/GIN,1970,328182548.1
country/GIN,1972,509598164.6
country/GIN,1974,724051757.8
country/GIN,1977,840814099.4
country/GIN,1979,1021071958.6
country/GIN,1994,2822451671.1
country/GIN,1999,2769487285.1
country/GIN,2003,2946467711.2
country/GIN,2004,2998667275.3
country/GIN,2006,2934716639.9
country/GIN,2007,3076956225.0
country/GIN,2008,2972836309.2
country/GIN,2010,2924877090.8
country/GIN,2013,1332247759.2
country/GIN,2016,1764293564.9
country/GIN,2019,2330804346.5
country/GUY,1971,154456061.4
country/GUY,1973,173516657.6
country/GUY,1976,405407698.4
country/GUY,1978,493013146.5
country/GUY,1981,704583744.9
country/GUY,1984,738022142.3
country/GUY,1995,1796778634.0
country/GUY,2001,1099349195.7
country/GUY,2002,1148117807.1
country/GUY,2006,923406903.3
country/GUY,2007,584040310.2
country/HTI,1970,49274000.0
country/HTI,1972,53696000.0
country/HTI,1981,417486888.4
country/HTI,1983,499216571.5
country/HTI,1989,741043985.0
country/HTI,1993,689742594.2
country/HTI,2001,1043602215.4
country/HTI,2004,1225006092.3
country/HTI,2010,824036930.8
country/HTI,2013,1391077856.9
country/GIN,1973,615029705.3
country/GIN,1976,801414101.1
country/GIN,1981,1256540871.5
country/GIN,1983,1211284121.2
country/GIN,1985,1300852272.7
country/GIN,1986,1630285041.6
country/GIN,1989,1958820570.1
country/GIN,1990,2197411267.7
country/GIN,1993,2582789756.2
country/GIN,1996,2952188189.6
country/GIN,2011,2959959466.2
country/GIN,2014,1453317582.8
country/GIN,2018,1989128482.5
country/GNB,1979,64387815.6
country/GNB,1992,695538804.3
country/GNB,1996,856800081.7
country/GNB,2005,891782552.3
country/GNB,2010,980265284.9
country/GNB,2011,227787901.9
country/GNB,2015,317569523.8
country/HND,1970,158332049.5
country/HND,1980,1267709838.8
country/HND,1983,1934533835.9
country/HND,1985,2406263806.8
country/HND,1986,2627681314.2
country/HND,1989,3056758557.7
country/HND,1992,3678006065.9
country/HND,1994,4358441962.5
country/HND,1995,4431162293.4
country/HND,1997,4410395561.7
country/HND,2003,5024720239.1
country/HND,2005,4653629601.2
country/HND,2021,9733995930.9
country/GUY,1970,82870994.6
country/GUY,1975,327020332.4
country/GUY,1985,816367132.4
country/GUY,1989,1288201138.4
country/GUY,1996,1353841993.5
country/GUY,1999,1135205967.1
country/GUY,2000,1128682114.4
country/GUY,2008,675245480.9
country/GUY,2010,885320305.4
country/GUY,2012,1215485285.1
country/HTI,1971,48837000.0
country/HTI,1974,116681300.0
country/HTI,1977,214776253.1
country/HTI,1978,255438150.7
country/HTI,1980,322481650.6
country/HTI,1982,468609492.3
country/HTI,1984,542101075.5
country/HTI,1985,587455255.1
country/HTI,1990,800542899.4
country/HTI,1992,682608146.5
country/HTI,1996,863084403.4
country/HTI,1999,1058681316.4
country/HTI,2000,1055928995.5
country/HTI,2009,1157582929.0
country/HTI,2011,627636589.1
country/HTI,2012,994297152.3
country/HTI,2017,1955027459.7
country/HND,1972,221179512.3
country/HND,1975,431402929.3
country/HND,1982,1677477096.5
country/HND,1988,2974983603.9
country/HND,1990,3583827797.4
country/HND,2000,5002418937.8
country/HND,2001,4586274135.4
country/HND,2007,2631571518.7
country/HND,2008,2990973028.2
country/HND,2013,6152502503.8
country/HND,2016,7008739178.3
country/HND,2020,9733375786.0
country/GNB,1975,7903500.5
country/GNB,1980,131001703.7
country/GNB,1986,349218030.7
country/GNB,1990,635705026.6
country/GNB,1994,761770194.3
country/GNB,2001,782769248.0
country/GNB,2003,922406296.7
country/GNB,2009,960331550.7
country/GNB,2013,239679583.6
country/GNB,2021,949614784.5
country/GUY,1977,458089732.0
country/GUY,1979,560058371.3
country/GUY,1982,740470477.2
country/GUY,1983,759718246.1
country/GUY,1988,1022591195.7
country/GUY,1990,1775526249.9
country/GUY,1994,1802084793.6
country/GUY,1997,1331102774.3
country/GUY,2005,1043163503.6
country/GUY,2011,1054608354.0
country/GUY,2013,1116529678.4
country/GUY,2014,1283327312.4
country/GUY,2016,1283583422.2
country/GUY,2017,1342528762.8
country/GUY,2020,1326924178.3
country/HTI,1973,51307000.0
country/HTI,1976,166958414.7
country/HTI,1991,667194088.4
country/HTI,1994,674399528.7
country/HTI,1995,782085358.6
country/HTI,1997,921503579.6
country/HTI,1998,1000866066.7
country/HTI,2003,1210141672.6
country/HTI,2005,1277911305.4
country/HTI,2006,1346140839.5
country/HTI,2020,2026545289.2
country/HND,1973,256095856.2
country/HND,1976,423159074.9
country/HND,1977,682981446.7
country/HND,1978,851355382.0
country/HND,1979,1003474388.2
country/HND,1987,2933837224.4
country/HND,1996,4329916479.6
country/HND,1998,4456141120.6
country/HND,2011,3936695723.9
country/HND,2012,4475411447.1
country/HND,2015,6963161691.0
country/HND,2018,8292975727.3
country/IND,1977,14830697348.6
country/IND,1983,22675064957.4
country/IND,1984,24685418438.3
country/IND,1985,29913786295.9
country/IND,1987,43638332928.6
country/IND,1988,50252080923.5
country/IND,1994,89600797344.0
country/IND,1995,86344462374.7
country/IND,1998,93706497935.0
country/IND,1999,94885176896.5
country/IND,2002,100722537163.6
country/IND,2015,391749967267.5
country/IND,2019,448589821543.8
country/IND,1971,9010742281.7
country/IND,1973,10513120720.3
country/IND,1986,35426751690.1
country/IND,1989,64637800566.1
country/IND,1990,72156192610.5
country/IND,1992,76714966181.5
country/IND,1993,82803139952.3
country/IND,1996,85878867453.6
country/IND,1997,88342208510.6
country/IND,2003,111545423184.6
country/IND,2004,115722622000.4
country/IND,2007,166888120407.0
country/IND,2009,203472565532.0
country/IND,2016,366221107921.7
country/IND,2017,408198426967.3
country/IND,2018,411573495724.2
country/IND,2020,455789825629.9
country/IND,1970,8142121119.4
country/IND,1975,12575090794.8
country/IND,1978,15869249175.3
country/IND,1979,17492384895.1
country/IND,1980,18438398267.7
country/IND,1981,19259340033.5
country/IND,1982,21021414223.2
country/IND,2000,96781987974.9
country/IND,2008,182241195718.7
country/IND,2011,250239597806.8
country/IND,2014,366169347893.8
country/IND,2021,475076360146.0
country/IND,1972,9679268976.8
country/IND,1974,11651438629.8
country/IND,1976,13615327138.4
country/IND,1991,74183986392.8
country/IND,2001,95902046811.4
country/IND,2005,111405902598.6
country/IND,2006,133403766763.4
country/IND,2010,227852907387.3
country/IND,2012,293112786006.4
country/IND,2013,328412503286.0
country/IDN,1970,2947792436.8
country/IDN,1979,16515748316.7
country/IDN,1986,36396965378.8
country/IDN,1987,45449819897.0
country/IDN,1992,69930251692.3
country/IDN,2005,122960804204.1
country/IDN,2011,178415515093.7
country/IDN,2014,243736116484.2
country/IDN,2015,266574036689.1
country/IDN,2018,328874571947.0
country/IRN,1980,4618915613.2
country/IRN,1984,2456631507.1
country/IRN,1986,2380187858.5
country/IRN,1998,7838637905.1
country/IRN,2003,9081712876.5
country/IRN,2005,10358699016.5
country/IRN,2007,10557402686.2
country/IRN,2008,9051738039.5
country/IRN,2009,7587364962.4
country/IRN,2011,4750904847.8
country/IRN,2016,826827142.6
country/IRN,2018,1636813539.8
country/IRQ,2020,22775210320.2
country/JAM,1975,1615585573.4
country/JAM,1977,1488387806.9
country/JAM,1982,2195000474.6
country/JAM,1983,2579459245.0
country/JAM,1985,3266849518.7
country/JAM,1986,3400972645.9
country/JAM,1988,3860923570.9
country/JAM,1989,3891525763.7
country/JAM,1990,4087766104.4
country/JAM,1995,3890498348.6
country/JAM,2001,4462534466.7
country/JAM,2004,5361742523.7
country/JAM,2005,5923131526.9
country/JAM,2007,8932229140.9
country/JAM,2011,12073208117.9
country/JAM,2017,11658358350.7
country/JAM,2020,13638186514.9
country/IDN,1971,4075387550.4
country/IDN,1972,5116423463.7
country/IDN,1976,12627058797.7
country/IDN,1990,58219293863.0
country/IDN,2008,137059847854.3
country/IDN,2016,275594674364.7
country/IDN,2017,304012434582.5
country/IDN,2021,358846107817.5
country/IRN,1988,2067350938.2
country/IRN,1991,2102639926.0
country/IRN,1993,5788948305.2
country/IRN,1997,8343457942.2
country/IRN,2000,4804270475.5
country/IRN,2004,10318326438.1
country/IRN,2006,11027068414.8
country/IRN,2012,4347214490.5
country/IRN,2019,1284768138.3
country/IRQ,2017,21999708017.4
country/IDN,1974,8201920877.2
country/IDN,1975,10362812015.2
country/IDN,1980,18162697366.2
country/IDN,1981,19487139319.3
country/IDN,1982,21517280486.7
country/IDN,1984,26204153802.3
country/IDN,1985,30619552568.2
country/IDN,1988,46703954894.8
country/IDN,1989,50796827545.8
country/IDN,1993,71170126589.4
country/IDN,1995,98433203875.8
country/IDN,1996,96773074948.0
country/IDN,1997,100504367435.3
country/IDN,1998,122282150804.4
country/IDN,1999,121201168133.2
country/IDN,2003,104265197834.5
country/IDN,2007,128794328385.3
country/IDN,2009,152250491374.0
country/IDN,2013,214483575380.0
country/IDN,2020,369706241535.3
country/IRN,1983,2938741679.1
country/IRN,1989,1870034620.8
country/IRN,1990,1802121418.4
country/IRN,1992,1770977212.7
country/IRN,1994,15080944640.9
country/IRN,1995,15232160147.2
country/IRN,2002,6525706217.3
country/IRN,2010,5959567188.3
country/IRN,2017,589258286.2
country/IRN,2021,1059723274.2
country/IRQ,2018,22467411072.4
country/IDN,1973,6529679342.0
country/IDN,1977,14545538470.3
country/IDN,1978,16259712413.7
country/IDN,1983,25145283588.6
country/IDN,1991,65047860844.5
country/IDN,1994,88362781286.8
country/IDN,2000,111212068095.1
country/IDN,2001,103265333636.6
country/IDN,2002,101631823734.8
country/IDN,2004,105960577020.1
country/IDN,2006,123402225550.5
country/IDN,2010,162181147653.5
country/IDN,2012,205325603255.5
country/IDN,2019,354569330797.1
country/JAM,1971,1017279724.6
country/JAM,1980,1526118149.2
country/IRN,1981,3901452516.3
country/IRN,1982,3500536474.8
country/IRN,1985,2358346313.5
country/IRN,1987,2286338031.2
country/IRN,1996,11929261304.9
country/IRN,1999,5789325393.2
country/IRN,2001,5322366068.1
country/IRN,2013,4040211250.8
country/IRN,2014,3320128109.2
country/IRN,2015,2460324353.0
country/IRN,2020,1312711442.7
country/IRQ,2015,15536353576.7
country/IRQ,2016,18153089071.1
country/IRQ,2019,22686904677.4
country/IRQ,2021,20516354392.2
country/JAM,1981,1772725709.2
country/JAM,1992,3970370717.8
country/JAM,1993,3801725464.2
country/JAM,1994,3850693328.8
country/JAM,1996,3365919847.7
country/JAM,1999,3111223025.1
country/JAM,2000,3921931045.9
country/JAM,2006,6931326566.0
country/JAM,2008,9115919813.9
country/JAM,2009,9964847677.9
country/JAM,2012,11254321417.9
country/JAM,2013,10217073826.8
country/JAM,2021,13650278033.1
country/JAM,1976,1387984903.1
country/JAM,1978,1182557880.6
country/JAM,1979,1268108776.2
country/JAM,1984,2756536808.8
country/JAM,1997,3022641385.9
country/JAM,2002,4748102409.1
country/JAM,2010,11915849446.8
country/JAM,2014,11509622905.9
country/JAM,2015,11538201014.4
country/JAM,2018,13808219430.9
country/JAM,2019,14183093404.3
country/JAM,1970,981940878.3
country/JAM,1972,1050172114.5
country/JAM,1973,1202190366.0
country/JAM,1974,1434288380.0
country/JAM,1987,3861206559.3
country/JAM,1991,3946322944.1
country/JAM,1998,3216307746.7
country/JAM,2003,4669187984.4
country/JAM,2016,11261373571.8
country/JOR,1972,173796481.2
country/JOR,1974,269253379.6
country/JOR,1984,2605260308.2
country/JOR,1986,3997864193.6
country/JOR,1990,7201824778.7
country/JOR,1994,6734275070.5
country/JOR,1995,6624243886.8
country/JOR,1997,6143427623.8
country/JOR,2002,7184897223.8
country/JOR,2004,7123715112.1
country/JOR,2007,7304449087.9
country/JOR,2011,7627061071.4
country/JOR,2012,7919205264.0
country/JOR,2019,20455241577.3
country/JOR,1976,428949521.1
country/JOR,1977,679954734.8
country/JOR,1978,901794960.7
country/JOR,1983,2444344329.3
country/JOR,1992,7077948680.6
country/JOR,1993,6798182048.8
country/JOR,1996,6448097309.4
country/JOR,2001,6688933691.3
country/JOR,2015,13221378224.8
country/KAZ,2001,13566104171.8
country/KAZ,2014,147709018225.5
country/KAZ,2015,146733284110.4
country/KAZ,2021,145016171971.4
country/JOR,1975,340706534.1
country/JOR,1979,1128701310.1
country/JOR,1981,1658050732.8
country/JOR,1982,2040295992.9
country/JOR,1985,3189247661.2
country/JOR,1988,5539120340.7
country/JOR,1999,6714088206.3
country/JOR,2000,6182833611.0
country/JOR,2006,7072729985.5
country/JOR,2014,11644485506.8
country/KAZ,1992,25747844.5
country/KAZ,1994,2268165331.4
country/KAZ,1997,3217642893.7
country/KAZ,2003,19903231699.8
country/KAZ,2005,35268190017.9
country/KAZ,2006,61476101355.0
country/KAZ,2008,96722510960.3
country/KAZ,2009,102217448435.6
country/KAZ,2010,109757038702.0
country/KAZ,2011,115047028738.1
country/KAZ,2017,151071445778.8
country/KEN,1975,1022968292.3
country/KEN,1977,1291767561.9
country/KEN,1981,2499315203.0
country/KEN,1988,4820166824.7
country/KEN,1993,5845781902.2
country/KEN,1997,5418209965.1
country/KEN,2007,6282124708.8
country/KEN,2012,8962499572.4
country/KEN,2014,13586440298.4
country/KEN,2015,15880735392.5
country/KEN,2016,17820080388.7
country/KEN,2021,35861171847.1
country/XKX,2013,1314796062.7
country/KGZ,1993,231716372.3
country/KGZ,1998,1301673095.9
country/KGZ,2000,1510365348.7
country/KGZ,2004,1894805968.7
country/KGZ,2006,2099112476.9
country/KGZ,2010,3616408663.4
country/KGZ,2012,5501521878.4
country/KGZ,2013,6174203176.5
country/KGZ,2016,7311547310.0
