dcid,year,HivPeopleLivingWithHIVReceivingARTPeople
country/KWT,2022,745.0
country/KGZ,2010,356.0
country/KGZ,2013,1116.0
country/KGZ,2018,3710.0
country/KGZ,2021,5044.0
country/LAO,2012,2375.0
country/LAO,2013,2787.0
country/LAO,2019,7300.0
country/LAO,2021,8887.0
country/LVA,2016,1731.0
country/LVA,2018,2521.0
country/LBN,2010,428.0
country/LBN,2018,1504.0
country/LBN,2020,1854.0
country/LBN,2022,2109.0
country/LSO,2011,98174.0
country/LSO,2014,132449.0
country/LSO,2020,227806.0
country/LSO,2021,232439.0
country/LBR,2012,5478.0
country/LBY,2010,1726.0
country/LBY,2014,2659.0
country/LBY,2020,4575.0
country/LBY,2021,4780.0
country/LTU,2011,204.0
country/LTU,2015,569.0
country/LTU,2017,781.0
country/LTU,2019,1223.0
country/LUX,2014,639.0
country/LUX,2015,697.0
country/LUX,2016,762.0
country/LUX,2017,829.0
country/LUX,2020,964.0
country/LUX,2022,1186.0
country/MDG,2015,1234.0
country/MDG,2021,8995.0
country/SWZ,2022,211483.0
country/ETH,2013,317403.0
country/ETH,2016,420642.0
country/FJI,2010,79.0
country/FJI,2011,96.0
country/FJI,2012,160.0
country/FJI,2019,434.0
country/FIN,2018,2470.0
country/FRA,2013,118992.0
country/FRA,2014,124176.0
country/GAB,2010,11013.0
country/GAB,2012,15006.0
country/GAB,2013,19735.0
country/GAB,2018,23000.0
country/GAB,2019,24055.0
country/GMB,2022,9554.0
country/GEO,2012,1679.0
country/GEO,2018,4597.0
country/GEO,2021,5746.0
country/DEU,2011,48353.0
country/DEU,2012,51457.0
country/DEU,2016,65085.0
country/DEU,2019,73509.0
country/GHA,2016,92336.0
country/GRC,2013,6283.0
country/GRC,2014,6983.0
country/GRC,2019,10640.0
country/GRC,2022,11987.0
country/GRD,2017,140.0
country/GRD,2019,127.0
country/GRD,2021,90.0
country/GTM,2012,15136.0
country/GTM,2014,16876.0
country/GTM,2017,17872.0
country/GIN,2019,54826.0
country/GNB,2017,11985.0
country/GNB,2020,17824.0
country/GNB,2022,22132.0
country/GUY,2011,3432.0
country/GUY,2013,4054.0
country/GUY,2014,4295.0
country/GUY,2015,4538.0
country/HTI,2019,80836.0
country/HTI,2022,109175.0
country/HND,2022,13002.0
country/ISL,2011,147.0
country/ISL,2013,168.0
country/ISL,2020,286.0
country/IDN,2012,31195.0
country/IDN,2013,37798.0
country/IDN,2017,91369.0
country/IDN,2019,127613.0
country/IRQ,2012,188.0
country/IRQ,2014,232.0
country/IRQ,2019,572.0
country/IRL,2015,4555.0
country/ISR,2014,4664.0
country/ISR,2016,5225.0
country/ITA,2014,91854.0
country/ITA,2015,95895.0
country/JAM,2012,7495.0
country/JAM,2018,12669.0
country/JAM,2021,14014.0
country/JOR,2014,166.0
country/KAZ,2011,1827.0
country/KAZ,2015,6286.0
country/KAZ,2018,14950.0
country/KAZ,2020,20176.0
country/KAZ,2021,22315.0
country/KAZ,2022,25642.0
country/KEN,2011,538985.0
country/KWT,2010,139.0
country/KWT,2013,242.0
country/KWT,2019,466.0
country/KGZ,2011,486.0
country/KGZ,2014,1671.0
country/KGZ,2017,3205.0
country/KGZ,2020,4442.0
country/LAO,2011,1988.0
country/LAO,2016,4646.0
country/LBN,2011,516.0
country/LBN,2013,709.0
country/LBN,2014,832.0
country/LBN,2015,954.0
country/LBN,2019,1717.0
country/LSO,2012,109090.0
country/LSO,2013,120871.0
country/LSO,2019,220828.0
country/LSO,2022,235453.0
country/LBR,2015,7391.0
country/LBR,2017,11602.0
country/LBR,2022,24853.0
country/LBY,2011,1906.0
country/LBY,2012,2148.0
country/LBY,2018,4067.0
country/LBY,2019,4398.0
country/LTU,2012,270.0
country/LTU,2020,1248.0
country/LUX,2013,564.0
country/LUX,2019,931.0
country/MDG,2012,371.0
country/MDG,2014,773.0
country/MDG,2019,5166.0
country/MWI,2014,539239.0
country/MWI,2011,323566.0
country/MWI,2019,830098.0
country/MYS,2010,13091.0
country/MYS,2011,14410.0
country/MYS,2014,21541.0
country/MYS,2015,25583.0
country/MYS,2019,44168.0
country/MDV,2010,14.0
country/MDV,2011,15.0
country/MDV,2014,21.0
country/MDV,2018,25.0
country/MDV,2021,39.0
country/MLI,2017,41688.0
country/MLI,2018,46183.0
country/MLI,2019,44563.0
country/MLI,2022,59982.0
country/MRT,2011,1738.0
country/MRT,2014,2263.0
country/MRT,2019,3273.0
country/MRT,2021,3623.0
country/MRT,2022,3755.0
country/MEX,2012,84122.0
country/MNG,2018,195.0
country/MNE,2012,55.0
country/MNE,2015,92.0
country/MNE,2016,115.0
country/MNE,2018,161.0
country/MAR,2013,5660.0
country/MAR,2021,15253.0
country/MAR,2022,15893.0
country/MOZ,2014,646312.0
country/MOZ,2019,1338100.0
country/MOZ,2020,1399201.0
country/MMR,2012,53709.0
country/MMR,2016,127402.0
country/MMR,2017,146826.0
country/MMR,2019,184624.0
country/MMR,2021,191588.0
country/NAM,2016,131898.0
country/NAM,2020,181696.0
country/NAM,2022,197032.0
country/NPL,2015,11922.0
country/NPL,2019,18628.0
country/NPL,2021,21723.0
country/NLD,2010,12735.0
country/NLD,2011,13760.0
country/NLD,2015,18094.0
country/NLD,2016,18815.0
country/NLD,2020,21097.0
country/NZL,2016,2294.0
country/NIC,2010,1341.0
country/NIC,2013,2445.0
country/NIC,2014,2935.0
country/NIC,2017,4320.0
country/NIC,2020,5775.0
country/NER,2012,11182.0
country/MKD,2010,37.0
country/MKD,2014,96.0
country/MKD,2016,167.0
country/MKD,2020,299.0
country/NOR,2012,3111.0
country/NOR,2014,3406.0
country/NOR,2016,3676.0
country/NOR,2020,4176.0
country/OMN,2011,656.0
country/MWI,2015,595634.0
country/MWI,2016,679062.0
country/MWI,2020,862212.0
country/MWI,2021,897619.0
country/MYS,2012,14993.0
country/MYS,2020,46931.0
country/MDV,2015,23.0
country/MDV,2019,34.0
country/MDV,2020,37.0
country/MLI,2011,29237.0
country/MLI,2012,28751.0
country/MLI,2014,31472.0
country/MLI,2021,53577.0
country/MLT,2013,200.0
country/MLT,2015,281.0
country/MLT,2017,341.0
country/MRT,2012,1830.0
country/MEX,2013,89413.0
country/MEX,2015,117557.0
country/MEX,2016,131879.0
country/MEX,2021,215295.0
country/MNG,2012,53.0
country/MNG,2020,223.0
country/MNE,2010,44.0
country/MNE,2011,48.0
country/MAR,2010,2846.0
country/MAR,2011,3594.0
country/MAR,2012,4639.0
country/MAR,2014,6514.0
country/MOZ,2013,469607.0
country/MMR,2010,29826.0
country/MMR,2011,40128.0
country/MMR,2013,67643.0
country/MMR,2022,208480.0
country/NAM,2021,190445.0
country/NPL,2011,6484.0
country/NPL,2012,7719.0
country/NPL,2014,10407.0
country/NPL,2017,15260.0
country/NPL,2018,16914.0
country/NPL,2020,19827.0
country/NLD,2012,14818.0
country/NLD,2021,21397.0
country/NZL,2012,1616.0
country/NZL,2013,1737.0
country/NZL,2015,2082.0
country/NIC,2012,2177.0
country/NIC,2015,3350.0
country/NER,2013,12071.0
country/NER,2014,11286.0
country/NER,2017,18425.0
country/MKD,2013,78.0
country/MKD,2018,236.0
country/MKD,2019,260.0
country/NOR,2010,2816.0
country/NOR,2022,4516.0
country/OMN,2010,537.0
country/OMN,2014,908.0
country/OMN,2017,1190.0
country/OMN,2020,1454.0
country/OMN,2021,1617.0
country/PAK,2011,2018.0
country/PAK,2015,6564.0
country/PAK,2017,12046.0
country/PAK,2021,26626.0
country/PAK,2022,34386.0
country/PAN,2013,8006.0
country/PNG,2011,9395.0
country/PNG,2013,14790.0
country/PNG,2016,23875.0
country/PNG,2018,29420.0
country/PNG,2020,35840.0
country/PRY,2012,3578.0
country/PRY,2020,9778.0
country/PER,2016,43638.0
country/PER,2022,86999.0
country/POL,2012,6297.0
country/POL,2017,10496.0
country/PRT,2011,22174.0
country/PRT,2012,24195.0
country/PRT,2013,26214.0
country/PRT,2015,29788.0
country/PRT,2017,35811.0
country/QAT,2021,272.0
country/QAT,2022,314.0
country/MDA,2013,2493.0
country/MDA,2018,5961.0
country/MDA,2019,6690.0
country/MDA,2021,7267.0
country/ROU,2010,7557.0
country/ROU,2011,7769.0
country/ROU,2012,8039.0
country/ROU,2013,8926.0
country/ROU,2014,9637.0
country/ROU,2020,12904.0
country/RWA,2011,99820.0
country/RWA,2012,116031.0
country/RWA,2013,129821.0
country/RWA,2019,198657.0
country/KNA,2012,42.0
country/KNA,2013,55.0
country/KNA,2018,82.0
country/STP,2011,260.0
country/SAU,2010,3051.0
country/SAU,2012,3066.0
country/SAU,2013,3153.0
country/SAU,2015,4325.0
country/SAU,2019,7253.0
country/SAU,2021,8496.0
country/SEN,2015,18375.0
country/SEN,2017,23204.0
country/SEN,2018,26606.0
country/SEN,2021,31629.0
country/SRB,2010,915.0
country/SRB,2013,1165.0
country/SRB,2015,1400.0
country/SLE,2010,5978.0
country/SLE,2014,10775.0
country/SLE,2018,28415.0
country/SLE,2021,46445.0
country/SGP,2015,4584.0
country/SGP,2017,5423.0
country/OMN,2016,1054.0
country/OMN,2018,1317.0
country/PAK,2012,3134.0
country/PAK,2013,3412.0
country/PAK,2018,15821.0
country/PAN,2011,6180.0
country/PAN,2016,11569.0
country/PAN,2019,14334.0
country/PAN,2021,14699.0
country/PNG,2012,11764.0
country/PNG,2017,26393.0
country/PNG,2021,38376.0
country/PRY,2013,4227.0
country/PRY,2018,8549.0
country/PRY,2019,9480.0
country/PRY,2021,10781.0
country/PER,2010,20064.0
country/PER,2011,21554.0
country/PER,2012,27584.0
country/PER,2013,28391.0
country/PER,2014,33106.0
country/PER,2020,71630.0
country/PHL,2012,3643.0
country/PHL,2017,24548.0
country/PHL,2018,33348.0
country/POL,2010,4995.0
country/POL,2011,5574.0
country/POL,2013,7110.0
country/POL,2014,7881.0
country/POL,2018,11063.0
country/POL,2019,12471.0
country/PRT,2010,20153.0
country/PRT,2016,31344.0
country/QAT,2015,99.0
country/QAT,2016,108.0
country/QAT,2020,213.0
country/MDA,2014,3116.0
country/MDA,2016,4491.0
country/ROU,2016,10942.0
country/ROU,2017,11570.0
country/ROU,2019,12832.0
country/ROU,2022,13837.0
country/RWA,2015,159315.0
country/RWA,2016,178284.0
country/RWA,2021,210343.0
country/KNA,2014,71.0
country/KNA,2016,76.0
country/KNA,2017,78.0
country/STP,2018,820.0
country/STP,2019,842.0
country/STP,2021,904.0
country/SAU,2018,6321.0
country/SEN,2019,28960.0
country/SRB,2016,1570.0
country/SRB,2018,1980.0
country/SRB,2020,2172.0
country/SRB,2021,2289.0
country/SLE,2012,8261.0
country/SLE,2013,9173.0
country/SLE,2019,33274.0
country/SLE,2020,38003.0
country/SGP,2011,2509.0
country/SGP,2016,4935.0
country/MWI,2012,404900.0
country/MWI,2013,472859.0
country/MWI,2018,814275.0
country/MWI,2022,931916.0
country/MYS,2013,17265.0
country/MYS,2016,35850.0
country/MYS,2021,47009.0
country/MYS,2022,47067.0
country/MDV,2012,18.0
country/MDV,2016,23.0
country/MDV,2022,40.0
country/MLI,2010,24777.0
country/MLI,2020,54790.0
country/MLT,2012,175.0
country/MLT,2016,305.0
country/MLT,2018,415.0
country/MLT,2021,513.0
country/MLT,2022,569.0
country/MRT,2015,2458.0
country/MRT,2017,3021.0
country/MRT,2018,3032.0
country/MRT,2020,3384.0
country/MEX,2011,71839.0
country/MEX,2014,97402.0
country/MNG,2011,38.0
country/MNG,2014,126.0
country/MNG,2015,147.0
country/MNG,2016,156.0
country/MNG,2017,181.0
country/MNG,2019,198.0
country/MNG,2022,254.0
country/MNE,2013,67.0
country/MNE,2021,204.0
country/MAR,2015,7906.0
country/MAR,2017,10129.0
country/MAR,2019,12870.0
country/MOZ,2011,273561.0
country/MOZ,2016,990085.0
country/MMR,2015,106320.0
country/MMR,2018,166969.0
country/MMR,2020,199232.0
country/NAM,2010,77453.0
country/NAM,2012,105153.0
country/NAM,2013,114260.0
country/NAM,2014,113832.0
country/NAM,2017,150850.0
country/NAM,2018,160473.0
country/NAM,2019,177175.0
country/NLD,2019,20789.0
country/NZL,2011,1517.0
country/NZL,2014,1887.0
country/NZL,2017,2491.0
country/NZL,2018,2661.0
country/NZL,2019,2740.0
country/NZL,2020,2876.0
country/NZL,2022,3028.0
country/NIC,2011,1766.0
country/NER,2011,9420.0
country/NER,2015,12887.0
country/NER,2018,19793.0
country/NER,2019,20427.0
country/NER,2020,21330.0
country/NER,2021,24291.0
country/MKD,2011,46.0
country/MKD,2012,62.0
country/MWI,2017,750631.0
country/MYS,2017,39018.0
country/MYS,2018,41401.0
country/MDV,2013,19.0
country/MDV,2017,25.0
country/MLI,2013,28725.0
country/MLI,2015,34974.0
country/MLI,2016,37902.0
country/MLT,2010,126.0
country/MLT,2011,143.0
country/MLT,2014,235.0
country/MLT,2019,484.0
country/MLT,2020,499.0
country/MRT,2010,1619.0
country/MRT,2013,2143.0
country/MRT,2016,2615.0
country/MEX,2010,64987.0
country/MEX,2017,141270.0
country/MEX,2018,164518.0
country/MEX,2019,174176.0
country/MEX,2020,200350.0
country/MEX,2022,229538.0
country/MNG,2010,25.0
country/MNG,2013,94.0
country/MNG,2021,238.0
country/MNE,2014,81.0
country/MNE,2017,140.0
country/MNE,2019,181.0
country/MNE,2020,195.0
country/MNE,2022,232.0
country/MAR,2016,9348.0
country/MAR,2018,11771.0
country/MAR,2020,14008.0
country/MOZ,2010,218991.0
country/MOZ,2012,308577.0
country/MOZ,2015,802659.0
country/MOZ,2017,1156101.0
country/MOZ,2018,1212562.0
country/MOZ,2021,1702453.0
country/MOZ,2022,1962966.0
country/MMR,2014,85361.0
country/NAM,2011,94197.0
country/NAM,2015,130272.0
country/NPL,2010,4867.0
country/NPL,2013,8866.0
country/NPL,2016,13069.0
country/NPL,2022,23362.0
country/NLD,2013,15990.0
country/NLD,2014,17152.0
country/NLD,2017,19552.0
country/NLD,2018,20163.0
country/NZL,2010,1348.0
country/NZL,2021,2963.0
country/NIC,2016,3841.0
country/NIC,2018,5113.0
country/NIC,2019,5696.0
country/NIC,2021,5885.0
country/NIC,2022,6581.0
country/NER,2010,7296.0
country/NER,2016,14729.0
country/NER,2022,25243.0
country/NOR,2011,2964.0
country/NOR,2015,3555.0
country/NOR,2017,3799.0
country/NOR,2019,4042.0
country/MKD,2015,134.0
country/MKD,2017,195.0
country/NOR,2013,3259.0
country/NOR,2018,3920.0
country/NOR,2021,4278.0
country/OMN,2013,847.0
country/OMN,2015,919.0
country/PAK,2010,1906.0
country/PAK,2016,8888.0
country/PAK,2020,24362.0
country/PAN,2010,5406.0
country/PAN,2015,9659.0
country/PAN,2020,14458.0
country/PAN,2022,19001.0
country/PNG,2015,21198.0
country/PNG,2019,32018.0
country/PNG,2022,43816.0
country/PRY,2014,4882.0
country/PRY,2015,5505.0
country/PRY,2016,6496.0
country/PRY,2017,7833.0
country/PER,2017,49005.0
country/PER,2018,57801.0
country/PER,2019,67668.0
country/PER,2021,79924.0
country/PHL,2010,1294.0
country/PHL,2022,67998.0
country/POL,2016,9537.0
country/POL,2020,13475.0
country/PRT,2014,28234.0
country/QAT,2019,176.0
country/MDA,2010,1237.0
country/MDA,2015,3850.0
country/MDA,2020,6810.0
country/MDA,2022,7857.0
country/ROU,2015,10551.0
country/ROU,2021,13352.0
country/RWA,2020,204711.0
country/RWA,2022,215242.0
country/KNA,2010,34.0
country/KNA,2015,69.0
country/KNA,2019,84.0
country/KNA,2020,111.0
country/KNA,2022,128.0
country/STP,2012,309.0
country/STP,2013,343.0
country/STP,2014,417.0
country/STP,2017,732.0
country/STP,2022,985.0
country/SAU,2014,3584.0
country/SAU,2016,5187.0
country/SAU,2017,5651.0
country/SAU,2020,7814.0
country/SEN,2012,11940.0
country/SEN,2013,13591.0
country/SEN,2014,16346.0
country/SEN,2020,30431.0
country/SEN,2022,33339.0
country/SRB,2014,1272.0
country/SRB,2022,2427.0
country/SLE,2011,8117.0
country/SLE,2016,17843.0
country/SLE,2017,23693.0
country/SGP,2012,2987.0
country/OMN,2012,737.0
country/OMN,2019,1494.0
country/OMN,2022,1801.0
country/PAK,2014,5019.0
country/PAK,2019,22947.0
country/PAN,2012,6671.0
country/PAN,2014,8749.0
country/PAN,2017,13128.0
country/PAN,2018,13473.0
country/PNG,2010,7560.0
country/PNG,2014,18344.0
country/PRY,2010,2955.0
country/PRY,2011,3119.0
country/PRY,2022,11891.0
country/PER,2015,37201.0
country/PHL,2011,2627.0
country/PHL,2013,5117.0
country/PHL,2014,8078.0
country/PHL,2015,12073.0
country/PHL,2016,17678.0
country/PHL,2019,42750.0
country/PHL,2020,47717.0
country/PHL,2021,54382.0
country/POL,2015,8606.0
country/POL,2021,14489.0
country/QAT,2017,121.0
country/QAT,2018,147.0
country/MDA,2011,1666.0
country/MDA,2012,2075.0
country/MDA,2017,5162.0
country/ROU,2018,12088.0
country/RWA,2010,89283.0
country/RWA,2014,144316.0
country/RWA,2017,185462.0
country/RWA,2018,192458.0
country/KNA,2011,36.0
country/KNA,2021,116.0
country/STP,2010,208.0
country/STP,2015,527.0
country/STP,2016,614.0
country/STP,2020,871.0
country/SAU,2011,3068.0
country/SAU,2022,9539.0
country/SEN,2010,11845.0
country/SEN,2011,12821.0
country/SEN,2016,21157.0
country/SRB,2011,995.0
country/SRB,2012,1075.0
country/SRB,2017,1752.0
country/SRB,2019,2097.0
country/SLE,2015,14196.0
country/SLE,2022,58014.0
country/SGP,2010,2037.0
country/SGP,2013,3506.0
country/SGP,2014,4101.0
country/SVK,2012,196.0
country/SVK,2013,247.0
country/SVK,2017,644.0
country/SVK,2018,650.0
country/SVN,2015,461.0
country/SOM,2010,889.0
country/SOM,2011,1139.0
country/SOM,2012,1454.0
country/SOM,2016,2660.0
country/SOM,2017,2997.0
country/SOM,2018,3230.0
country/SOM,2021,3888.0
country/ZAF,2014,3206123.0
country/ZAF,2016,4154434.0
country/SSD,2011,3667.0
country/SSD,2014,11333.0
country/ESP,2013,99087.0
country/LKA,2017,1297.0
country/LKA,2020,2167.0
country/LKA,2021,2402.0
country/SDN,2011,2377.0
country/SDN,2017,7634.0
country/SDN,2022,11304.0
country/SUR,2015,2302.0
country/SUR,2016,2562.0
country/SUR,2018,2868.0
country/SUR,2021,3326.0
country/SWE,2017,7333.0
country/SYR,2022,338.0
country/TJK,2010,437.0
country/TJK,2014,1917.0
country/TJK,2021,8740.0
country/TJK,2022,9535.0
country/THA,2010,222165.0
country/THA,2011,244473.0
country/THA,2012,263879.0
country/THA,2013,287213.0
country/THA,2014,307657.0
country/THA,2021,447061.0
country/THA,2022,457133.0
country/TLS,2019,524.0
country/TGO,2013,34491.0
country/TGO,2017,59752.0
country/TGO,2020,80160.0
country/TUN,2011,480.0
country/TUN,2012,455.0
country/TUN,2014,651.0
country/TUN,2020,1446.0
country/UGA,2012,378079.0
country/UGA,2013,512428.0
country/UGA,2021,1168907.0
country/UGA,2022,1210906.0
country/UKR,2010,22697.0
country/UKR,2011,27542.0
country/UKR,2013,55770.0
country/UKR,2014,66394.0
country/UKR,2015,66098.0
country/UKR,2016,91054.0
country/UKR,2019,136091.0
country/UKR,2020,146474.0
country/UKR,2021,152005.0
country/ARE,2017,208.0
country/TZA,2016,851057.0
country/TZA,2021,1506011.0
country/URY,2014,5775.0
country/SGP,2018,5678.0
country/SVK,2014,312.0
country/SVK,2015,398.0
country/SVN,2010,256.0
country/SVN,2012,305.0
country/SVN,2014,409.0
country/SVN,2016,533.0
country/SVN,2020,709.0
country/SVN,2021,719.0
country/SVN,2022,752.0
country/SOM,2013,1760.0
country/SOM,2014,1916.0
country/SOM,2015,2310.0
country/SOM,2019,3471.0
country/SOM,2020,3697.0
country/ZAF,2012,2358142.0
country/ZAF,2013,2787219.0
country/ZAF,2017,4603719.0
country/ZAF,2019,5298908.0
country/ZAF,2020,5459654.0
country/SSD,2018,30727.0
country/ESP,2010,88042.0
country/ESP,2012,95838.0
country/ESP,2016,118023.0
country/LKA,2010,265.0
country/LKA,2016,1068.0
country/LKA,2022,2813.0
country/SDN,2012,2575.0
country/SDN,2013,3308.0
country/SDN,2014,3936.0
country/SDN,2016,5768.0
country/SDN,2020,11755.0
country/SUR,2012,1683.0
country/SUR,2014,2178.0
country/SWE,2010,3972.0
country/SWE,2015,6670.0
country/SWE,2016,7112.0
country/SWE,2018,7723.0
country/SWE,2020,8024.0
country/SWE,2021,8253.0
country/SYR,2015,100.0
country/SYR,2018,193.0
country/TJK,2013,1222.0
country/TJK,2015,2887.0
country/TJK,2017,4891.0
country/THA,2015,337607.0
country/THA,2016,365282.0
country/THA,2019,417862.0
country/TLS,2014,176.0
country/TLS,2017,287.0
country/TLS,2021,774.0
country/TGO,2010,23278.0
country/TGO,2011,27369.0
country/TGO,2016,51320.0
country/TGO,2019,75143.0
country/TTO,2015,6720.0
country/TTO,2016,6700.0
country/TTO,2019,7834.0
country/TUN,2013,546.0
country/TUN,2017,920.0
country/UGA,2010,236956.0
country/UGA,2014,645114.0
country/UGA,2016,819209.0
country/UGA,2018,1035987.0
country/UGA,2019,1095714.0
country/URY,2016,6442.0
country/URY,2017,7099.0
country/URY,2019,8670.0
country/UZB,2015,13100.0
country/UZB,2016,16978.0
country/UZB,2020,31037.0
country/VEN,2022,61781.0
country/VNM,2010,53085.0
country/VNM,2013,88732.0
country/YEM,2010,501.0
country/YEM,2011,625.0
country/YEM,2018,2326.0
country/ZMB,2012,479881.0
country/ZMB,2014,653701.0
country/ZWE,2012,565665.0
country/ZWE,2013,665199.0
country/ZWE,2014,758664.0
country/ZWE,2019,1148310.0
country/ZWE,2020,1188470.0
country/ZWE,2021,1188636.0
Earth,2013,13000000.0
Earth,2019,24900000.0
country/UKR,2022,147028.0
country/ARE,2010,181.0
country/ARE,2012,268.0
country/ARE,2014,196.0
country/ARE,2015,198.0
country/ARE,2018,218.0
country/ARE,2019,228.0
country/TZA,2013,515482.0
country/TZA,2014,643682.0
country/TZA,2022,1616952.0
country/URY,2010,3028.0
country/URY,2011,3314.0
country/URY,2012,3323.0
country/URY,2013,5317.0
country/URY,2018,8178.0
country/UZB,2011,4190.0
country/UZB,2014,6681.0
country/UZB,2019,27125.0
country/VEN,2013,44047.0
country/VEN,2015,58303.0
country/VEN,2017,41007.0
country/VEN,2018,28354.0
country/VEN,2019,44912.0
country/VEN,2020,56038.0
country/VNM,2016,125196.0
country/VNM,2018,146394.0
country/VNM,2022,183458.0
country/YEM,2013,901.0
country/YEM,2014,1220.0
country/YEM,2019,2672.0
country/ZMB,2010,349076.0
country/ZMB,2011,423721.0
country/ZMB,2016,798723.0
country/ZMB,2020,1179031.0
country/ZMB,2022,1269127.0
country/ZWE,2016,919162.0
country/ZWE,2018,1084411.0
Earth,2011,9300000.0
Earth,2012,11100000.0
country/SGP,2019,6052.0
country/SVK,2011,153.0
country/SVK,2016,461.0
country/SVN,2011,279.0
country/SVN,2013,357.0
country/SVN,2018,631.0
country/ZAF,2010,1413626.0
country/ZAF,2011,1885959.0
country/ZAF,2018,4982208.0
country/ZAF,2021,5588062.0
country/SSD,2013,7235.0
country/SSD,2015,18573.0
country/SSD,2016,19394.0
country/SSD,2020,42447.0
country/SSD,2022,52592.0
country/ESP,2014,102271.0
country/ESP,2015,107135.0
country/ESP,2017,122273.0
country/ESP,2018,125785.0
country/ESP,2021,133356.0
country/LKA,2011,311.0
country/LKA,2013,516.0
country/LKA,2014,639.0
country/LKA,2019,1846.0
country/SDN,2010,2122.0
country/SDN,2015,4388.0
country/SDN,2018,8803.0
country/SDN,2019,10449.0
country/SDN,2021,11069.0
country/SUR,2013,1940.0
country/SUR,2017,2691.0
country/SUR,2019,2871.0
country/SUR,2020,3439.0
country/SWE,2012,5316.0
country/SWE,2014,6334.0
country/SWE,2019,7873.0
country/SYR,2010,48.0
country/SYR,2011,69.0
country/SYR,2012,84.0
country/SYR,2013,88.0
country/SYR,2016,113.0
country/SYR,2017,145.0
country/SYR,2019,252.0
country/SYR,2020,280.0
country/SYR,2021,305.0
country/TJK,2012,876.0
country/TJK,2018,5995.0
country/TJK,2019,7055.0
country/TJK,2020,7960.0
country/THA,2017,387223.0
country/TLS,2010,51.0
country/TLS,2011,52.0
country/TLS,2012,84.0
country/TLS,2013,140.0
country/TLS,2015,201.0
country/TLS,2018,387.0
country/TLS,2022,1009.0
country/TGO,2014,37511.0
country/TGO,2015,43603.0
country/TGO,2021,81120.0
country/TGO,2022,86879.0
country/TTO,2012,5565.0
country/TTO,2013,6134.0
country/TTO,2018,7312.0
country/TTO,2022,7144.0
Earth,2016,19100000.0
Earth,2018,23000000.0
country/SGP,2020,6363.0
country/SVK,2010,134.0
country/SVN,2017,592.0
country/SVN,2019,649.0
country/SOM,2022,4214.0
country/ZAF,2015,3671117.0
country/ZAF,2022,5698272.0
country/SSD,2010,2255.0
country/SSD,2012,4559.0
country/SSD,2017,23998.0
country/SSD,2019,35149.0
country/SSD,2021,47440.0
country/ESP,2011,90889.0
country/ESP,2019,128296.0
country/ESP,2020,132581.0
country/LKA,2012,387.0
country/LKA,2015,803.0
country/LKA,2018,1574.0
country/SUR,2010,1121.0
country/SUR,2011,1295.0
country/SUR,2022,3145.0
country/SWE,2011,4644.0
country/SWE,2013,5989.0
country/SYR,2014,96.0
country/TJK,2011,655.0
country/TJK,2016,3890.0
country/THA,2018,401233.0
country/THA,2020,435956.0
country/TLS,2016,249.0
country/TLS,2020,626.0
country/TGO,2012,30334.0
country/TGO,2018,65213.0
country/TTO,2010,4571.0
country/TTO,2011,4947.0
country/TTO,2014,6399.0
country/TTO,2017,6693.0
country/TTO,2020,7268.0
country/TTO,2021,7217.0
country/TUN,2010,412.0
country/TUN,2018,1084.0
country/TUN,2019,1287.0
country/TUN,2022,1847.0
country/UGA,2011,275627.0
country/UGA,2017,950036.0
country/UKR,2012,41441.0
country/UKR,2017,104949.0
country/ARE,2013,277.0
country/ARE,2016,184.0
country/ARE,2020,461.0
country/ARE,2021,705.0
country/ARE,2022,756.0
country/TZA,2017,1026719.0
country/TZA,2018,1109415.0
country/TZA,2019,1277863.0
country/URY,2015,6116.0
country/URY,2021,10342.0
country/URY,2022,11225.0
country/UZB,2010,3080.0
country/UZB,2017,21654.0
country/UZB,2018,26733.0
country/UZB,2021,31950.0
country/VEN,2012,44004.0
country/VEN,2014,44600.0
country/VNM,2011,65464.0
country/VNM,2014,97940.0
country/TUN,2015,734.0
country/TUN,2016,866.0
country/TUN,2021,1550.0
country/UGA,2015,713405.0
country/UGA,2020,1127429.0
country/UKR,2018,122518.0
country/ARE,2011,203.0
country/TZA,2010,244225.0
country/TZA,2011,268557.0
country/TZA,2012,433578.0
country/TZA,2015,744072.0
country/TZA,2020,1426700.0
country/URY,2020,8899.0
country/UZB,2012,1694.0
country/UZB,2013,4154.0
country/UZB,2022,36488.0
country/VEN,2010,39255.0
country/VEN,2011,41226.0
country/VEN,2016,53278.0
country/VEN,2021,57314.0
country/VNM,2012,77895.0
country/VNM,2015,114902.0
country/VNM,2017,131421.0
country/VNM,2021,177901.0
country/YEM,2012,721.0
country/YEM,2015,1397.0
country/YEM,2016,1750.0
country/YEM,2017,2031.0
country/YEM,2020,2927.0
country/YEM,2022,3724.0
country/ZMB,2013,559764.0
country/ZMB,2015,758646.0
country/ZMB,2017,850017.0
country/ZMB,2018,962540.0
country/ZMB,2019,1072840.0
country/ZMB,2021,1197703.0
country/ZWE,2010,363261.0
country/ZWE,2011,484656.0
country/ZWE,2017,1046281.0
country/VNM,2019,157007.0
country/VNM,2020,169285.0
country/YEM,2021,3191.0
country/ZWE,2015,835473.0
country/ZWE,2022,1233619.0
Earth,2015,16900000.0
Earth,2017,21200000.0
Earth,2020,26500000.0
Earth,2022,29800000.0
Earth,2010,7700000.0
Earth,2014,14900000.0
