dcid,year,healthExpenditurePrivateExcludingOopCurrentUSD
country/SLE,2008,664981580.169813
country/SLE,2009,631352915.9836007
country/SLE,2010,595695837.613696
country/SLE,2011,859233854.0323846
country/SLE,2012,1037505358.7034173
country/SLE,2013,1611115224.014913
country/SLE,2014,52110173765.52211
country/SLE,2015,44146785381.672714
country/SLE,2016,40095900284.10658
country/SLE,2017,5921302132.999191
country/SLE,2018,2937023953.585764
country/SLE,2019,2997443758.409579
country/SLE,2020,2738321757.4347687
country/ZAF,2000,5377376809.320215
country/ZAF,2001,4968324249.10965
country/ZAF,2002,4419713713.868454
country/ZAF,2003,5894383080.347121
country/ZAF,2004,7691500373.895507
country/ZAF,2005,7314293806.327035
country/ZAF,2006,7525249805.735983
country/ZAF,2007,8097180481.737993
country/ZAF,2008,8076499519.95407
country/ZAF,2009,8590784758.627478
country/ZAF,2010,10745195650.753372
country/ZAF,2011,12116275865.234968
country/ZAF,2012,11793256483.17562
country/ZAF,2013,11200170302.56617
country/ZAF,2014,11105987447.200895
country/ZAF,2015,9909497506.491814
country/ZAF,2016,9299429262.55265
country/ZAF,2017,10898499523.932823
country/ZAF,2018,11684310352.909964
country/ZAF,2019,11099519544.887947
country/ZAF,2020,8982582568.775698
country/SSD,2017,12227302.122615963
country/SSD,2018,14177582.3445772
country/SSD,2019,13229394.46136315
country/SSD,2020,18649198.76973476
country/TGO,2000,4955388.725695154
country/TGO,2001,5003541.086915936
country/TGO,2002,5724957.039767152
country/TGO,2003,7049927.80589463
country/TGO,2004,7683448.759314381
country/TGO,2005,8146264.731915199
country/TGO,2006,8538991.546069516
country/TGO,2007,10074864.326484209
country/TGO,2008,12521385.722273706
country/TGO,2009,12569152.398265442
country/TGO,2010,12667629.637822649
country/TGO,2011,14083287.14097577
country/TGO,2012,13529817.125145704
country/TGO,2013,16319476.801953208
country/TGO,2014,23071978.18577558
country/TGO,2015,22162595.098863266
country/TGO,2016,26008790.41664306
country/TGO,2017,25259098.351324387
country/TGO,2018,33282325.826346546
country/TGO,2019,33642164.48382749
country/TGO,2020,34179362.40782217
country/UGA,2000,2134763.3727798807
country/UGA,2001,2200241.040230634
country/UGA,2002,4517297.395105156
country/UGA,2003,6307983.021996397
country/UGA,2004,9197873.480102612
country/UGA,2005,11768955.891930914
country/UGA,2006,13845785.091038613
country/UGA,2007,17210831.38519753
country/UGA,2008,19491821.3064854
country/UGA,2009,19154341.416170765
country/UGA,2010,22875382.36232523
country/UGA,2011,59501359.33799749
country/UGA,2012,25207610.013348125
country/UGA,2013,59851533.701003805
country/UGA,2014,112441828.74433982
country/UGA,2015,36879715.0939503
country/UGA,2016,37147227.56843532
country/UGA,2017,35337998.68510522
country/UGA,2018,55931851.67172007
country/UGA,2019,66041575.852541216
country/UGA,2020,67694736.16566761
country/TZA,2000,8706162.042128878
country/TZA,2001,9622119.310065465
country/TZA,2002,10239566.809980849
country/TZA,2003,38001847.155664824
country/TZA,2004,11774426.083965283
country/TZA,2005,12658614.989944758
country/TZA,2006,12585026.630831322
country/TZA,2007,13830646.894037914
country/TZA,2008,15618097.46025852
country/TZA,2009,15260444.27201626
country/TZA,2010,15486251.679355128
country/TZA,2011,29214528.176701047
country/TZA,2012,70544300.8041196
country/TZA,2013,40661289.91261146
country/TZA,2014,11518658.736302726
country/TZA,2015,32495454.15670701
country/TZA,2016,21057771.858404018
country/TZA,2017,17170437.933936268
country/TZA,2018,18278954.984854978
country/TZA,2019,19222636.93290242
country/TZA,2020,20725707.404631235
country/ZMB,2000,66780995.51756178
country/ZMB,2001,50523855.81019877
country/ZMB,2002,52803378.392418504
country/ZMB,2003,80417908.5902054
country/ZMB,2004,59988798.8675538
country/ZMB,2005,37581376.958566606
country/ZMB,2006,53073247.68533082
country/ZMB,2007,52934456.31403576
country/ZMB,2008,61281320.496662274
country/ZMB,2009,47338023.74430128
country/ZMB,2010,54931180.45231882
country/ZMB,2011,55146362.93315042
country/ZMB,2012,51961345.85721225
country/ZMB,2013,77947035.87830351
country/ZMB,2014,43506465.538253225
country/ZMB,2015,40167884.53369369
country/ZMB,2016,66704048.50836767
country/ZMB,2017,81806381.03073284
country/ZMB,2018,83220760.72159395
country/ZMB,2019,74077276.37548488
country/ZMB,2020,56980066.8339759
country/ZWE,2020,1829386.428600618
country/ATG,2000,7629346.355555562
country/ATG,2001,7879068.177777776
country/ATG,2002,8047051.5111111095
country/ATG,2003,8064443.711111105
country/ATG,2004,8287363.555555556
country/ATG,2005,8754657.588888884
country/ATG,2006,8893651.081481481
country/ATG,2007,9336529.870370375
country/ATG,2008,9862482.274074074
country/ATG,2009,10158548.9
country/ATG,2010,10423743.733333332
country/ATG,2011,10666666.666666662
country/ATG,2012,11052115.566666666
country/ATG,2013,11012617.962962963
country/ATG,2014,11372439.925925927
country/ATG,2015,11772472.418518515
country/ATG,2016,12227519.155555554
country/ATG,2017,12343510.640740741
country/ATG,2018,12589701.322222224
country/ATG,2019,12735623.522222223
country/ATG,2020,12670560.948148146
country/ARG,2000,4216108054.0270133
country/ARG,2001,3893459988.8044033
country/ARG,2002,1137260228.7260723
country/ARG,2003,1667742477.3740156
country/ARG,2004,1713162558.2134888
country/ARG,2005,2187989498.596167
country/ARG,2006,2625463189.7502327
country/ARG,2007,3217786256.892089
country/ARG,2008,4103122406.5173154
country/ARG,2009,4314466233.230358
country/ARG,2010,5620124277.26509
country/ARG,2011,6094393200.38564
country/ARG,2012,6265083713.506828
country/ARG,2013,5482640608.442971
country/ARG,2014,3842139876.933263
country/ARG,2015,4664048064.896422
country/ARG,2016,4020913216.8852153
country/ARG,2017,7074762321.335451
country/ARG,2018,4534482403.388263
country/ARG,2019,3849358280.131961
country/ARG,2020,3591725977.785391
country/BHS,2000,99999999.99999999
country/BHS,2001,102000000.00000003
country/BHS,2002,104999999.99999999
country/BHS,2003,108000000.0
country/BHS,2004,109999999.99999997
country/BHS,2005,118000000.00000003
country/BHS,2006,138000000.00000006
country/BHS,2007,145999999.99999997
country/BHS,2008,146999999.99999994
country/BHS,2009,138000000.00000012
country/BHS,2010,142000000.00000006
country/BHS,2011,144000000.00000006
country/BHS,2012,154999999.99999988
country/BHS,2013,153000000.0000001
country/BHS,2014,161999999.99999997
country/BHS,2015,151000000.00000003
country/BHS,2016,152585789.96000007
country/BHS,2017,163388359.16000006
country/BHS,2018,171331307.11000004
country/BHS,2019,163375398.84999993
country/BHS,2020,130434648.20999998
country/BRB,2000,14309262.93999999
country/BRB,2001,14603149.30000002
country/BRB,2002,14355992.940000027
country/BRB,2003,12868530.590000004
country/BRB,2004,14644617.879999965
country/BRB,2005,16922743.96000004
country/BRB,2006,18955266.314999998
country/BRB,2007,19062971.024999976
country/BRB,2008,18974571.19999996
country/BRB,2009,18006981.71000001
country/BRB,2010,18948818.130000025
country/BRB,2011,20272489.370000035
country/BRB,2012,20399999.99999997
country/BRB,2013,22585671.555000037
country/BRB,2014,23054174.625
country/BRB,2015,22492400.45999998
country/BRB,2016,22768863.325000018
country/BRB,2017,24215153.699999988
country/BRB,2018,25092975.069999963
country/BRB,2019,24778351.564999998
country/BRB,2020,22087112.71000004
country/BLZ,2000,2992948.2650000025
country/BLZ,2001,3308698.844999997
country/BLZ,2002,3556945.514999997
country/BLZ,2003,3715063.114999993
country/BLZ,2004,3848964.260000007
country/BLZ,2005,3867153.2300000023
country/BLZ,2006,3905793.045000002
country/BLZ,2007,4115818.280000001
country/BLZ,2008,4296141.934999999
country/BLZ,2009,4525384.079999998
country/BLZ,2010,4704576.5
country/BLZ,2011,5008182.235000003
country/BLZ,2012,5152606.789999995
country/BLZ,2013,5436465.955000002
country/BLZ,2014,5629187.105000004
country/BLZ,2015,5814280.944999997
country/BLZ,2016,6299463.364999995
country/BLZ,2017,6173366.555000003
country/BLZ,2018,6209413.564999998
country/BLZ,2019,6908567.300000001
country/BLZ,2020,5883110.25
country/BOL,2000,18109359.054479245
country/BOL,2001,25031114.72774743
country/BOL,2002,23095186.203626193
country/BOL,2003,25358955.922097676
country/BOL,2004,25844842.3868485
country/BOL,2005,29638327.309018504
country/BOL,2006,31841627.55457184
country/BOL,2007,34303222.19706631
country/BOL,2008,38774584.12032031
country/BOL,2009,43636129.099715166
country/BOL,2010,44611523.988598645
country/BOL,2011,55148480.75796868
country/BOL,2012,59606191.5224312
country/BOL,2013,67335226.68306796
country/BOL,2014,74001734.62083916
country/BOL,2015,83415498.64688872
country/BOL,2016,90895261.39797412
country/BOL,2017,99580402.77279297
country/BOL,2018,96031329.93632391
country/BOL,2019,106613431.61070916
country/BOL,2020,115645380.02460171
country/BRA,2000,11720088010.953785
country/BRA,2001,9967945149.477865
country/BRA,2002,9262271449.236485
country/BRA,2003,9815832276.33684
country/BRA,2004,11655212166.297268
country/BRA,2005,16066435993.790155
country/BRA,2006,20646140729.534843
country/BRA,2007,27888892417.448578
country/BRA,2008,34398125404.40616
country/BRA,2009,34253836743.396004
country/BRA,2010,44483987847.501434
country/BRA,2011,52694512763.32174
country/BRA,2012,51173041186.14502
country/BRA,2013,53721256124.22107
country/BRA,2014,56976606578.21226
country/BRA,2015,51310060907.4984
country/BRA,2016,53415394095.48716
country/BRA,2017,65917138820.27208
country/BRA,2018,61682580572.27305
country/BRA,2019,61656950718.896996
country/BRA,2020,48866544207.33105
country/CAN,2000,6475374737.6113
country/CAN,2001,7184390588.051429
country/CAN,2002,7845688496.491941
country/CAN,2003,9368363232.887842
country/CAN,2004,10841961656.869509
country/CAN,2005,12295373734.333807
country/CAN,2006,18109937526.168198
country/CAN,2007,20554713742.105366
country/CAN,2008,22023743108.224316
country/CAN,2009,21637131401.072735
country/CAN,2010,25267479540.647976
country/CAN,2011,27452416793.524445
country/CAN,2012,28208073390.008045
country/CAN,2013,28411895347.09146
country/CAN,2014,27460562274.07004
country/CAN,2015,24660399430.11798
country/CAN,2016,25055908486.04617
country/CAN,2017,26693347441.997246
country/CAN,2018,27948902469.651123
country/CAN,2019,28965797380.782413
country/CAN,2020,26829230515.624718
country/CAN,2021,29858662764.02142
country/CHL,2000,1171475562.3508694
country/CHL,2001,1066974227.9433969
country/CHL,2002,1012113669.85838
country/CHL,2003,1053325286.8284879
country/CHL,2004,1279604869.8790727
country/CHL,2005,1473445189.297342
country/CHL,2006,1670401507.1425195
country/CHL,2007,1989015739.242085
country/CHL,2008,2304542680.737041
country/CHL,2009,2303701606.023491
country/CHL,2010,2726859526.081211
country/CHL,2011,3133054038.156378
country/CHL,2012,3498682983.016224
country/CHL,2013,3877596121.2125916
country/CHL,2014,3659995005.986957
country/CHL,2015,3538524057.922505
country/CHL,2016,3327341668.367949
country/CHL,2017,4093899715.880981
country/CHL,2018,4341837159.865788
country/CHL,2019,4245617693.5814166
country/CHL,2020,3509478722.1476836
country/CHL,2021,4117177199.2672863
country/COL,2000,619179096.2895812
country/COL,2001,632567017.2230837
country/COL,2002,609239939.6346288
country/COL,2003,645587867.6286492
country/COL,2004,760142988.0726507
country/COL,2005,955978834.8319654
country/COL,2006,950202990.1225963
country/COL,2007,1289350551.0520563
country/COL,2008,1613700465.194939
country/COL,2009,1680083455.8627636
country/COL,2010,2169467732.1227107
country/COL,2011,2505625608.4514513
country/COL,2012,2939159010.8248177
country/COL,2013,3482843882.4091773
country/COL,2014,3648534397.577738
country/COL,2015,3040030805.597304
country/COL,2016,2993311472.697141
country/COL,2017,3255860837.2733464
country/COL,2018,3377851986.155294
country/COL,2019,3866562878.698181
country/COL,2020,3344501210.922736
country/CRI,2000,23560883.950062733
country/CRI,2001,16035025.709394557
country/CRI,2002,23464825.58698542
country/CRI,2003,30390823.036441326
country/CRI,2004,20873650.301711313
country/CRI,2005,41310944.03597687
country/CRI,2006,42917729.72393414
country/CRI,2007,52326290.31101591
country/CRI,2008,58185454.14337761
country/CRI,2009,57302544.18942318
country/CRI,2010,63196991.73280506
country/CRI,2011,135259434.83942637
country/CRI,2012,174811250.20714778
country/CRI,2013,224471884.38689685
country/CRI,2014,181026523.43169248
country/CRI,2015,200892169.6878792
country/CRI,2016,191391826.55430785
country/CRI,2017,220925865.62463525
country/CRI,2018,235734154.06416216
country/CRI,2019,239031122.9511571
country/CRI,2020,379440032.02782714
country/DMA,2000,166225.71851852039
country/DMA,2001,184508.2370370378
country/DMA,2002,183472.00370370375
country/DMA,2003,189151.5629629639
country/DMA,2004,200918.15925925694
country/DMA,2005,205736.37777777595
country/DMA,2006,211365.803703703
country/DMA,2007,246062.08148148184
country/DMA,2008,291025.37777777895
country/DMA,2009,292111.45925925835
country/DMA,2010,280207.0222222198
country/DMA,2011,278902.5925925912
country/DMA,2012,283314.70740740636
country/DMA,2013,267183.03703703673
country/DMA,2014,277582.5851851881
country/DMA,2015,269482.6148148143
country/DMA,2016,269861.7074074099
country/DMA,2017,230736.01851851438
country/DMA,2018,300879.66296296427
country/DMA,2019,303556.5037037032
country/DMA,2020,255240.65925925967
country/DOM,2000,92822292.64273809
country/DOM,2001,96279653.9775996
country/DOM,2002,102256325.38777839
country/DOM,2003,81852231.23664251
country/DOM,2004,84218854.11990382
country/DOM,2005,193604374.8852633
country/DOM,2006,136664270.44661304
country/DOM,2007,195726185.72603515
country/DOM,2008,222783966.36594597
country/DOM,2009,257768400.82323217
country/DOM,2010,312177157.0181219
country/DOM,2011,295381703.84422964
country/DOM,2012,319397644.7854071
country/DOM,2013,328893619.53711164
country/DOM,2014,322997220.4047678
country/DOM,2015,362182833.6556254
country/DOM,2016,398875522.1281795
country/DOM,2017,397410713.2537446
country/DOM,2018,301956737.5488555
country/DOM,2019,367375914.3969434
country/DOM,2020,346596093.36795366
country/ECU,2000,29173594.640000045
country/ECU,2001,33273467.339999795
country/ECU,2002,60259975.620000124
country/ECU,2003,118571499.73000026
country/ECU,2004,138927121.0799997
country/ECU,2005,150529159.77999997
country/ECU,2006,166255059.04999995
country/ECU,2007,158498877.74999976
country/ECU,2008,190145759.67000008
country/ECU,2009,204641128.8099997
country/ECU,2010,196746000.00000024
country/ECU,2011,308779551.25999975
country/ECU,2012,344254857.55999947
country/ECU,2013,360349808.9300003
country/ECU,2014,372530394.6799998
country/ECU,2015,441727855.3699999
country/ECU,2016,436310061.1199999
country/ECU,2017,484798652.97000027
country/ECU,2018,570556891.3699989
country/ECU,2019,612507933.4399996
country/ECU,2020,621207999.9999995
country/SLV,2000,3528269.560251278
country/SLV,2001,40578000.0
country/SLV,2002,38753999.99999994
country/SLV,2003,38897000.00000012
country/SLV,2004,43116000.00000006
country/SLV,2005,105226374.37999988
country/SLV,2006,87865736.25
country/SLV,2007,96737732.35000002
country/SLV,2008,100655611.41999996
country/SLV,2009,115052794.12000012
country/SLV,2010,115844236.54999983
country/SLV,2011,126238034.79000008
country/SLV,2012,132600047.42000008
country/SLV,2013,138679094.24
country/SLV,2014,131944923.9399997
country/SLV,2015,169460212.30999994
country/SLV,2016,173567713.46000004
country/SLV,2017,172450073.8399999
country/SLV,2018,167509793.3599999
country/SLV,2019,188701768.00000024
country/SLV,2020,181111312.63999987
country/GRD,2000,1243839.507407408
country/GRD,2001,1236248.5074074096
country/GRD,2002,1280710.074074075
country/GRD,2003,1262843.488888892
country/GRD,2004,1142970.9296296316
country/GRD,2005,1308492.6333333303
country/GRD,2006,1419938.7111111179
country/GRD,2007,1656054.7592592542
country/GRD,2008,1848354.803703692
country/GRD,2009,1721587.933333331
country/GRD,2010,1779227.8814814792
country/GRD,2011,1846125.1185185101
country/GRD,2012,1920003.0111111146
country/GRD,2013,1967073.0333333267
country/GRD,2014,1699412.8111111152
country/GRD,2015,1882336.4148148175
country/GRD,2016,1977046.274074062
country/GRD,2017,2174302.114814818
country/GRD,2018,2210229.7925925916
country/GRD,2019,2451180.551851855
country/GRD,2020,2551102.303703714
country/GTM,2000,28078789.285418734
country/GTM,2001,37530840.017471336
country/GTM,2002,44718441.826495826
country/GTM,2003,37061837.07530749
country/GTM,2004,71487363.86761692
country/GTM,2005,79560924.44087164
country/GTM,2006,54316931.62312142
country/GTM,2007,74380042.53230768
country/GTM,2008,121396392.16475604
country/GTM,2009,89359501.66811086
country/GTM,2010,120230149.86878607
country/GTM,2011,125446182.37641257
country/GTM,2012,130318316.8529299
country/GTM,2013,133962690.42141879
country/GTM,2014,124335162.15366815
country/GTM,2015,174335564.33434325
country/GTM,2016,184663783.431541
country/GTM,2017,392987767.6647758
country/GTM,2018,215320227.69905347
country/GTM,2019,224837111.20850804
country/GTM,2020,223005445.72727332
country/GUY,2000,1670646.1958559512
country/GUY,2001,1689212.2998776692
country/GUY,2002,1741712.5748826459
country/GUY,2003,1741464.9245489046
country/GUY,2004,1840379.8862372804
country/GUY,2005,1984396.6875296969
country/GUY,2006,2291772.5794044086
country/GUY,2007,2732645.4977431456
country/GUY,2008,3216850.1202979353
country/GUY,2009,3228889.477568026
country/GUY,2010,3685353.8276907676
country/GUY,2011,4206237.561532698
country/GUY,2012,5098717.131101401
country/GUY,2013,5233402.9770400785
country/GUY,2014,5096949.8273586305
country/GUY,2015,5050031.57200968
country/GUY,2016,4690618.644067806
country/GUY,2017,5145879.0307505885
country/GUY,2018,6891439.959640519
country/GUY,2019,7730250.678561204
country/GUY,2020,6155813.446426849
country/HTI,2000,5843416.505384787
country/HTI,2001,5548252.395744156
country/HTI,2002,5217301.092802488
country/HTI,2003,4808527.404602399
country/HTI,2004,6448969.648893025
country/HTI,2005,7596668.9379470935
country/HTI,2006,9108256.950040627
country/HTI,2007,11483940.607545847
country/HTI,2008,13273209.433718216
country/HTI,2009,13130954.353539547
country/HTI,2010,14601776.168041172
country/HTI,2011,16037457.410352109
country/HTI,2012,19639549.09634331
country/HTI,2013,22959050.927479308
country/HTI,2014,24867588.047603518
country/HTI,2015,29588228.71994949
country/HTI,2016,27296300.47413781
country/HTI,2017,49305659.591775686
country/HTI,2018,55210558.52879336
country/HTI,2019,45395607.45841692
country/HTI,2020,49733678.942421846
country/HND,2000,13715024.652263636
country/HND,2001,16411927.57687701
country/HND,2002,15679951.92894917
country/HND,2003,23979447.51008377
country/HND,2004,26924154.832102153
country/HND,2005,25794746.071319655
country/HND,2006,28549401.38121429
country/HND,2007,31411648.95819549
country/HND,2008,33961500.60107101
country/HND,2009,34823843.21861223
country/HND,2010,53082545.21013384
country/HND,2011,58888389.14617552
country/HND,2012,64043893.97341737
country/HND,2013,66867189.07852277
country/HND,2014,73711741.98190254
country/HND,2015,77237934.99026552
country/HND,2016,86339321.75095654
country/HND,2017,95171558.86833216
country/HND,2018,95402604.83408508
country/HND,2019,101995922.2004466
country/HND,2020,134675662.90024823
country/HND,2021,151355970.05161974
country/JAM,2000,69441698.05307347
country/JAM,2001,68809957.33347827
country/JAM,2002,65412339.22091428
country/JAM,2003,64538231.66764948
country/JAM,2004,93557411.45460904
country/JAM,2005,104042045.56478915
country/JAM,2006,110035745.00345536
country/JAM,2007,115454344.71198729
country/JAM,2008,120167032.60990545
country/JAM,2009,108053399.35708475
country/JAM,2010,117569642.95166509
country/JAM,2011,125419410.69986437
country/JAM,2012,130518280.87577274
country/JAM,2013,137938956.72838432
country/JAM,2014,128599640.96553563
country/JAM,2015,130522885.9263253
country/JAM,2016,135615521.42989343
country/JAM,2017,142942371.84516522
country/JAM,2018,155490391.50361836
country/JAM,2019,161391931.57561257
country/JAM,2020,141499994.13652217
country/MEX,2000,805961906.8029654
country/MEX,2001,1026425715.1688377
country/MEX,2002,1155650197.6327229
country/MEX,2003,1198993139.3306262
country/MEX,2004,1327041859.8297548
country/MEX,2005,1625374056.9663658
country/MEX,2006,1880398705.5870097
country/MEX,2007,2236623473.0814652
country/MEX,2008,3473152224.179407
country/MEX,2009,3297947381.572098
country/MEX,2010,3806450275.682275
country/MEX,2011,4209876588.9969068
country/MEX,2012,4270798642.9965954
country/MEX,2013,4715889999.928216
country/MEX,2014,5147099838.1412
country/MEX,2015,4530311524.919649
country/MEX,2016,4401021477.8047285
country/MEX,2017,4855139427.443492
country/MEX,2018,5305595460.657038
country/MEX,2019,5911414704.045111
country/MEX,2020,5656669873.826404
country/NIC,2000,9444678.40068533
country/NIC,2001,12254016.96213399
country/NIC,2002,9816630.912974216
country/NIC,2003,17921641.31427139
country/NIC,2004,8106795.197094059
country/NIC,2005,8492033.800615983
country/NIC,2006,8770632.54144749
country/NIC,2007,9133530.842057351
country/NIC,2008,11170821.661392808
country/NIC,2009,14318117.966253856
country/NIC,2010,14922724.961626396
country/NIC,2011,15641105.23238692
country/NIC,2012,17321311.05417918
country/NIC,2013,19886013.995266262
country/NIC,2014,21473409.978264347
country/NIC,2015,23179553.894800898
country/NIC,2016,21143326.953087084
country/NIC,2017,20438179.414527766
country/NIC,2018,19483809.50423786
country/NIC,2019,17596080.34365457
country/NIC,2020,17638073.803612858
country/PAN,2000,39960000.00000006
country/PAN,2001,39220000.00000006
country/PAN,2002,41440000.0
country/PAN,2003,43660000.00000006
country/PAN,2004,46620000.0
country/PAN,2005,49283999.99999994
country/PAN,2006,55500000.0
country/PAN,2007,63263086.26000005
country/PAN,2008,63886392.84000015
country/PAN,2009,70946410.13
country/PAN,2010,76778013.05000019
country/PAN,2011,88064286.77999973
country/PAN,2012,137692837.54000008
country/PAN,2013,154369908.00999975
country/PAN,2014,230686281.00000024
country/PAN,2015,237190999.99999976
country/PAN,2016,262104421.53999996
country/PAN,2017,296829472.5999999
country/PAN,2018,317607808.4600003
country/PAN,2019,315240927.6000004
country/PAN,2020,344025196.57999945
country/PRY,2000,49797591.75298748
country/PRY,2001,53328299.95676976
country/PRY,2002,38977944.48874631
country/PRY,2003,40161920.674850196
country/PRY,2004,44401415.83233291
country/PRY,2005,44435123.60220821
country/PRY,2006,51487161.31877024
country/PRY,2007,63225769.21398164
country/PRY,2008,84214990.78760955
country/PRY,2009,65221946.568062045
country/PRY,2010,92100748.08256903
country/PRY,2011,135752398.77911803
country/PRY,2012,145737774.73276386
country/PRY,2013,192460742.00374693
country/PRY,2014,202251006.6736068
country/PRY,2015,210785479.86961633
country/PRY,2016,230402169.07037917
country/PRY,2017,261476682.23770228
country/PRY,2018,302244662.3148918
country/PRY,2019,317159950.8680499
country/PRY,2020,195849417.44971433
country/PER,2000,143701690.99426937
country/PER,2001,153306898.86792475
country/PER,2002,223815283.6655769
country/PER,2003,248631716.60389465
country/PER,2004,272467060.44372225
country/PER,2005,307762070.2258649
country/PER,2006,293656130.0168574
country/PER,2007,352338990.2527637
country/PER,2008,430078776.30973846
country/PER,2009,452697117.3747382
country/PER,2010,521568917.5275434
country/PER,2011,595771128.9023632
country/PER,2012,731246899.9465401
country/PER,2013,826164218.6999539
country/PER,2014,867313688.9841839
country/PER,2015,853133346.6111969
country/PER,2016,853046410.0605814
country/PER,2017,941759789.9652028
country/PER,2018,1040961519.9694234
country/PER,2019,1056529259.1202312
country/PER,2020,1178210615.9898345
country/KNA,2000,1099291.7888888882
country/KNA,2001,1063033.288888887
country/KNA,2002,1135550.2888888905
country/KNA,2003,1166864.44814815
country/KNA,2004,1085287.0740740704
country/KNA,2005,1282370.5037036992
country/KNA,2006,1660414.0148148132
country/KNA,2007,1745623.3555555562
country/KNA,2008,2424612.622222216
country/KNA,2009,2313430.355555556
country/KNA,2010,2316895.744444446
country/KNA,2011,2477488.888888886
country/KNA,2012,2245179.0185185242
country/KNA,2013,2307867.985185186
country/KNA,2014,2419917.640740733
country/KNA,2015,2490215.0888888813
country/KNA,2016,2715732.7111111083
country/KNA,2017,2811760.0925925924
country/KNA,2018,2455810.8518518507
country/KNA,2019,2514798.8296296364
country/KNA,2020,2216990.118518521
country/LCA,2000,3048270.5555555555
country/LCA,2001,3753316.8222222226
country/LCA,2002,4316416.31481483
country/LCA,2003,4396680.025925934
country/LCA,2004,4623017.974074085
country/LCA,2005,4890921.333333347
country/LCA,2006,5026746.725925913
country/LCA,2007,5023531.65185186
country/LCA,2008,4963507.888888887
country/LCA,2009,4444792.585185192
country/LCA,2010,5324892.588888886
country/LCA,2011,5771222.39999999
country/LCA,2012,5892492.818518512
country/LCA,2013,5947048.199999989
country/LCA,2014,6266085.925925931
country/LCA,2015,5018739.1999999955
country/LCA,2016,4844501.637037048
country/LCA,2017,4993090.0296296235
country/LCA,2018,5146967.018518531
country/LCA,2019,4873557.5444444455
country/LCA,2020,4938270.103703698
country/VCT,2000,482368.2222222219
country/VCT,2001,549612.0777777783
country/VCT,2002,587982.0222222204
country/VCT,2003,637187.3481481452
country/VCT,2004,723324.2259259218
country/VCT,2005,774551.9888888892
country/VCT,2006,853244.3962962966
country/VCT,2007,1013822.3222222248
country/VCT,2008,1017300.2407407387
country/VCT,2009,1013643.3555555564
country/VCT,2010,1037970.2222222199
country/VCT,2011,1024391.2888888876
country/VCT,2012,1075082.3000000017
country/VCT,2013,1082489.1296296304
country/VCT,2014,1137236.8148148155
country/VCT,2015,1128008.9037037005
country/VCT,2016,1171738.18888889
country/VCT,2017,1170154.2925925911
country/VCT,2018,1100330.707407406
country/VCT,2019,1186637.9740740717
country/VCT,2020,1157918.788888886
country/SUR,2000,17352048.828639712
country/SUR,2001,10664410.78786953
country/SUR,2002,19600894.232449125
country/SUR,2003,22331887.68067659
country/SUR,2004,30297437.384187393
country/SUR,2005,37305019.29017113
country/SUR,2006,44942535.5480638
country/SUR,2007,47538491.471766844
country/SUR,2008,50824085.468123846
country/SUR,2009,59566008.90710384
country/SUR,2010,60729400.47837296
country/SUR,2011,58480044.50122399
country/SUR,2012,66219507.375757575
country/SUR,2013,72453056.95151515
country/SUR,2014,73147921.50000001
country/SUR,2015,69119372.04292677
country/SUR,2016,29605224.865700345
country/SUR,2017,28308325.940698892
country/SUR,2018,32146017.737437397
country/SUR,2019,39823962.49530707
country/SUR,2020,38444910.390898846
country/TTO,2000,19856354.99346807
country/TTO,2001,19859780.691082366
country/TTO,2002,25734784.021167103
country/TTO,2003,28107729.345046148
country/TTO,2004,22171296.834546257
country/TTO,2005,37179047.41999122
country/TTO,2006,43456612.37217393
country/TTO,2007,39580565.999968335
country/TTO,2008,52959648.56399361
country/TTO,2009,49797314.11127166
country/TTO,2010,57856033.07448683
country/TTO,2011,62075291.559819385
country/TTO,2012,80310365.91701698
country/TTO,2013,71740799.520276
country/TTO,2014,97986083.73271646
country/TTO,2015,107885360.1431086
country/TTO,2016,102379582.04419471
country/TTO,2017,108082077.28417538
country/TTO,2018,105851758.7784329
country/TTO,2019,114781204.32892056
country/TTO,2020,116283904.49659969
country/USA,2000,518359513175.2202
country/USA,2001,560719251985.07
country/USA,2002,618717853709.26
country/USA,2003,678921392020.4302
country/USA,2004,721483981310.9503
country/USA,2005,771703741146.3901
country/USA,2006,812841883338.34
country/USA,2007,864702721242.11
country/USA,2008,878875088242.1201
country/USA,2009,910845915895.26
country/USA,2010,944907651815.67
country/USA,2011,975176307970.52
country/USA,2012,1017150707456.8201
country/USA,2013,1028571405673.6396
country/USA,2014,1057526695684.4202
country/USA,2015,1106163990389.3901
country/USA,2016,1168455027577.65
country/USA,2017,1225900760917.0903
country/USA,2018,1277032043572.9797
country/USA,2019,1323366374880.98
country/USA,2020,1310901872054.0798
country/URY,2000,759695058.5797985
country/URY,2001,689910617.1955832
country/URY,2002,434304675.0163468
country/URY,2003,329827517.64970756
country/URY,2004,287593251.516644
country/URY,2005,422568425.78497136
country/URY,2006,470091019.1549931
country/URY,2007,535595605.90259683
country/URY,2008,598587543.4282256
country/URY,2009,543439489.1286262
country/URY,2010,674534182.6496717
country/URY,2011,788716463.5461389
country/URY,2012,776630675.2989514
country/URY,2013,803355405.687624
country/URY,2014,739451446.7811165
country/URY,2015,703303773.6282666
country/URY,2016,695883312.9322405
country/URY,2017,804616539.0638291
country/URY,2018,851039106.0595925
country/URY,2019,1031394432.073691
country/URY,2020,566882636.9300187
country/VEN,2000,11023.305063973712
