dcid,year,principalRepaymentsCurrentUSD
country/TLS,2023,21011704.5
country/THA,1970,130640653.9
country/THA,1978,605937372.2
country/THA,1985,1661297443.1
country/THA,1991,2260805465.2
country/THA,1993,4253348220.1
country/THA,1997,6183624534.5
country/THA,1999,9449609208.2
country/THA,2016,12332478774.6
country/THA,2017,13452073038.8
country/THA,2018,16891488760.4
country/THA,2019,24926693873.8
country/THA,2021,16653464856.5
country/TLS,2017,253000.0
country/TLS,2021,6356000.0
country/TLS,2026,22186704.5
country/TLS,2027,32073257.4
country/TLS,2028,32073257.4
country/TGO,1979,18675825.3
country/TGO,1982,46871878.8
country/TGO,1990,26829146.0
country/TGO,1992,9188975.3
country/TGO,1997,28284191.7
country/TGO,2003,1743292.4
country/TGO,2005,7947609.3
country/TGO,2006,15342786.6
country/TGO,2022,144390918.1
country/TGO,2024,190556200.5
country/TGO,2025,177350904.3
country/TGO,2027,174674120.3
country/TON,1989,784573.2
country/TON,1992,1034079.0
country/TON,1994,2079691.7
country/TON,1997,3176271.8
country/TON,2002,2702531.9
country/TON,2008,3749630.9
country/TON,2012,3452034.8
country/TON,2014,3982395.0
country/TON,2019,2733619.3
country/TGO,1970,1615498.6
country/TGO,1972,4175940.9
country/TGO,1974,6531172.4
country/TGO,1975,12122596.5
country/TGO,1977,46993748.9
country/TGO,1978,36562142.6
country/TGO,1980,18525017.2
country/TGO,1981,50838057.7
country/TGO,1987,32304013.8
country/TGO,1991,19361057.5
country/TGO,1993,5725401.2
country/TGO,1995,6558234.0
country/TGO,1999,19664015.9
country/TGO,2000,9942544.2
country/TGO,2002,1600440.5
country/TGO,2004,2855043.8
country/TGO,2007,3822158.0
country/TGO,2010,27777285.5
country/TGO,2014,31277677.6
country/TGO,2023,185217994.9
country/TGO,2026,472702636.2
country/TON,1987,791772.5
country/TON,1990,1029693.7
country/TON,1991,1133097.6
country/TON,1993,1154128.2
country/TON,1995,2430420.3
country/TON,1998,2764574.3
country/TON,2000,3668296.5
country/TON,2004,3326668.6
country/TON,2007,3557743.8
country/TON,2009,2406867.0
country/TON,2011,3338109.1
country/TON,2017,2842908.8
country/TON,2018,6159229.3
country/TON,2023,18728207.4
country/TON,2024,18963152.5
country/TON,2025,19084536.1
country/TUN,1976,64106050.4
country/TUN,1978,152512138.0
country/TUN,1979,204603647.3
country/TUN,1981,362952936.9
country/TUN,1983,413253979.4
country/TUN,1987,728677947.8
country/TUN,1990,872599720.1
country/TUN,1996,860713546.5
country/TUN,1997,825063169.4
country/TUN,1998,817972873.7
country/TUN,2002,935007914.1
country/TUN,2005,1194416772.7
country/TUN,2016,1409661400.0
country/TUN,2020,2159650204.4
country/TUN,2028,1502983852.1
country/TUN,1974,62942141.2
country/TUN,1980,260589829.1
country/TUN,1984,441498330.2
country/TUN,1986,550154154.9
country/TUN,1991,793889541.3
country/TUN,1994,928049832.9
country/TUN,2006,1660648149.7
country/TUN,2009,1363835993.2
country/TUN,2010,1630912758.6
country/TUN,2013,1814310758.8
country/TUN,2019,1931418952.3
country/TUN,2026,2439870080.4
country/TUR,1970,106361151.5
country/TUR,1971,111646405.2
country/TUR,1979,479669776.3
country/TUR,1982,1193248730.4
country/TUR,1984,1179557199.6
country/TUR,1986,2008513037.5
country/TUR,1987,3051409559.4
country/TUR,1991,4894787813.1
country/TUR,2000,13744451925.1
country/TUR,2001,15049356946.4
country/TUR,2007,31637843467.8
country/TUR,2008,40167776034.6
country/TUR,2010,45503213304.1
country/TUR,2022,59973516331.8
country/TUR,2028,11934767474.7
country/TUR,1973,128615206.9
country/TUR,1974,156074216.7
country/TUR,1977,234546203.2
country/TUR,1981,804776976.6
country/TUR,1988,3899904777.9
country/TUR,1996,6479243435.2
country/TUR,1997,6973728799.0
country/TGO,1986,83915511.9
country/TGO,1996,20415668.7
country/TGO,1998,16139184.8
country/TGO,2001,12294617.6
country/TGO,2012,13019214.3
country/TGO,2017,51652094.2
country/TGO,2020,53839770.1
country/TGO,2021,68919209.7
country/TUR,1998,9042237412.3
country/TUR,2002,15754441609.1
country/TUR,2018,67974276182.3
country/TUR,2019,69229077038.1
country/TUR,2027,22751434470.5
country/TON,1986,638615.1
country/TON,1988,825293.4
country/TON,1996,2677816.9
country/TON,1999,3302498.3
country/TON,2001,2016975.7
country/TON,2005,3660742.8
country/TON,2006,3182572.3
country/TON,2010,2658229.9
country/TON,2016,3456161.5
country/TON,2028,17370781.8
country/TGO,1971,1687444.8
country/TGO,1973,5378722.8
country/TGO,1976,19469597.7
country/TGO,1983,22673513.2
country/TGO,1984,37882225.2
country/TGO,1985,51374979.6
country/TGO,1988,24999515.3
country/TGO,1989,24750181.8
country/TGO,1994,6300471.4
country/TGO,2008,140101012.8
country/TGO,2009,39475366.9
country/TGO,2011,9960617.4
country/TGO,2013,37219677.9
country/TGO,2015,24235833.9
country/TGO,2016,41635316.8
country/TGO,2018,57026855.9
country/TGO,2019,62147865.0
country/TGO,2028,169110646.7
country/TON,1985,555629.9
country/TON,2003,2749079.3
country/TON,2013,3517892.2
country/TON,2015,3567349.9
country/TON,2020,4685517.1
country/TON,2021,2727523.4
country/TON,2022,18477314.3
country/TON,2026,18690756.8
country/TON,2027,18236854.1
country/TUN,1970,46985254.9
country/TUN,1972,72290447.0
country/TUN,1973,61630279.2
country/TUN,1975,68439044.0
country/TUN,1977,117798403.5
country/TUN,1988,649553236.7
country/TUN,1989,673072099.2
country/TUN,1992,858111912.8
country/TUN,1993,844353133.3
country/TUN,1995,923701955.9
country/TUN,1999,909654893.2
country/TUN,2004,1401032658.5
country/TUN,2011,1919702610.4
country/TUN,2017,2045830371.6
country/TUN,2023,3194191908.8
country/TUN,2025,2734169220.1
country/TUN,2027,1929514229.8
country/TUN,1971,50814840.8
country/TUN,1982,332416622.6
country/TUN,1985,475698344.5
country/TUN,2000,1296098949.5
country/TUN,2001,856458402.1
country/TUN,2003,1011418442.3
country/TUN,2007,1601540976.6
country/TUN,2008,1184302405.5
country/TUN,2012,1920130455.1
country/TUN,2014,1341365389.9
country/TUN,2015,1271899792.3
country/TUN,2018,1718440363.7
country/TUN,2021,3405022584.1
country/TUN,2022,2926694877.4
country/TUN,2024,3503121282.4
country/TUR,1978,361460351.4
country/TUR,1980,594691891.4
country/TUR,1983,1165471968.5
country/TUR,1989,3770832954.9
country/TUR,1993,4638233589.2
country/TUR,1995,7020353428.3
country/TUR,1999,12530582564.4
country/TUR,2003,19797687206.1
country/TUR,2004,20532591705.2
country/TUR,2006,23509812051.1
country/TUR,2011,40181336582.6
country/TUR,2012,41345004497.1
country/TUR,2015,41977719648.5
country/TUR,2016,61603277593.6
country/TUR,2021,56632826396.0
country/TUR,2025,37299287386.3
country/TUR,1972,157998509.9
country/TUR,1975,172761123.1
country/TUR,1976,201573639.1
country/TUR,1985,2378711947.9
country/TUR,1990,3960538486.4
country/TUR,1992,5329572551.1
country/TUR,1994,6279688345.0
country/TUR,2005,24650212589.4
country/TUR,2009,49661418771.1
country/TUR,2013,46932779653.3
country/TUR,2014,41472992020.5
country/TUR,2017,69696774421.8
country/TUR,2020,68693310540.3
country/TUR,2023,55826036018.5
country/TUR,2024,41131623913.4
country/TUR,2026,33155732027.7
country/TKM,1994,71579768.7
country/TKM,1996,153876095.1
country/TKM,2003,435688406.6
country/TKM,2009,151217222.1
country/TKM,2010,147849627.5
country/TKM,2014,1202290217.9
country/TKM,2021,1446707796.0
country/TKM,2023,1100699124.9
country/TKM,2002,460563127.3
country/TKM,2005,261415627.4
country/TKM,2006,216491121.1
country/TKM,2013,103669006.8
country/TKM,2024,838709030.1
country/TKM,2026,464543008.0
country/TKM,2027,440740233.4
country/TKM,2028,251736232.1
country/UGA,1972,5016182.6
country/UGA,1978,7481485.0
country/UGA,1980,32110470.3
country/UGA,1988,77730324.2
country/UGA,1994,86468758.2
country/UGA,2004,36578663.7
country/UGA,2015,45338417.9
country/UGA,2017,97275560.0
country/UGA,2020,402142542.3
country/UGA,2021,337253622.2
country/UGA,1970,4511139.1
country/UGA,1971,4849472.9
country/UGA,1974,9887584.7
country/UGA,1982,33142052.8
country/UGA,1983,37906803.1
country/UGA,1985,38155945.3
country/UGA,1991,68441695.3
country/UKR,1992,50000.0
country/UKR,1994,232539356.4
country/UKR,1995,635728958.2
country/UKR,1999,1552825065.3
country/UKR,2019,8349859976.5
country/UKR,2020,12444915525.0
country/UKR,2022,13394829018.9
country/UKR,2025,6279398609.3
country/UKR,2026,10660892431.0
country/UKR,2027,5584531788.0
country/UGA,1993,93074010.2
country/UGA,1995,68798856.7
country/UGA,2005,98939279.8
country/UGA,2007,49508584.8
country/UGA,2011,35284511.8
country/UGA,2013,44034083.5
country/UGA,2018,422283692.8
country/UGA,2022,1702052654.0
country/UGA,2027,1302210066.6
country/UGA,2028,835741699.1
country/UKR,2000,2121208434.6
country/UKR,2001,1219959923.1
country/UKR,2003,2883633378.8
country/UKR,2006,6700586862.7
country/UKR,2007,8361302529.0
country/UKR,2024,12675616541.9
country/UKR,2028,5001337665.8
country/TKM,1995,80281105.7
country/TKM,1998,226012385.3
country/TKM,1999,223820303.4
country/TKM,2000,352951582.4
country/TKM,2001,431105956.1
country/TKM,2007,166548976.5
country/TKM,2011,134223454.5
country/TKM,2012,75354690.9
country/TKM,2016,1194340486.3
country/TKM,2020,1850314012.9
country/UGA,1973,19858045.5
country/UGA,1975,7874940.3
country/UGA,1976,5542630.3
country/UGA,1977,12944851.3
country/UGA,1979,14733094.1
country/UGA,1984,40358179.7
country/UGA,1990,65415159.0
country/UGA,1997,59596797.7
country/UGA,1998,66979990.2
country/UGA,2000,26335245.2
country/UGA,2003,38303085.8
country/UGA,2006,69818925.4
country/UGA,2008,52102989.4
country/UGA,2009,49024188.1
country/UGA,2012,37849001.1
country/UGA,2014,154290611.7
country/UGA,2016,779077298.6
country/UGA,2024,1477140844.5
country/UKR,1998,1336203325.6
country/UKR,2008,14346582806.0
country/UKR,2010,22884832115.1
country/UKR,2011,21752478695.7
country/UKR,2013,26436584464.2
country/UKR,2015,23894590072.9
country/UKR,2017,8582159570.3
country/UKR,2021,8990482054.2
country/TKM,1993,8653000.0
country/TKM,1997,196968587.1
country/TKM,2004,396861646.0
country/TKM,2008,145154782.0
country/TKM,2015,1199451384.0
country/TKM,2017,1380882829.3
country/TKM,2018,1459974962.8
country/TKM,2019,1804484800.4
country/TKM,2022,1001957297.1
country/TKM,2025,534994618.5
country/UGA,1981,38195638.3
country/UGA,1986,34443383.7
country/UGA,1987,43849094.2
country/UGA,1989,71307938.0
country/UGA,1992,50458295.1
country/UGA,1996,55128833.4
country/UGA,1999,60844199.3
country/UGA,2001,17855451.0
country/UGA,2002,26320914.1
country/UGA,2010,39843197.1
country/UGA,2019,165815927.2
country/UGA,2023,1599666015.9
country/UGA,2025,1435229283.8
country/UGA,2026,1345746270.0
country/UKR,1993,140094033.1
country/UKR,1996,790726057.0
country/UKR,1997,687486458.8
country/UKR,2002,2464594472.8
country/UKR,2004,3020095357.9
country/UKR,2005,4055764413.2
country/UKR,2009,18226458382.9
country/UKR,2012,21136461761.7
country/UKR,2014,11896559989.8
country/UKR,2016,8683073831.2
country/UKR,2018,8921217649.9
country/UKR,2023,9836701289.5
country/UZB,1995,149380749.0
country/UZB,1997,327010239.1
country/UZB,1999,338687130.2
country/UZB,2011,460405087.7
country/UZB,2016,1006332968.0
country/UZB,2023,3853680767.8
country/UZB,2027,2367606739.4
country/VUT,1989,600950.7
country/VUT,1990,968985.3
country/VUT,1991,785592.5
country/VUT,1992,872299.5
country/VUT,1994,830203.8
country/VUT,1995,775084.4
country/VUT,1999,730457.3
country/UZB,1994,96721074.8
country/UZB,1998,224495891.4
country/UZB,2017,1436327597.5
country/UZB,2018,691252502.7
country/UZB,2019,1950413385.4
country/UZB,2021,3753367587.5
country/UZB,2025,2913563925.5
country/VUT,1981,290384.6
country/VUT,1983,330863.4
country/VUT,1996,839778.9
country/VUT,2000,891084.9
country/VUT,2002,885229.5
country/UZB,1992,4070619.2
country/UZB,1993,16407778.7
country/UZB,1996,193731419.4
country/UZB,2001,595677977.9
country/UZB,2002,560212066.2
country/UZB,2003,638231056.7
country/UZB,2006,668550543.9
country/UZB,2008,710311502.3
country/UZB,2009,712938101.6
country/UZB,2010,492811768.6
country/UZB,2012,516807339.0
country/UZB,2013,533124813.9
country/UZB,2015,962653496.5
country/UZB,2024,4208723330.7
country/UZB,2026,3406982109.8
country/VUT,1982,306552.5
country/VUT,1984,386362.1
country/VUT,1986,572316.6
country/VUT,1987,2109450.5
country/VUT,1998,471984.9
country/VUT,2001,811049.5
country/VUT,2003,1054481.3
country/UZB,2000,589283408.8
country/UZB,2004,694694500.0
country/UZB,2005,620271460.4
country/UZB,2007,645637001.3
country/UZB,2014,679781704.3
country/UZB,2020,2427567910.3
country/UZB,2022,5642758913.4
country/UZB,2028,3690069893.6
country/VUT,1985,384889.9
country/VUT,1988,702668.7
country/VUT,1993,878475.5
country/VUT,1997,722256.2
country/VUT,2004,1558661.1
country/VUT,2008,2539520.4
country/VUT,2018,11992724.2
country/VNM,1997,504928302.6
country/VNM,1998,588791127.6
country/VNM,2003,473638386.0
country/VNM,2010,1055016211.5
country/VNM,2012,3280239443.2
country/VNM,2013,3285506052.0
country/VNM,2015,4928361985.5
country/VNM,2016,5739880071.7
country/VNM,2023,14237180275.3
country/VNM,2024,13491934478.5
country/YEM,1975,3553903.9
country/YEM,1976,13156157.5
country/YEM,1979,11762394.5
country/YEM,1982,56618109.3
country/YEM,1984,58941425.4
country/YEM,1988,185820225.4
country/YEM,1989,153673870.7
country/YEM,1993,78080022.1
country/YEM,1995,65295410.6
country/YEM,1999,65346095.5
country/YEM,2006,100893431.8
country/YEM,2007,112762602.6
country/YEM,2008,134102714.8
country/YEM,2010,154517157.7
country/YEM,2012,181188211.7
country/YEM,2014,282996959.8
country/YEM,2016,97992105.4
country/YEM,2018,71113000.0
country/YEM,2025,390664001.1
country/YEM,2026,366305545.0
country/ZMB,1970,41266031.8
country/ZMB,1973,290125944.3
country/ZMB,1982,102526130.5
country/ZMB,1988,111724723.1
country/ZMB,1989,111448771.0
country/ZMB,1990,99594362.1
country/ZMB,1998,132303910.8
country/ZMB,1999,58354747.3
country/ZMB,2007,75460643.1
country/ZMB,2012,142389693.3
country/ZMB,2018,667107939.3
country/ZMB,2023,2471079111.7
country/VUT,2005,1083616.6
country/VUT,2010,3584411.0
country/VUT,2013,4891479.6
country/VUT,2014,5559584.6
country/VUT,2023,18012920.1
country/VUT,2026,25512369.4
country/VUT,2028,24819722.7
country/VNM,1983,500000.0
country/VNM,1985,1000000.0
country/VNM,1986,1000000.0
country/VNM,1990,99232233.6
country/VNM,1991,103533063.9
country/VNM,1992,175386030.2
country/VNM,1999,1023762251.7
country/VNM,2007,618591269.9
country/VNM,2008,771781379.0
country/VNM,2017,11249668169.8
country/VNM,2018,14713895768.9
country/VNM,2019,13039884625.6
country/VNM,2020,13784869581.3
country/VNM,2021,18113705305.9
country/VNM,2025,8823391965.9
country/VNM,2026,7965419504.4
country/VUT,2006,2153888.6
country/VUT,2007,2130074.3
country/VUT,2009,3522972.4
country/VUT,2011,3371740.3
country/VUT,2012,3596260.6
country/VUT,2015,4985389.0
country/VUT,2019,4675597.6
country/VUT,2021,10489314.9
country/VUT,2022,16298094.9
country/VUT,2024,18121724.2
country/VUT,2025,19445884.8
country/VNM,1984,1000000.0
country/VNM,1987,1000000.0
country/VNM,1988,1000000.0
country/VNM,1993,209830149.8
country/VNM,1996,202790195.1
country/VNM,2002,844040932.1
country/VNM,2004,395408810.1
country/VNM,2005,482163472.4
country/VNM,2011,3080448794.5
country/YEM,1971,226000.0
country/YEM,1972,226000.0
country/YEM,1973,4076000.0
country/YEM,1974,3271000.0
country/YEM,1990,79480066.2
country/YEM,1994,57836951.4
country/YEM,1997,59857661.7
country/YEM,2000,81215662.0
country/YEM,2004,114381532.9
country/YEM,2017,66290000.0
country/YEM,2019,72421000.0
country/YEM,2022,524228748.6
country/YEM,2024,514960563.6
country/YEM,2027,349297062.3
country/ZMB,1971,51639358.1
country/ZMB,1972,86174946.4
country/ZMB,1974,83420595.5
country/ZMB,1976,89800318.8
country/ZMB,1977,160775796.4
country/ZMB,1978,209204173.6
country/ZMB,1979,212644563.5
country/ZMB,1981,236706842.1
country/ZMB,1983,51452571.8
country/ZMB,1984,57905535.4
country/ZMB,1985,45688054.1
country/ZMB,1991,254169329.1
country/ZMB,1992,144924880.9
country/ZMB,1993,140493946.1
country/ZMB,1994,184665440.6
country/ZMB,1995,242014827.7
country/ZMB,1996,155995710.6
country/ZMB,1997,164562181.9
country/ZMB,2004,142802382.9
country/ZMB,2019,1757754752.8
country/ZMB,2020,1457681054.0
country/ZMB,2022,4255768862.8
country/ZMB,2025,2190455377.9
country/ZMB,2028,1157422666.0
country/VUT,2016,4891063.4
country/VUT,2017,4993589.5
country/VUT,2020,10003870.3
country/VUT,2027,26229495.4
country/VNM,1989,142172190.7
country/VNM,1994,210890421.0
country/VNM,1995,225242142.6
country/VNM,2000,936692778.2
country/VNM,2001,791283063.3
country/VNM,2006,477607492.5
country/VNM,2009,917392977.6
country/VNM,2014,5317625403.0
country/VNM,2022,17925971500.5
country/VNM,2027,6557956379.5
country/VNM,2028,5949640489.0
country/YEM,1977,8792792.5
country/YEM,1980,24558990.0
country/YEM,1983,39389436.1
country/YEM,1985,68351620.8
country/YEM,1986,76946302.3
country/YEM,1987,151946972.5
country/YEM,1991,117535863.5
country/YEM,2001,131658083.6
country/YEM,2003,100219167.6
country/YEM,2005,94070554.4
country/YEM,2011,175111861.4
country/YEM,2015,281767690.2
country/YEM,2021,79959000.0
country/ZMB,2000,97571324.4
country/ZMB,2003,307010346.6
country/ZMB,2006,87359670.5
country/ZMB,2009,121774020.4
country/ZMB,2010,86439667.2
country/ZMB,2011,138110717.0
country/ZMB,2013,188954741.3
country/ZMB,2015,214721333.1
country/ZMB,2017,366796412.7
country/ZMB,2021,1391011309.6
country/ZMB,2026,1898511270.2
country/ZMB,2027,1671301268.4
country/YEM,1978,8086851.5
country/YEM,1981,63539860.3
country/YEM,1992,82521761.6
country/YEM,1996,57852337.4
country/YEM,1998,119306937.7
country/YEM,2002,93510973.3
country/YEM,2009,139863577.9
country/YEM,2013,193600096.7
country/YEM,2020,75172000.0
country/YEM,2023,520456423.1
country/YEM,2028,333996559.9
country/ZMB,1975,70348320.7
country/ZMB,1980,213186018.5
country/ZMB,1986,86705850.9
country/ZMB,1987,93236703.0
country/ZMB,2001,86054307.4
country/ZMB,2002,101167112.8
country/ZMB,2005,136304086.6
country/ZMB,2008,114031660.8
country/ZMB,2014,230786567.4
country/ZMB,2016,209255212.8
country/ZMB,2024,3319136857.6
country/ZWE,1982,47765557.6
country/ZWE,1987,256771649.1
country/ZWE,1993,417615891.4
country/ZWE,2003,58379664.0
country/ZWE,2004,87460765.3
country/ZWE,2005,45399285.0
country/ZWE,2008,54238296.3
country/ZWE,2009,65899206.3
country/ZWE,2013,416607700.7
country/ZWE,2017,387038434.3
country/ZWE,2018,281000224.6
country/ZWE,2019,1214471749.7
country/ZWE,2021,527582434.8
country/ZWE,2023,875900028.3
country/ZWE,2024,798476515.7
country/ZWE,2027,421661586.8
country/ZWE,2028,369663386.3
country/ZWE,1970,4839900.0
country/ZWE,1972,5611095.5
country/ZWE,1976,5279461.2
country/ZWE,1980,39666113.5
country/ZWE,1981,34558655.5
country/ZWE,1986,208428160.1
country/ZWE,1991,261888243.6
country/ZWE,1996,405609866.2
country/ZWE,1997,425034746.9
country/ZWE,2002,47502850.8
country/ZWE,2015,429294223.0
country/ZWE,2020,930424378.4
country/ZWE,2022,1201693962.7
country/ZWE,1971,4759154.2
country/ZWE,1974,9550489.0
country/ZWE,1978,4070662.7
country/ZWE,1979,7277164.5
country/ZWE,1983,332828612.9
country/ZWE,1985,197012788.8
country/ZWE,1988,278309891.2
country/ZWE,1989,227241460.2
country/ZWE,1998,697015078.0
country/ZWE,2001,109983856.1
country/ZWE,2010,337657619.5
country/ZWE,2011,1097312778.3
country/ZWE,2026,506544041.8
country/ZWE,1973,10573957.7
country/ZWE,1975,5702724.8
country/ZWE,1977,4211048.2
country/ZWE,1984,153041844.3
country/ZWE,1990,248848062.5
country/ZWE,1992,391212532.9
country/ZWE,1994,380229770.1
country/ZWE,1995,406834441.8
country/ZWE,1999,394763134.9
country/ZWE,2000,216443622.0
country/ZWE,2006,33322789.2
country/ZWE,2007,54926270.7
country/ZWE,2012,441086765.4
country/ZWE,2014,367826115.0
country/ZWE,2016,990964194.6
country/ZWE,2025,572777342.7
